HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;protectionLevelValue;protectionLevelValueExpressionType;initialValue;initialValueExpressionType;priceEventValue;priceEventValueExpressionType;strikeDate;finalValuationDate;kIBIProduct;kOBIProduct;lastTradingDate;timeClosing;distributionType 
12224C;MTXCREFD;0;89;K2CDWMTXCREFD;1707914646934780928;18038036750788856004;331;1;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;844959358;3635185728508138475;1;10584780586585250378;2;436;112;9331;55086;254;191;63367;17071790612058922877;4
12224C;MTXCREFD;0;89;K2CDWMTXCREFD;1707914646934780928;18038036750788856004;331;1;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;844959358;196685710889945390;1;5393550976187781168;1;320;63;61037;63073;89;165;26609;14464480532089779921;1
12224C;MTXCREFD;0;89;K2CDWMTXCREFD;1707914646934780928;18038036750788856004;331;1;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;844959358;6726759556922406425;2;17786429516029959769;2;146;8;2203;6418;99;58;12482;6241243861000580618;4
12224C;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;15718738394759685153;2;2648820387028074930;2;44;53;58707;2219;155;154;13671;16115166715122066233;3
12224C;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;3115225290023485199;2;18343241232796801544;1;353;122;36523;41806;87;65;64156;13068691430910681585;2
12224C;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;11610612699703074425;2;13240060990175183438;1;469;35;45631;35197;67;68;36830;740449489105294905;2
12224C;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;3507647792247171481;1;16943087107303087535;1;129;213;16098;43908;123;106;58232;11087363068789939949;4
12224C;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;6279313433762978671;2;16733157394273728612;2;198;235;18598;61591;52;203;44964;11904149929980650866;4
12224C;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;3291166360939581033;2;11611269970712072626;1;133;168;56916;16024;193;189;27660;14704952205879511813;2
12224C;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;5001303236077540589;2;15209927923327065891;1;386;93;57350;23334;167;248;13188;14961177756733475363;2
12224C;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;14653460600905818627;2;11888743891954771281;1;160;180;27571;38556;103;8;45698;2436041052661901265;3
12224C;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;8163857384821973116;2;1996103470900787592;1;197;37;41149;2972;118;113;3942;7329589472736878253;4
12224C;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;4138584420570040579;2;7852119939016799310;2;453;93;60209;44227;120;9;63069;8834418743152885715;2
12224C;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;4881070300526191937;2;11278411867401886501;2;118;168;54378;7892;214;111;4594;9386723090196174962;1
12224C;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;17321978587557089340;2;12587951319202608426;1;340;143;17406;35456;83;151;39802;9199991806678707517;1
12224C;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;3871458070323048059;1;12017034838032019167;2;316;208;40887;31798;179;174;962;12480003235401639259;2
12224C;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;6733750870745027223;1;12098816795994422395;1;270;52;64390;59986;27;5;15946;2644480146042348600;3
12224C;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;13242484933840396226;2;7892954532049520526;2;215;176;29226;5829;31;252;43769;6443824686732330105;2
12224C;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;6497554481892490220;2;1732512048802599173;1;449;144;8010;64478;228;32;21483;8545872184549761237;3
12224C;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;9926358953045571542;2;6570341048225609536;2;12;138;18633;50089;57;65;53215;3333170267169706901;3
12224C;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;16463585736776991052;1;10274354972193329241;1;29;170;19918;22611;104;19;43786;15684682731747469772;2
12224C;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;12688077934033303394;2;389042268041246243;2;149;199;51116;5505;113;63;24737;1010367441152309778;2
12224C;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;11285737024413461317;1;8474177960538211849;1;213;235;681;42705;138;94;20449;8725646451429364104;1
12224C;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;1679299208637850961;2;13760059937415997166;1;136;98;65356;19575;82;96;16318;7377407848423220909;1
12224C;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;2770824660741767792;1;14230651194774492118;2;115;231;52738;7934;150;67;22635;14316016589278350826;1
12224C;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;4522273562682226756;2;16267551405867489307;1;223;117;30540;55696;78;1;4771;4124689091846959639;4
12224C;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;17485268431870944339;2;7084088424534934714;1;41;159;12227;44875;14;110;15726;3837508022666430637;2
12224C;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;6944494205620083904;2;16228146752812714972;1;361;161;56945;39437;21;24;7393;16462517404370652184;2
12224C;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;14518911629442697589;1;16367474764017312731;1;300;55;35407;7649;100;124;63437;425208053144298705;3
12224C;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;4828984262528566391;2;1907761874518931625;1;99;75;58135;18229;123;66;43878;16779369189177477961;2
12224C;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;8402143895500896453;2;15830097077504725324;2;458;47;57702;5310;49;120;29786;1091158320199100190;4
12224C;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;15854586029443744850;2;11714781457872425372;1;180;103;50264;31006;95;188;26100;7604787011832156895;1
12224C;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;10355147099421970119;2;2557958769226516799;2;290;45;32784;23286;62;166;42406;6291571736576647219;2
12224C;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;4575588433481282525;2;13308958401022377014;1;477;130;59223;11508;182;243;37919;6569775695428563167;1
12224C;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;11513804123003179712;1;12890395982510678278;1;246;72;1481;65155;178;34;42056;8275792687725442115;4
12224C;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;1109038951653478501;2;8572133938249750253;1;224;144;46453;12983;87;146;29334;12298209844864167014;3
12224C;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;9723215896612273066;2;4374084756903918019;1;303;78;63740;4240;123;38;42168;13917996821531700651;2
12224C;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;8197619232812481442;2;16711832805990306812;2;384;216;61816;13097;221;63;13958;5936107313571561766;2
12224C;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;13192430419753965085;2;6692079773313511342;1;323;187;50857;11223;200;69;63296;543372067898351420;2
12224C;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;13702661818121828353;1;11210022776196928579;1;94;11;41958;65504;216;122;45429;12999216256863142718;2
12224C;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;5649356993104010855;2;10238327996562761269;1;110;162;34159;41691;147;116;43107;15937328926815631068;4
12224C;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;11699243344027795614;2;8919459075915646191;1;214;100;3979;10161;37;163;7754;1515144164078268158;2
12224C;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;18086395045179505083;1;7380269680918215283;2;123;254;16926;6930;92;97;56788;11517133335761079131;4
12224C;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;13412477634006405064;1;10836110159920604987;2;434;21;48607;31942;135;85;25006;7812496433352523866;3
12224C;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;6102037857789712237;2;15211233385897469065;1;257;58;50237;3325;197;203;50952;2197926234011593394;1
12224C;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;12158397080507973829;2;13791579810783305647;2;269;32;38560;7799;164;112;18148;10818436654184414392;3
12224C;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;2610933399754374021;1;3344250538583613007;2;267;102;38573;27931;122;161;64683;6531819353775269436;1
12224C;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;7495506292913725309;2;6982176314116741443;1;233;153;24947;27355;224;128;6215;2819189829953018880;4
12224C;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;14284667671208254707;2;17713840673370287797;2;367;186;48844;47886;198;51;24730;6386551615220709391;4
12224C;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;18246832664984464878;2;12756072086319863909;1;188;12;51268;62765;106;127;25375;5217825165681355672;1
12224C;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;4570422487246648010;2;17403203509308276228;2;353;228;13976;59690;0;114;14530;2391269921113688696;4
12224C;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;10040738629066139572;1;4255897848363814950;2;364;180;17172;27066;243;230;43569;1913732621399418231;3
12224C;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;602035383954738524;1;14555579636820919376;1;312;37;14788;62378;82;209;34846;8614167396755966453;3
12224C;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;9218184829902130041;2;10276751237252683070;1;36;93;37315;61006;12;252;50008;4086158013981564506;4
12224C;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;15954275075907630942;1;15144941538389898855;2;470;60;38794;13830;251;148;10603;8668975884453412785;1
12224C;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;18246259045135668983;2;13887313519116405015;2;179;171;53166;1163;212;131;53846;2170002090542538949;1
12224C;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;1238285766116439728;1;17442636753852733680;2;364;144;18436;29845;81;234;17144;2439118480286805120;1
12224C;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;11112458237456690806;1;10378647502514467291;2;405;186;22925;15748;163;55;16027;10467644937973980685;4
12224C;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;4491616394796496830;1;3703523139920256346;1;303;223;57471;585;86;125;19645;4664693130473048885;3
12224C;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;2723226775149485510;1;848190679357208697;1;194;151;4317;32135;17;250;50594;12669816077478788962;3
12224C;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;16265436825044463170;1;2230279388143898226;1;209;57;56187;49900;254;96;49189;12491906574327004889;4
12224C;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;5750257434886339698;2;8486255192122879482;2;220;44;5520;22991;65;211;48538;16151391571352159627;3
12224C;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;9604128585432822066;2;8915320229658911775;1;211;94;37515;44787;235;96;49272;495471797938806400;2
