msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;oESessionID;firmID;messageSendingTime;clientOrderID;symbolIndex;eMM;declarationID;actionType;tradeUniqueIdentifier
72;62;543;0;331;TCSALLIN;0;0;527;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;16604201063603075126;C8;WTPQHMtC6OOssgUauml5HdbLjeYJcTxzShEdbz7us7BjAPTYkBOr5jhbH2t0C33otcERGC;nI9;2198488968;0;2497330175;7;14124715876790777576;lE4eQ66M;1706095049604733515;7912733211435228388;116590120;15;362540543958089764;2;d1vD8Ok0kM1uDTbW
72;62;543;0;331;TCSALLIN;0;0;528;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;7531093364078168058;PpdJu6yB;1706095049604944792;1353499630816750019;453799485;5;14796785845912968886;2;i14qFhTHhLBd6dPK
72;62;543;0;331;TCSALLIN;0;0;529;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;18255259194705715848;vkXdiUur;1706095049605157399;-5717259629988152490;946518645;6;5741534452397187145;1;QYxS3OPOIpUQCIT1
72;62;543;0;331;TCSALLIN;0;0;530;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;17178618988375998938;38;VS8shPftpZ3vOp4OfxaA44bBmrNYxGzvsHLaHFRAeI8704noqzjLWkWgDwc09jz6TM4wak;FIj;3092920877;1;171703297;7;9817383215378241259;OI7Obzwj;1706095049605370481;5797545754029675697;388645711;7;12624951029738199699;3;HOiDTt4OD4ECYFJJ
72;62;543;0;331;TCSALLIN;0;0;531;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;12694025918407133868;mkwlppQJ;1706095049605584870;-739764653410906632;768715101;15;11176047794578275108;2;6DDT1oc4AK52gU0k
72;62;543;0;331;TCSALLIN;0;0;532;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;14859095874933326127;orTtYEhM;1706095049605801713;9062083340525177609;449655990;4;20302326140998230;1;Kc3yw1ZYlAcuxAgv
72;62;543;0;331;TCSALLIN;0;0;533;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;704979948363286612;72sQSljx;1706095049606021785;-3250469010581343200;880524655;11;12734418546386931366;3;iCfCYneH6SAgjLHg
72;62;543;0;331;TCSALLIN;0;0;534;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;8346933445906999671;rIHpoHwP;1706095049606240466;-6157652604541969637;75493707;10;15486845383798691882;2;wBsMkwy7sdSUkL4D
72;62;543;0;331;TCSALLIN;0;0;535;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;2096420230586661430;PxTmNBfa;1706095049606460685;-4353642235928320152;225974287;11;8999593169634707572;1;0wHKzleWxziRX18P
72;62;543;0;331;TCSALLIN;0;0;536;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;14183526547537912305;7x1rR5tA;1706095049606682168;-3938835950458224738;662272845;8;13967007076763493506;1;q4jJMQxQ7lAIXSiK
72;62;543;0;331;TCSALLIN;0;0;537;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;5251284537730675301;nf7xJRYl;1706095049606912218;-5364408679937803934;971929135;8;8558390267184734181;1;9VlBDxVyArQmhLOA
72;62;543;0;331;TCSALLIN;0;0;538;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;9685148700889267260;IUKS7k0C;1706095049607151332;-8502957412646745579;372840;15;3680962237735266802;3;tRSKhh1o761FGglN
72;62;543;0;331;TCSALLIN;0;0;539;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;11697768943112401584;dl74x6zd;1706095049607385938;-3420751889498603919;906768783;15;10528137762356684604;2;Qxy1sexhP6dp0eOa
72;62;543;0;331;TCSALLIN;0;0;540;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;9326982969137043010;7SdvXpud;1706095049607615159;8771862945157400989;743125215;99;15766540498974528838;1;zRpeoqx8Elzr4jW3
72;62;543;0;331;TCSALLIN;0;0;541;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;13689862779191097420;wo58xQ6t;1706095049607847756;7822782498789070949;40139414;14;2724668013064653031;3;LErkMhCWWA55ZFqc
72;62;543;0;331;TCSALLIN;0;0;542;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;2149252647724589810;9Q8K8Ssr;1706095049608079229;-3607659975885604981;971929135;14;11936271710121785342;1;MwU8hk9HRqZF64HV
72;62;543;0;331;TCSALLIN;0;0;543;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;16091229335533364689;mYlEPVpc;1706095049608310763;7123369404689505218;845948744;7;16126812812322229012;3;03Ku9ChFNdznUubd
72;62;543;0;331;TCSALLIN;0;0;544;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;2445560449030391989;Jl;Nf933GnXcYWG39wqSN4KW2Lbg3Xw1kzS2Qhr2u0oWf2CsMaF2rxtgxcQBUwwJWxy0RPBsZ;O2t;686367361;0;3471620477;7;9434106828195309580;HgjY9XTC;1706095049608551783;-886652034325559654;79594686;4;17234056904995824040;3;k4hLuDYTRItjCNIq
72;62;543;0;331;TCSALLIN;0;0;545;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1680424117486299879;nHkLiAZn;1706095049608785078;-6726670773130311490;270958719;11;13162271811234879833;1;pgIdDvk1wDlmJobt
72;62;543;0;331;TCSALLIN;0;0;546;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;1689681537050459771;yusvCJuY;1706095049609021318;-2372083963610089719;778983872;11;18328171842732013647;2;KsbdFm0MN9zdtrEX
72;62;543;0;331;TCSALLIN;0;0;547;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;16730555427283191312;Nd8Z9jRa;1706095049609256798;7719460343194630449;592228969;1;14223803152011181236;1;g0ErS6Vzi6ew2Xmb
72;62;543;0;331;TCSALLIN;0;0;548;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;15595177873102531980;7slxqoGs;1706095049609495105;-6127003964934361002;132552347;17;13627766879222813252;2;c8H3W41hLtDg75yB
72;62;543;0;331;TCSALLIN;0;0;549;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;16551683442274126139;kYbvPtYW;1706095049609737573;-1433477385080363579;255231752;14;1390080433241020927;2;nDQYLVfXzVuXVxi6
72;62;543;0;331;TCSALLIN;0;0;550;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;6112559110414297241;Ex8AtN3h;1706095049609977387;-1253301708159024574;53738436;15;9628716219559016101;1;sgZVfcyPT7mAQw5O
72;62;543;0;331;TCSALLIN;0;0;551;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;6654297628956833912;RFTKwlkn;1706095049610221837;-5425484563435180488;610827639;5;16328101996195496516;3;mNe3O61dT5yVLc7o
72;62;543;0;331;TCSALLIN;0;0;552;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;17232945572868076093;vjjMW1Xh;1706095049610465973;-1796919401893555881;315494969;6;765500761384531508;2;Z7vnDzdJvg756GZg
72;62;543;0;331;TCSALLIN;0;0;553;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;12339312498961662317;b6fYV18G;1706095049610714274;-8074231747346853807;485081213;2;16954621476426294299;2;8WK3UAgt0BTkHwUv
72;62;543;0;331;TCSALLIN;0;0;554;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;12266344617066171082;uayudG66;1706095049610961671;-7092907058809862573;889615201;4;10028338517161821060;3;EMnRTSGjcG0pP0G2
72;62;543;0;331;TCSALLIN;0;0;555;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;3855325147873913387;zH88yw5X;1706095049611208788;-2476290776069039193;129588308;5;1775100898367514992;2;iFZCuYqKzG4H9hFZ
72;62;543;0;331;TCSALLIN;0;0;556;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;16742264402265430032;BvPiPGNz;1706095049611458881;-3195638059663499775;968476971;15;8051140700606524334;3;R8iB7BN4PYsqv94s
72;62;543;0;331;TCSALLIN;0;0;557;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;9863704558362905941;Ui7l8cXU;1706095049611711620;2487146338817554118;912775729;99;6970469388060035897;1;DPmuNszzEkC9BFSx
72;62;543;0;331;TCSALLIN;0;0;558;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;10975281717937635480;3SgnDtGS;1706095049611967123;-2392007053076281673;137559582;7;13186156102785038785;1;Ym8qrJM51UmKEs0H
72;62;543;0;331;TCSALLIN;0;0;559;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;8098448834468472883;bzAeJQ93;1706095049612220466;-7915477160885979654;179056924;99;2488152212235915469;3;bP386TxoYbUsNYH1
72;62;543;0;331;TCSALLIN;0;0;560;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;6098408969152233313;PL7mvXmZ;1706095049612478021;-6210547821869970422;840387731;2;9845060275580287928;3;MLLxU3zmL82miL0t
72;62;543;0;331;TCSALLIN;0;0;561;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;136597272252732707;OYeGGj8n;1706095049612735841;8677392674139879354;564169381;4;4764759897126090236;1;TfqNBn5AF8EAMzSa
72;62;543;0;331;TCSALLIN;0;0;562;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;14946769808095366463;88PNrIgk;1706095049612995033;5044275297611365878;966477508;5;17778104515829744593;2;J6MELaibgYuvxzxG
72;62;543;0;331;TCSALLIN;0;0;563;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;6975382644021732953;by3otM18;1706095049613252091;2437458371731051161;270958719;14;226896975871590682;3;NHXxt1bRV5YHhR7n
72;62;543;0;331;TCSALLIN;0;0;564;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;4546346096154906994;qlIDqpsd;1706095049613512332;-3255606463717172839;225699642;99;6114676355818147377;2;KdQGrAe1edF2PnPu
72;62;543;0;331;TCSALLIN;0;0;565;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;14516756046497152354;sL74Yf70;1706095049613774368;9163585179301013903;451829176;2;8438192071149109046;3;0kq4zsgqSvnHtlMa
72;62;543;0;331;TCSALLIN;0;0;566;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;7233030343472144256;SszRoqLf;1706095049614038132;6697425176651931575;919853333;1;6569346910469040357;2;A0BOSpgQHIOHp90J
72;62;543;0;331;TCSALLIN;0;0;567;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;4397524956389506157;Vj;I5V1vDFWpZLoqvxHK7xkUEPVL2iawK12ELv3dC1ypKH4C0qtZi3DOtfB8qpUsscNxZqvaK;TmD;1496310362;0;1842345775;7;12598782968241703091;50jJHzGn;1706095049614298763;8162220782808169817;263580681;17;9111465284091012051;3;uQfkD4eYpBwg9Bop
72;62;543;0;331;TCSALLIN;0;0;568;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;12030107966043750597;BvEH41o4;1706095049614563629;741131738407333500;41437899;11;7243128208505949793;1;wOlKpc1xrFfNazCm
72;62;543;0;331;TCSALLIN;0;0;569;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1025438016790429629;mxyCtYKv;1706095049614831203;-1785524700481905116;608805387;5;8186987469774669047;3;lksNrmCIOfC05vnr
72;62;543;0;331;TCSALLIN;0;0;570;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;7922919300132012702;niErtEHP;1706095049615109734;4450338268485674162;783519657;14;2034198588702826696;2;l1HyO9wWAXYwpHzF
72;62;543;0;331;TCSALLIN;0;0;571;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;7543779628463121226;Zv;oM9u2Gv4glWUDnxXjh73s9ROn7SFSFNDw5qgLKxrfyrz13xxSseTVmkqa6NNywvKXHdXoW;3pd;1144034105;1;3453138748;7;6693762287673907916;3pqzpWHt;1706095049615377350;8236035134369821377;752014678;4;13247469330049066712;1;V2jHrQHZg95nl2Rv
72;62;543;0;331;TCSALLIN;0;0;572;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;11725975624877941651;lvzL13sj;1706095049615648307;1436490560209210219;315494969;9;7001325114847913180;3;9g2A1Y28Hr3oGb5N
72;62;543;0;331;TCSALLIN;0;0;573;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;14761009529419667952;aD;mojCgy7BXlXPGI63DNU3a0uABAYLomA80ZrKAEd5S7V9LfwSPUjVPNA1xFA3ivzUQ4M9Wl;oqS;3649434989;1;2752062206;7;7008497729871322628;9FlT8dKC;1706095049615925684;2475706767544355532;911386486;99;12055437024581662849;3;NRliMECj02NZc5GY
72;62;543;0;331;TCSALLIN;0;0;574;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;4436308537236031049;eiSmRhkt;1706095049616198754;8364797327725074461;958972949;2;12785642547907931931;1;pbXRNZxO7wgbWgJS
72;62;543;0;331;TCSALLIN;0;0;575;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1033819287986669999;20nEC2bE;1706095049616474589;2811473956873906045;14113038;9;5722758809001660990;1;Vu4Cb1oTzNOBxoHH
72;62;543;0;331;TCSALLIN;0;0;576;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;9451495147639207490;19zOO3jY;1706095049616752210;4702746271931990700;315494969;10;3538184141980674230;2;HckfBFjBbyPaN5B8
72;62;543;0;331;TCSALLIN;0;0;577;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;7229583488972740633;EyYzPWBn;1706095049617030103;6644799328277379657;710897910;10;8791259794018944733;2;NCbOOWHeE5WBOQZ6
72;62;543;0;331;TCSALLIN;0;0;578;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;2461649482066689644;BcbhuYvJ;1706095049617308547;-5857758167081297138;27066957;8;15014698537717510040;3;8Yz2HujGvkHYBgzL
72;62;543;0;331;TCSALLIN;0;0;579;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;9390237407755025405;3nUDJZLp;1706095049617589556;1012262033920193104;584621813;6;11399062657031471119;2;SKhygPlcpOLFSJzF
72;62;543;0;331;TCSALLIN;0;0;580;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;16468506558376652952;MUkZZM5J;1706095049617872001;7304515878536651690;966477508;8;6889632344343156015;2;8IaUjmEPigdfLHLH
72;62;543;0;331;TCSALLIN;0;0;581;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1455697679615186931;ROEt97k1;1706095049618155217;595345387420853222;958128478;5;13704129781634944821;3;W9TgXe9QTotwN9Ur
72;62;543;0;331;TCSALLIN;0;0;582;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;8650947017243909499;IHJyjXlL;1706095049618439680;-6889793909396977417;703220993;8;9815111760504020720;1;KDHKfC0KsDeaWEoG
72;62;543;0;331;TCSALLIN;0;0;583;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;10838387555841364499;MwdD4iMa;1706095049618726795;-4942831882969778550;221113253;1;18430885495723007746;3;zVZleNJD0dW7MbSF
72;62;543;0;331;TCSALLIN;0;0;584;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;4302214173325118317;zE;ovH7yCj5z6Nu0HcDZwmWxxL8wAhlreNWutsmHlrjUt90r2zkG1NbJJvfUsNg1MD5PIvOkr;nN7;4174597307;0;3774155814;7;16171613521169087582;Xx9sCMiA;1706095049619013131;-6127213594955144224;727509241;7;17798990840337522185;1;G6XsoaLnTb3BP7JU
72;62;543;0;331;TCSALLIN;0;0;585;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;18309598877629664571;obewViJ6;1706095049619299920;3044850845643353861;882027164;17;8628776104015732496;2;UMEEIHzeZhQetRq3
72;62;543;0;331;TCSALLIN;0;0;586;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;18443208040727558245;l0CJWuVt;1706095049619587010;-4358410743120124727;51267762;9;9450649735369295240;2;ExK662mSXFOt9vWV
72;62;543;0;331;TCSALLIN;0;0;587;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;6950013908480413155;jb44m9pn;1706095049619881131;-7814153509786156003;397856163;7;439460821953659086;2;6hSzvDaVBNjg6VOq
