HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;basisofAccrualsCalculation;linkedISIN;linkedMIC;linkedCurrency 
12224B;MTXCREFD;0;84;K2CDWMTXCREFD;1707914646897132544;2701643107760205519;331;1;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;984029995;7;5A8EmTxoXPWB;RJt5;b6Y
12224B;MTXCREFD;0;84;K2CDWMTXCREFD;1707914646897132544;2701643107760205519;331;1;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;984029995;7;3FLrFcZezSfT;AESJ;4BC
12224B;MTXCREFD;0;84;K2CDWMTXCREFD;1707914646897132544;2701643107760205519;331;1;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;984029995;6;xsPC8FwYq9eK;K4WV;42u
12224B;MTXCREFD;0;84;K2CDWMTXCREFD;1707914646897132544;2701643107760205519;331;1;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;984029995;1;9hAyYmQdwqhD;qYmF;1zL
12224B;MTXCREFD;0;84;K2CDWMTXCREFD;1707914646897132544;2701643107760205519;331;1;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;984029995;7;jEh2pR0oKxYd;lEUy;Jsa
12224B;MTXCREFD;0;85;K2CDWMTXCREFD;1707914646904657408;5467090367400151414;331;1;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;397856163;8;wUD05lC13qLL;SgmF;g9r
12224B;MTXCREFD;0;85;K2CDWMTXCREFD;1707914646904657408;5467090367400151414;331;1;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;397856163;6;Tqj4HSYdvhtm;WBxL;eG0
12224B;MTXCREFD;0;85;K2CDWMTXCREFD;1707914646904657408;5467090367400151414;331;1;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;397856163;6;TboZxY0eWWLW;TFmU;3jr
12224B;MTXCREFD;0;85;K2CDWMTXCREFD;1707914646904657408;5467090367400151414;331;1;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;397856163;9;jYmD85VUbDkG;b9zH;6Hb
12224B;MTXCREFD;0;85;K2CDWMTXCREFD;1707914646904657408;5467090367400151414;331;1;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;397856163;4;dYMunJ31eNoR;dtQy;OFt
12224B;MTXCREFD;0;86;K2CDWMTXCREFD;1707914646912216576;15736718706642606612;331;1;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;132552347;3;gTsoqSWk18yo;Lhxf;R31
12224B;MTXCREFD;0;86;K2CDWMTXCREFD;1707914646912216576;15736718706642606612;331;1;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;132552347;7;5Qz9K27gdCQ1;YxVi;hFH
12224B;MTXCREFD;0;86;K2CDWMTXCREFD;1707914646912216576;15736718706642606612;331;1;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;132552347;11;oAPKqZchP25A;an2y;ImK
12224B;MTXCREFD;0;86;K2CDWMTXCREFD;1707914646912216576;15736718706642606612;331;1;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;132552347;5;3rknAwpkd1Rw;TRSS;IMC
12224B;MTXCREFD;0;86;K2CDWMTXCREFD;1707914646912216576;15736718706642606612;331;1;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;132552347;6;aPda6WdvaMfD;9WzM;gFN
12224B;MTXCREFD;0;87;K2CDWMTXCREFD;1707914646919739904;2732389103829790836;331;1;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;221113253;3;FBkfMlMjkJxo;iLic;GJr
12224B;MTXCREFD;0;87;K2CDWMTXCREFD;1707914646919739904;2732389103829790836;331;1;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;221113253;9;DJeIwgj8iPd9;Hyxq;BwU
12224B;MTXCREFD;0;87;K2CDWMTXCREFD;1707914646919739904;2732389103829790836;331;1;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;221113253;6;3Tu7k2UUQ9Rz;Iuyu;NuU
12224B;MTXCREFD;0;87;K2CDWMTXCREFD;1707914646919739904;2732389103829790836;331;1;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;221113253;4;lMOtlKcwZgKv;M2by;hIq
12224B;MTXCREFD;0;87;K2CDWMTXCREFD;1707914646919739904;2732389103829790836;331;1;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;221113253;4;E3vu0nsO6MAk;4S0m;K3T
12224B;MTXCREFD;0;88;K2CDWMTXCREFD;1707914646927254784;2127826584380967434;331;1;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;213087042;11;TYvZlkgU8RAj;YSh4;tbK
12224B;MTXCREFD;0;88;K2CDWMTXCREFD;1707914646927254784;2127826584380967434;331;1;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;213087042;4;kMz7Tof2L9q8;koX9;ram
12224B;MTXCREFD;0;88;K2CDWMTXCREFD;1707914646927254784;2127826584380967434;331;1;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;213087042;9;QKdjAetzj6k5;R5si;SUf
12224B;MTXCREFD;0;88;K2CDWMTXCREFD;1707914646927254784;2127826584380967434;331;1;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;213087042;8;Ryv2HVfOW9ah;ovrV;yEQ
12224B;MTXCREFD;0;88;K2CDWMTXCREFD;1707914646927254784;2127826584380967434;331;1;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;213087042;5;BZYXpGUiyLoX;g5mY;lmk
12224B;MTXCREFD;0;89;K2CDWMTXCREFD;1707914646934780928;18038036750788856004;331;1;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;844959358;2;xS7QFoTn3F8w;uSUO;eZp
12224B;MTXCREFD;0;89;K2CDWMTXCREFD;1707914646934780928;18038036750788856004;331;1;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;844959358;5;3wPX5rz3BwCu;8scE;TJN
12224B;MTXCREFD;0;89;K2CDWMTXCREFD;1707914646934780928;18038036750788856004;331;1;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;844959358;1;98W2qG8gq7eO;XJSK;XyP
12224B;MTXCREFD;0;89;K2CDWMTXCREFD;1707914646934780928;18038036750788856004;331;1;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;844959358;7;IxuWIEBF9uWW;INWJ;e8y
12224B;MTXCREFD;0;89;K2CDWMTXCREFD;1707914646934780928;18038036750788856004;331;1;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;844959358;6;FtXRKuKwKQr2;JzA3;S6T
12224B;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;11;U7jiGl4jGZEi;nsmp;3Gx
12224B;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;12;2Wdu4d84bgVK;uAZH;O12
12224B;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;13;5eu8Q9Guda3y;jd6W;uXK
12224B;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;5;qbJIhoIhuGC1;HYtY;qnc
12224B;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;4;qZxRN0OnXlBi;Mzuh;s3x
12224B;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;3;48l0ZHxH7TCI;m2Yy;Qk4
12224B;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;1;zMG7vJpdvMNS;cnKA;3X0
12224B;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;10;E9ADQLw8VeXD;yQkX;RbJ
12224B;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;1;oGdpc0QOuNgD;AJWW;Tn7
12224B;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;7;lqYZk1yesnAt;Tjz1;0Br
12224B;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;2;8i9viVV65Zeh;scAb;eYO
12224B;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;1;dPZukBqaeAbI;AnZe;up9
12224B;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;10;dYLmzmDe24d6;yGZy;7hN
12224B;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;7;TPDP3UeLqw7k;vPDq;XKj
12224B;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;11;oXoRJ7vWr1Pr;mmqS;DYY
12224B;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;3;wiTrqF9rUSLL;ClxH;2at
12224B;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;7;12388LkI3NZw;zY01;fqT
12224B;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;4;9kZCbl1lNeyp;BjqF;D8x
12224B;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;6;oC8Cm5PIK2kQ;cNra;9tj
12224B;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;5;FkOsdVySmHLe;ZbUx;4c0
12224B;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;2;CWCa54ViRIOg;s0ZQ;u56
12224B;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;7;IiB0SCYzEn3d;Ua0g;Jf3
12224B;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;3;KA8xshKYaH6e;3EO6;6vm
12224B;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;3;9JL6uXnzjlgj;Jvnc;RMP
12224B;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;12;rVHPHKxkQFbM;TYsk;Fo5
12224B;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;4;EiLNLuMaFjoG;n9ho;z9X
12224B;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;2;cOcJcHKsfkAW;DEkN;JQm
12224B;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;10;HHVrB0mI1zpF;3Qsv;7xZ
12224B;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;8;jhLSsNDHk9eE;ilFA;kLb
12224B;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;1;MtjmIUBfSI6b;N8RW;neO
12224B;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;12;6v4b2vKKlibo;IjCU;xE6
12224B;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;3;0QAROko15yaq;Pd6s;me4
12224B;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;13;TPjzhVjZQaQ9;gtFO;iXv
12224B;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;7;aGg9NXfpGTef;pZmW;uWv
12224B;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;2;Y7OuNE6mlJOe;CpoH;3eH
12224B;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;2;p6kkZ9Wu22Jm;FGWW;Jfv
12224B;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;10;UykVpmHcYx4L;Dhri;Bx3
12224B;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;1;EQxXph9TAAip;AauW;Ttd
12224B;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;7;vXboF0mehiSk;r2nO;5uw
12224B;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;7;m5qLtb2Id267;tQHG;rkn
