msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;eMM;eventId;orderType;orderID;orderPriority;symbolIndex;orderPx;sequenceTime;orderQualifiers 
85;75;12013;0;331;2ETFPTOL;8;0;160;1707914930406234112;2013808069906033102;K2CDW2ETFPTOL04;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;1707914930406234112;2013808069906033102;16;2;6;11;1706095058396936242;15;654043897128262004;3;1093896715734183897;13810210324657148750;641399268;1424354410131012991;1706095058396948514;3
85;75;12013;0;331;2ETFPTOL;8;0;161;1707914930417312768;16094304820883677127;K2CDW2ETFPTOL04;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914930417312768;16094304820883677127;5;6;4;10;1706095058403760158;9;2371045241480815621;12;15681398900851058017;9489089030717458996;506920201;-6158340379253727262;1706095058403772192;5
85;75;12013;0;331;2ETFPTOL;9;0;167;1707914930011097856;1812103777334718049;K2CDW2ETFPTOL05;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707914930011097856;1812103777334718049;17;7;2;18;1706095058346334332;4;10807853609636549439;12;2684998342841324824;9727680407721903908;653494834;3228350315700208649;1706095058346346671;5
85;75;12013;0;331;2ETFPTOL;9;0;168;1707914930015936256;11759105143293368263;K2CDW2ETFPTOL05;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;1707914930015936256;11759105143293368263;7;4;3;19;1706095058346973530;9;16353845868843647906;3;3467624733247871694;5980105547949112482;814610997;-3935535819668538913;1706095058346985836;2
85;75;12013;0;331;2ETFPTOL;9;0;169;1707914930016729088;8817719655369452806;K2CDW2ETFPTOL05;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914930016729088;8817719655369452806;10;5;4;24;1706095058347084108;11;7518115387380684645;1;16469287908478190766;12314572646239247772;366139516;2247729500845772203;1706095058347096330;6
85;75;12013;0;331;2ETFPTOL;9;0;170;1707914930023064832;16018310268440128128;K2CDW2ETFPTOL05;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914930023064832;16018310268440128128;20;7;4;10;1706095058348052397;7;10036747740939631341;4;4248306368124480677;9966010423235282590;366139516;-6864112033626341374;1706095058348064312;6
85;75;12013;0;331;2ETFPTOL;9;0;171;1707914930030201856;7166427520426083616;K2CDW2ETFPTOL05;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914930030201856;7166427520426083616;14;5;1;11;1706095058349298943;1;2409819709924288788;7;11153597967451160542;14930716519456427911;315863755;-2044796922388448422;1706095058349310754;0
85;75;12013;0;331;2ETFPTOL;9;0;172;1707914930031806464;6679431573229701580;K2CDW2ETFPTOL05;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914930031806464;6679431573229701580;21;8;5;3;1706095058349594582;17;4168691988424309769;1;5422626840292411438;1975142922971885709;83351337;6765063960985218263;1706095058349606473;6
85;75;12013;0;331;2ETFPTOL;9;0;173;1707914930034209536;3329469467331966481;K2CDW2ETFPTOL05;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914930034209536;3329469467331966481;2;6;6;22;1706095058350060242;8;11299029064514319851;8;12163520517235624899;6135493336780565987;648090412;6934758426373326488;1706095058350072395;4
85;75;12013;0;331;2ETFPTOL;9;0;174;1707914930034999808;2483924990593268349;K2CDW2ETFPTOL05;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914930034999808;2483924990593268349;15;7;1;8;1706095058350218168;2;9316702678702100534;6;6928178649230408285;10296415049555817830;198522762;7307667273372035530;1706095058350230304;6
85;75;12013;0;331;2ETFPTOL;9;0;175;1707914930037398784;6149939458339104142;K2CDW2ETFPTOL05;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914930037398784;6149939458339104142;17;2;0;9;1706095058350713055;17;17734388837702543391;11;3414456489232274673;17115442411613143088;880524655;-1727879401574349925;1706095058350725030;6
85;75;12013;0;331;2ETFPTOL;9;0;176;1707914930060458240;8633843873065472258;K2CDW2ETFPTOL05;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914930060458240;8633843873065472258;18;7;3;4;1706095058356468078;5;6903673745574969187;9;16159401163821792407;17840301190290701820;906768783;3920271186391272754;1706095058356480112;0
85;75;12013;0;331;2ETFPTOL;9;0;177;1707914930065204480;6666419606795378004;K2CDW2ETFPTOL05;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914930065204480;6666419606795378004;10;2;3;15;1706095058357886135;5;6324212800419006310;3;16088238808061449;17743595479711823139;281877941;8591104109791576266;1706095058357898096;6
85;75;12013;0;331;2ETFPTOL;9;0;178;1707914930072308992;6310570492829967216;K2CDW2ETFPTOL05;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914930072308992;6310570492829967216;1;6;6;3;1706095058360137097;1;12118096025369880529;2;12280591874585521707;9696625806652964021;27066957;3567718133198364859;1706095058360149280;2
85;75;12013;0;331;2ETFPTOL;9;0;179;1707914930086630656;7240392376734053183;K2CDW2ETFPTOL05;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914930086630656;7240392376734053183;4;5;1;0;1706095058365156008;17;12810059912150397937;1;10273632413430532948;872291558964352867;213949604;2870293993319875684;1706095058365168084;1
85;75;12013;0;331;2ETFPTOL;9;0;180;1707914930089795072;7425795638240350916;K2CDW2ETFPTOL05;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914930089795072;7425795638240350916;13;8;5;5;1706095058366366003;7;491789780043022444;2;8213779435904379332;499150866311954719;966477508;-5475089670951098061;1706095058366377974;1
85;75;12013;0;331;2ETFPTOL;9;0;181;1707914930090573824;17296637105354428035;K2CDW2ETFPTOL05;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914930090573824;17296637105354428035;8;2;4;5;1706095058366671772;17;13739969677244132677;7;11922563250714457127;4348861554725361219;773471534;-3797444621135351475;1706095058366683625;3
85;75;12013;0;331;2ETFPTOL;9;0;182;1707914930093747968;4453561962071524935;K2CDW2ETFPTOL05;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914930093747968;4453561962071524935;14;4;5;7;1706095058367941115;10;11013494110518591839;1;9465434494419814983;17935280543081150526;592228969;4736367934760399762;1706095058367953642;2
85;75;12013;0;331;2ETFPTOL;9;0;183;1707914930100119040;1565129134047529707;K2CDW2ETFPTOL05;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914930100119040;1565129134047529707;16;6;3;12;1706095058370559802;2;5331045746272282917;8;10536713874278098913;13771407690297969724;53738436;-5078951797296197720;1706095058370572176;0
85;75;12013;0;331;2ETFPTOL;9;0;184;1707914930106473984;4813568687203210944;K2CDW2ETFPTOL05;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914930106473984;4813568687203210944;10;4;6;2;1706095058373361085;8;2600530272856479306;9;2104291345656129292;3241027309603374038;762062763;7726821988100826773;1706095058373373429;1
85;75;12013;0;331;2ETFPTOL;9;0;185;1707914930386343168;5094224963889523312;K2CDW2ETFPTOL05;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914930386343168;5094224963889523312;21;8;3;8;1706095058385758829;15;11774546194188692060;8;12841851479636145023;16751487839367218492;579919728;8823420263083972758;1706095058385771069;1
85;75;12013;0;331;2ETFPTOL;9;0;186;1707914930397475328;9608103376991966650;K2CDW2ETFPTOL05;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914930397475328;9608103376991966650;17;4;1;4;1706095058391855908;9;1973074166676150756;5;1244217321926497758;10080394897367483448;315339150;6964642230185394574;1706095058391868244;4
85;75;12013;0;331;2ETFPTOL;9;0;187;1707914930414940416;11137878445764077051;K2CDW2ETFPTOL05;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707914930414940416;11137878445764077051;18;4;5;13;1706095058402262886;14;6071617853315871048;9;7216168764484929777;6843102905999541451;844959358;-2527890680553845869;1706095058402274937;3
85;75;12013;0;331;2ETFPTOL;9;0;188;1707914930418899456;16668981138796616088;K2CDW2ETFPTOL05;BGEM;DSS_CDW_test;7;7;7;735870582654623346;BE;qUPQJFdet2tqfkZnBzE4fibDY4YKbdn1ADWcSBhfOfMWgRoj4PdwiQ1YNIaSE095MGkykK;9z6;2471500330;0;1795999533;7;1707914930418899456;16668981138796616088;4;4;0;15;1706095058404777027;1;18389847827814206527;11;10266982923683202004;17036326639595150065;641357936;-35172196240876714;1706095058404789059;4
85;75;12013;0;331;2FXIPTOL;0;0;1032;1707914959038013440;4724661985922380715;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914959038013440;4724661985922380715;14;4;1;15;1706095058351952554;15;11006618061585719530;11;1378927323207668439;15432212984859301961;564169381;704791016909619315;1706095058351964857;1
85;75;12013;0;331;2FXIPTOL;0;0;1033;1707914959039597312;4430247808834204085;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914959039597312;4430247808834204085;17;7;3;17;1706095058352318167;10;10451525187063050710;8;9555524034083258572;5958677612271864875;451829176;-2470992860831206017;1706095058352330241;1
85;75;12013;0;331;2FXIPTOL;0;0;1034;1707914959057961984;12731145711872641157;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914959057961984;12731145711872641157;11;7;5;17;1706095058357164672;11;16595528704676589128;10;7010163716370108132;5418207120967516622;869985226;-2208182002479529000;1706095058357176567;3
85;75;12013;0;331;2FXIPTOL;0;0;1035;1707914959066663936;13341811935579090155;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914959066663936;13341811935579090155;9;3;0;17;1706095058359879507;1;12496938183479235837;4;17159177827949464597;4900659632027692385;942403957;2987097623827803532;1706095058359891449;6
85;75;12013;0;331;2FXIPTOL;0;0;1036;1707914959077729280;7692680586443014535;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;735870582654623346;BE;qUPQJFdet2tqfkZnBzE4fibDY4YKbdn1ADWcSBhfOfMWgRoj4PdwiQ1YNIaSE095MGkykK;9z6;2471500330;0;1795999533;7;1707914959077729280;7692680586443014535;22;7;2;14;1706095058363687027;7;14002443573043677211;5;8582903683292205326;14819904886747079351;641357936;-7571604547730046627;1706095058363702802;2
85;75;12013;0;331;2FXIPTOL;0;0;1037;1707914959088076032;9767512222718250428;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914959088076032;9767512222718250428;6;2;1;13;1706095058367610823;7;7594960962823021301;1;6197730533083375726;3231304426871837316;142043921;8380215778586479896;1706095058367622615;5
85;75;12013;0;331;2FXIPTOL;0;0;1038;1707914959097586688;15128719252375532643;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;1707914959097586688;15128719252375532643;15;7;4;16;1706095058371581161;8;737443857395363072;13;11069460508850849488;10709034703142144029;697925876;-168475773155053180;1706095058371593525;4
85;75;12013;0;331;2FXIPTOL;0;0;1039;1707914959102349824;8009248938985572359;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;1707914959102349824;8009248938985572359;5;6;4;18;1706095058373720782;17;14515335106285493003;13;16417179995084587823;14552417676599960824;780255171;2597319570530716791;1706095058373733024;1
85;75;12013;0;331;2FXIPTOL;0;0;1040;1707914959103141632;12947151396190059451;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;1707914959103141632;12947151396190059451;15;1;7;22;1706095058374077365;17;2900512964766621199;5;9685977559453246296;16972117541024818571;397856163;-6491664484010294571;1706095058374089711;6
85;75;12013;0;331;2FXIPTOL;0;0;1041;1707914959110309120;11769546741549047007;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;1707914959110309120;11769546741549047007;17;2;2;21;1706095058377379243;8;7565999321311344092;7;12043122956278116297;2670342795376920521;941734235;6830817796602215387;1706095058377391448;1
85;75;12013;0;331;2FXIPTOL;0;0;1042;1707914959119050752;14398699102586816343;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914959119050752;14398699102586816343;18;1;1;10;1706095058381663797;2;17313931268384867074;7;8924348873032214890;12087634735881377985;355525551;-8971068928784561262;1706095058381675921;5
85;75;12013;0;331;2FXIPTOL;0;0;1043;1707914959363827968;13207596704733616103;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914959363827968;13207596704733616103;10;1;4;5;1706095058390068291;5;14573528626080666562;6;8090490115003748049;194988752912215414;897061568;-1325283285543101478;1706095058390080546;2
85;75;12013;0;331;2FXIPTOL;0;0;1044;1707914959367831296;16456641710185112562;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;1707914959367831296;16456641710185112562;20;1;6;1;1706095058392303826;10;7427295001202327003;10;4961569226880581755;14721236229609030951;921949621;-6053642251338676359;1706095058392315784;3
85;75;12013;0;331;2FXIPTOL;0;0;1045;1707914959374216448;7928252164109491319;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;749269245730578301;UH;qp6muFVBEzRSwQwrmudAg1D8bkYSMVYBjoGK1uDzKV201ZJWKi51lpzj00OGRYAwFZSqJe;6jJ;1236754072;0;4163892170;7;1707914959374216448;7928252164109491319;12;1;6;11;1706095058395993363;7;14204353058351248421;9;16778064933076380124;13060826152416112931;731342202;-5986222802667568058;1706095058396005148;3
85;75;12013;0;331;2FXIPTOL;0;0;1046;1707914959377393152;5018424490332511237;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914959377393152;5018424490332511237;6;2;2;23;1706095058397884269;5;7443664380730916992;9;1611123179294375202;8672800142929837114;588523366;7393573065548784983;1706095058397896511;2
85;75;12013;0;331;2FXIPTOL;0;0;1047;1707914959379769344;4641065965545935038;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914959379769344;4641065965545935038;18;6;2;6;1706095058399322265;17;1631145884489089744;9;13789231424359843074;14638962975755503997;27066957;-273416823337259685;1706095058399334643;3
85;75;12013;0;331;2FXIPTOL;0;0;1048;1707914959383726080;7972774323986018000;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707914959383726080;7972774323986018000;18;8;5;2;1706095058401769858;11;13528629442807353565;9;2395554373758333047;15175311430565078747;338709066;2319411329502787536;1706095058401781961;2
85;75;12013;0;331;2FXIPTOL;1;0;176;1707914959006304512;2624972116078347447;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914959006304512;2624972116078347447;12;2;7;5;1706095058346437614;2;7266246300594888693;4;10267334883785596297;4681335823325707287;135619081;6632447230058575256;1706095058346449846;2
85;75;12013;0;331;2FXIPTOL;1;0;177;1707914959008766208;5782097228638591852;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914959008766208;5782097228638591852;14;4;0;13;1706095058346755734;8;1426484541867304414;8;17667821710251785354;8201594818659628906;958873221;-7268079697665381971;1706095058346768330;2
85;75;12013;0;331;2FXIPTOL;1;0;178;1707914959013960704;11511663925740341282;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914959013960704;11511663925740341282;21;7;0;12;1706095058347430681;17;10906629105954110894;6;11450147661668723424;13166951091831066954;281877941;-854934524253288510;1706095058347442820;0
85;75;12013;0;331;2FXIPTOL;1;0;179;1707914959020413184;1162927862950369438;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914959020413184;1162927862950369438;1;3;7;21;1706095058348449552;11;8700528112556966663;1;6460059126080589343;14400427948713518784;767156925;489177287948590959;1706095058348462313;3
85;75;12013;0;331;2FXIPTOL;1;0;180;1707914959023592448;4092858156489486551;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;1707914959023592448;4092858156489486551;19;7;1;22;1706095058349010122;10;16372121576397912218;12;1234104808991250725;679531747456510912;662272845;-5380883165347128203;1706095058349021829;1
85;75;12013;0;331;2FXIPTOL;1;0;181;1707914959028374528;14500233767616774419;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914959028374528;14500233767616774419;16;4;0;23;1706095058349904242;17;7546508965877506179;1;3851046155717316997;9666504475006486775;576024396;-7696625390440921955;1706095058349916281;6
85;75;12013;0;331;2FXIPTOL;1;0;182;1707914959034785024;9144738881679439167;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;1707914959034785024;9144738881679439167;18;1;2;12;1706095058351217958;9;8246711699331920775;5;16502113352284211078;1390861097183776666;235516096;1101106609972795173;1706095058351230103;5
85;75;12013;0;331;2FXIPTOL;1;0;183;1707914959038809600;400578842446864158;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914959038809600;400578842446864158;22;7;1;11;1706095058352134483;4;13352665701861294391;9;476029630269199459;15117056521454051970;576024396;5003561633395361200;1706095058352146478;5
85;75;12013;0;331;2FXIPTOL;1;0;184;1707914959061929472;3963118940285449834;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914959061929472;3963118940285449834;9;1;0;23;1706095058358369247;15;17243264499153963034;10;13020282383116537294;14935310999186168601;845948744;676692541261404;1706095058358381184;3
85;75;12013;0;331;2FXIPTOL;1;0;185;1707914959063499008;17749744992795585892;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914959063499008;17749744992795585892;6;5;7;24;1706095058358863081;14;13938288814891257319;4;12845503460323958188;2032933846987464194;722112170;-6305801126170754528;1706095058358875169;2
85;75;12013;0;331;2FXIPTOL;1;0;186;1707914959065079552;16149240169940504988;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914959065079552;16149240169940504988;12;7;6;3;1706095058359363982;1;17973018480916331152;6;10809819470722968962;2305739278478391630;149423575;-1158675278975186437;1706095058359376313;5
