msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;bookOUTTime;eMM;eventId;symbolIndex;crossOrderIndicator;counterpartFirmID;executionID;executionPhase;lastShares;lastTradedPx;leavesQty;orderID;tradeQualifier;tradeTime;tradeType;counterpartyReasonType;tradingSession;displayedQty;sequenceTime;orderQualifiers;regulatorDisplayedQuantity;tradeUniqueIdentifier;QR_bidSize_1;QR_bidPx_1;QR_bidQuotePriority_1;QR_offerSize_1;QR_offerPx_1;QR_offerQuotePriority_1;SF_legLastPx_1;SF_legLastQty_1;SF_legInstrumentID_1;SF_legSide_1;SF_executionID_1;SF_tradeUniqueIdentifier_1;OFD_evaluatedPrice_1;OFD_messagePriceNotation_1;OFD_finalSymbolIndex_1;OFD_finalExecutionID_1;ISFO_symbolIndex_1;ISFO_orderSide_1;ISFO_orderPx_1;ISFO_orderQty_1;ISFO_lastTradedPx_1;ISFO_lastShares_1 
298;137;12008;0;331;2FXIPTOL;0;0;1055;1707914959436310528;9538311627900939211;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914959436310528;9538311627900939211;15;1706095057936732402;6;857771627499899977;315863755;128;2lYIXGbO;738173363;2;793;440342146;17109692409518435517;403959617433643807;3;1706095057936756342;39;4;2;3985138534749470898;1706095057936770675;3;514194124788592625;WQcoX1MiZuApBQAp;10007959826137621897;-3281675097565311058;3984863503684762604;18324307373188437179;6605140224087751793;9051026608670580612;-6155615438311035011;10250185081223874030;1435927071;1;697099208;wY9VxlTStEJdSEFL;-1490660538359415940;242;1946623125;2842380340;315863755;3;5723607467402810178;18380723113411333788;-6714887352689974043;8657500290814575769
298;137;12008;0;331;2FXIPTOL;0;0;1056;1707914959443793664;10860236753821798565;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914959443793664;10860236753821798565;23;1706095057937442477;4;554822646588963873;355525551;146;2FzeMCwb;2167084421;4;2944;64951206;5216909760482358401;9813798189280676671;2;1706095057937465651;31;4;1;8190864495151746393;1706095057937479954;2;12243075666574950553;fDt7g5kTn5nEMK0p;7719086039770224457;-3560396591783707834;15790457110855214671;11393554385249980936;-1698743845063858186;3473704301734007062;1490591192827541245;2639264579111900477;1311911917;1;2271197640;iNGVj7md580WUa20;7940568570369659096;155;1110349555;1261168358;355525551;2;-8400135032052005378;18393739952838038763;1258213356978552551;6739241314473099841
298;137;12008;0;331;2FXIPTOL;0;0;1057;1707914959474409728;5914542316026599308;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914959474409728;5914542316026599308;16;1706095057940438191;10;7026881686810716635;306138594;60;M1b51OoW;4126412462;5;1495;330951245;17424555255343979387;17229829524398720014;4;1706095057940461638;28;4;4;13867977852873849218;1706095057940475901;4;7767920425366056877;trYl97VDvzsRbhWr;7693088305047007793;-8130594720068574280;13844784995688411861;10598895699146360253;-7779393540637336912;10963027945948713879;-8283663617172616050;13647709631550768136;1911785925;1;1402137138;ELX4VY1FWbcDn6PX;-6496410467058953206;19;1856569709;1846124029;306138594;2;7532602535204090932;13071256254661999677;-3177952482889064553;15813825163819161210
298;137;12008;0;331;2FXIPTOL;0;0;1058;1707914959481951488;4945920341324616635;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914959481951488;4945920341324616635;8;1706095057941214232;99;4408067024343081074;281877941;195;IAlTOuEe;3611413005;1;2083;378647116;15696748061727425472;15541799314885616183;2;1706095057941237522;16;4;3;5419534386778400490;1706095057941251915;5;9633448473031100700;9qsIQypmT8bCJ0At;15073743301377315668;-7453932071182012726;926006533345542264;7825529709617977248;-5357404421737888727;7652324095318269858;3558821199631343645;10155987332899799170;1192819213;1;2166829812;BJT2svAgAl0jjKFR;-4446718191490696579;224;2708297113;1326812652;281877941;1;-3487583385147154435;8312524850697729738;-7234646908010382427;14825687742696413192
298;137;12008;0;331;2FXIPTOL;0;0;1059;1707914959508192000;14392998380004196875;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;1707914959508192000;14392998380004196875;12;1706095057944041672;15;10438494613765428061;509093810;11;vIQSSdr7;309353065;1;2749;475749236;1161869345643618574;16048873036393148643;5;1706095057944064965;13;1;1;13352634661621735671;1706095057944079181;5;14283117264340880351;EA9IBjsDeEdIrxvv;10318530871162159430;5672671705071579127;14709586795135436435;13083112071090224538;5036941972529781296;9859546759376884871;-390104153042676235;8275155525242241971;2701251295;2;3741612802;ds1Hn9lf8mfPySfB;6793090448381340246;119;95802029;3507411758;509093810;2;-2604317829408820175;4639331504215373748;-3915245582431009903;14242207626943507175
298;137;12008;0;331;2FXIPTOL;0;0;1060;1707914959746885120;17308646071906425463;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914959746885120;17308646071906425463;17;1706095057947971690;15;15433159257408778609;433085588;159;Dz0tGYDm;2362067232;2;4586;592755922;1510948196489314941;17625597416208515148;1;1706095057947994754;18;6;2;10229467062146560352;1706095057948009081;6;6207803407903313292;bTEMsJ89WtgOz9kL;4721380438294291137;2663816310745741172;7775534539048241861;18058921514969665613;-594718742081811993;11399835331685560401;-6883327765015618280;6614231438201961042;482546481;2;2540567843;uwXAXnxM7yRLKPF5;2785494283791125226;196;3697131018;2236171759;433085588;3;4537238257280729109;6866728644258938332;7426408654167728172;16183442422693967413
298;137;12008;0;331;2FXIPTOL;0;0;1061;1707914959799287552;7063217770855076361;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914959799287552;7063217770855076361;10;1706095057954601383;10;11554548561597354439;120173096;23;Q4aX54ur;430571202;4;4071;729157598;4656678400207101611;5458557203315266977;0;1706095057954624720;39;6;3;3826065048467613538;1706095057954638716;5;5195947946719475698;3n4skWocklF2yyf0;1996764163901373194;-4594910245010505823;4265631588209274395;145847337302794763;4395989123077102532;12294930091439881499;-337689449712802788;12977282357729453166;9666389;1;1626339357;SR0La4Bh9Tea9Sbu;9195416190664481433;140;1463114195;2093989210;120173096;3;-614437491391972308;10212116296656141863;-3781107203268878002;11469424588141403276
298;137;12008;0;331;2FXIPTOL;0;0;1062;1707914959851839488;3044539617668230297;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914959851839488;3044539617668230297;2;1706095057961993848;1;8574302564821561524;306138594;113;9h7bMlrP;4154063675;4;3794;781534038;5469760338030070430;2314953483470904789;5;1706095057962017008;32;6;3;10014347157623674332;1706095057962031379;6;5271208123006729956;aXXnkQRv63Lx8kX1;14828856075441773263;-1700264150366526196;8901605104266737709;13963726563886437773;-937521719709648671;4697774693438354441;-6765827224595729506;9086733933906189460;266359829;1;2192581954;thI9rP7wkDu2fQ0y;1870537227615122878;73;2409395865;1006533101;306138594;1;-5350505453565130513;5519050574980309592;3360804316146946444;12662202705368505277
298;137;12008;0;331;2FXIPTOL;0;0;1063;1707914959878054656;7750428506099454716;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914959878054656;7750428506099454716;8;1706095057965959180;11;12852916299629192907;586880250;20;Tom6UWaw;1154051328;4;4433;214507979;2168460896016698559;16524974372097357795;2;1706095057965982745;41;7;1;5360420047227953790;1706095057965997062;0;7387058456497223282;6prFiFj17D3T7VbS;14957114721389963078;-4957665714925034029;15399396287293488521;11777159059570465676;2911327328829552803;12992681577987735889;-3720048225127335028;9737191341336853117;305108684;1;1645245437;ZN9ohqhDXs5Fx2Wv;3045348484270096341;189;145613663;3156100842;586880250;2;9192289910509372803;15323943975700838770;1093083939846169980;3882529397101300660
298;137;12008;0;331;2FXIPTOL;0;0;2227;1707914959981233920;1262360503060061826;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914959981233920;1262360503060061826;15;1706095057983169228;1;7338235664544279236;225974287;97;BLWMGFG4;2506782633;2;4276;295361794;8451066799371653336;2339950124127755556;4;1706095057983192642;104;4;2;2905730712262087539;1706095057983206948;5;11396044261555467811;AjnQNgcPwuiu02eZ;16081949558993530090;-8800494796007989846;8787244006805427196;5311772646483630703;-185899636267485969;18013073068557348464;908555506563543217;1287652208706558327;4241747405;1;3029880394;ZmBUol7tTH5AnrLs;-3152801554873889646;239;3659202961;1684527232;225974287;1;5865123281048907264;544265095449006779;1972637751707252170;4297648159856226232
298;137;12008;0;331;2FXIPTOL;0;0;2228;1707914959989788672;13684572377278704036;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;0;uj;GLPdGOYNx4zBgbDC1wtRx1klDjOwrSsQRUf21VfGqhYEczwWHbxAeP1YyJHfDsDGtZgJ7H;kPH;4294967294;0;4294967293;7;1707914959989788672;13684572377278704036;19;1706095057984545745;2;6127000196721493495;969692305;36;oqeh7628;3826661879;5;4610;176391180;7913530324914170566;1732025396171664762;0;1706095057984568860;33;4;4;7623997172126353750;1706095057984583130;1;392610490983074417;QKCyzm5DRNwKCX05;14781233102473684829;-5151872878473000085;11691057593961415936;14726411084006152984;8018414932303789185;8384815605343166531;6977507799089035590;17629204689171286445;501681496;1;2087539359;QJyvhgKERqfK5i6D;2069812094533199368;243;3391136131;2656829506;969692305;3;-2116025518699604987;6434199884899148491;-9063114969111889565;3372809425750065581
298;137;12008;0;331;2FXIPTOL;0;0;2229;1707914960052009728;13892052938016014927;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914960052009728;13892052938016014927;3;1706095057996093212;5;5409906233335258618;710897910;106;RIqKeqSm;797100271;4;1826;818585815;1334673797350002742;15981781388314130166;0;1706095057996116670;20;1;4;10979690589448617673;1706095057996131165;6;1103333746610054819;tHSxps85NBwhPHwF;11056278863404602223;-8394600313604760971;11076821035421143048;3390917176347455999;6427466345027282101;12219762209461637382;-2348336105936371647;3638309982752201790;3351272750;2;2055831901;SkPzsbRT6fscotpm;-6519260353074041381;59;1031017401;20837684;710897910;1;8707245965097975167;14068890092925285836;5800164895742604624;6481328241491211604
298;137;12008;0;331;2FXIPTOL;0;0;2497;1707914960138908672;8581385149677523556;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914960138908672;8581385149677523556;23;1706095058014305198;10;1880412496572769020;293632506;68;msJ3LjyG;4009689015;1;3403;459662798;14745942393992028250;7109399914507551521;1;1706095058014328603;103;6;4;7440149609366124379;1706095058014342769;2;15706556424496467961;IBlez5CPyRfpHxMm;3566133821171966484;-9217867448376548093;9077769395096925765;9006039183384255157;-6729316729434724899;1817193685343632751;-1857248614739859196;10033786667782407780;2018933482;2;1546769498;mz84azfYhVY0ezqe;864958762275528374;92;3096073612;2794149065;293632506;2;-4908909555947665287;6703586067080593768;-2703915913117556867;12798588791150820800
298;137;12008;0;331;2FXIPTOL;1;0;200;1707914959027449600;6384428161219321552;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914959027449600;6384428161219321552;15;1706095057924085157;17;5138727042641132344;993224417;244;zwZuQcay;3012768341;5;3472;379723517;18096406525277968790;10200576447037090516;4;1706095057924109010;9;7;1;12079296589482918461;1706095057924123717;0;16786707846269534503;gtqJyx0jLKqsGoMH;14825190773763856054;-7570256379696460407;7812457017890394953;821464282996262356;432289732741616623;6170815800737175800;7976651286301575483;4894049019626535751;1558011704;2;1576775473;hZjypYhFRKa5KgrK;8200901074041171737;172;3129226249;515229642;993224417;2;725526579559960127;255460639367913180;3384897072091232931;4867644230022255191
298;137;12008;0;331;2FXIPTOL;1;0;201;1707914959038800896;6175467683092101095;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914959038800896;6175467683092101095;21;1706095057924621408;6;9027897143443760238;946518645;107;iwS3dEjK;4187920309;4;1947;256917414;4215814349484146893;6249741866697263146;0;1706095057924645063;18;5;3;5263421201342458611;1706095057924659671;6;10513724384939991528;9TVN1XKpxVtjnjBX;8381547043203729280;7816860909791385842;18028807726638227235;3073659459090607910;5880127115527194032;11665810202189801318;-8232844775636466074;5001965544325999062;3423695124;2;132668214;d91lAR9Qnpg4FMmP;8374983719988060746;156;2022582557;2087214732;946518645;3;8158888042218434853;3001145126716805456;136768787525940768;11658154938724947100
298;137;12008;0;331;2FXIPTOL;1;0;202;1707914959076376064;321090337800807416;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914959076376064;321090337800807416;10;1706095057926659475;10;11806510011971181625;168342053;202;fwtQgW6f;1201547679;2;641;783472693;2911796594618234122;10195355177115157819;6;1706095057926682984;44;4;3;6843397056489403545;1706095057926701042;2;4001410865038596126;93Rr0RNASN2grFIv;4943807439730889800;8099219542159452632;3582429796955229513;15174172806444112329;9202757615537781185;17504675442370139039;-2466383740467616530;17804438151643375275;524363443;2;990043660;FkY8h5h1a1Stynrc;1506097318380337695;141;2959234423;4208354084;168342053;2;-2227775417529656414;98325553516257807;6839907149482292230;2794957820830671009
298;137;12008;0;331;2FXIPTOL;1;0;203;1707914959087603968;2990933373774197273;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;1707914959087603968;2990933373774197273;18;1706095057927345513;10;5794506981060489291;267525860;33;eiFrcjyN;2840934215;5;4922;471682017;11375187387078502462;1201007987145177268;4;1706095057927368661;36;1;1;17039763588412341082;1706095057927383627;0;2113571885760702702;IbjzbxksDYIKimUS;15761208781532007775;8334987356166410155;16973188904678513090;1090593331108517835;-2968241661805873267;11399683525413703907;8003882388260201265;2717397507553675560;493831956;2;2779512176;Qn2zfDHDF7aCf4za;-8566717613177567902;102;2273281217;2598619911;267525860;3;151944609238083039;1407708591131894707;-8061471222209510336;14959582454467945072
298;137;12008;0;331;2FXIPTOL;1;0;204;1707914959091372544;17476632635564599775;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914959091372544;17476632635564599775;23;1706095057927578901;4;12803029481966067978;897061568;110;Ker446oY;649069106;1;4850;187864360;17350408925408551931;12110670274315684835;6;1706095057927602559;31;7;4;8761422929817800573;1706095057927617623;4;9381266406511953201;FUewwQNIxGpF7TFZ;2275062436954251118;5686924457215373048;2645219178021428598;10678556257095398571;-1336799842567076257;6571523669280367154;-585497039615000865;16352022092665996243;1644156238;2;518248025;kYbYgtK0PMgP9rFq;-2661184177214530170;74;3531254198;1241618431;897061568;1;5806265485546939591;18001660344687670793;-281119944757731366;16186743724337237577
298;137;12008;0;331;2FXIPTOL;1;0;205;1707914959110450944;15095237595996914122;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;1707914959110450944;15095237595996914122;5;1706095057928825113;7;5986418929001893886;129588308;151;boBWNrHt;1473575810;3;4421;793251525;13446336999569681572;12373922535104277796;5;1706095057928848287;24;4;2;13186647929720041305;1706095057928862876;6;15602235876436879923;ZWagjLi9R2IrWU9d;12586574584766432198;4795339801097078007;12499749751051297176;3747253702484685775;5584349262269955687;13228628746124408236;5451846560005278047;3730471527058489505;3840691568;1;2130810392;kA3YO6LuSyWpWEWa;-5774554307492756226;198;2282049316;3331647984;129588308;1;3283593413411121682;4942344358652054195;-4616764070069425131;4408380096527137238
298;137;12008;0;331;2FXIPTOL;1;0;206;1707914959417503488;10094685580619852854;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914959417503488;10094685580619852854;19;1706095057935005851;99;7784708917060677951;372840;166;3YL49WxR;3415850436;1;2226;158726156;18225103908314851254;4982565434317088045;7;1706095057935029090;3;3;4;1749230961449702454;1706095057935043402;1;11424303688385339517;M13u0cU92SVymxXt;518586096276507511;-8038695172808189922;14200994935830803779;1751531280105377055;5772806067225480332;13843730093325776752;3253857953751311642;9588075288837345852;3397386456;1;3975881835;WwcrzNblblgzAXwk;-7617722843104026782;116;800356046;2358980871;372840;1;-7671152418361325539;9199935550621860140;8385137716836603661;7937034115941950981
298;137;12008;0;331;2FXIPTOL;1;0;207;1707914959421246976;7282298532327500766;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914959421246976;7282298532327500766;21;1706095057935339461;7;15643139753671802058;345150432;105;kOml5X7I;166328154;4;2241;167701456;5308914119636755686;17757471931702292791;7;1706095057935362727;101;1;1;10628969148225970509;1706095057935377441;5;17410205504344973265;sfO8xZcAEtkStom3;328247118950635874;-5729882680660836230;4416771389877200584;15811928344753301308;-2202034944036275838;4003172299428942306;2525713565576123131;8067753691642404642;790945624;1;1099995085;9VtmHcpnEZcp1EKG;666499311200115907;245;291016769;2532084297;345150432;3;-7818242741428588134;16581062924803384955;-4911573610894111942;13847990581959412556
298;137;12008;0;331;2FXIPTOL;1;0;208;1707914959432565760;8644916840978792824;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;1707914959432565760;8644916840978792824;1;1706095057936379271;1;17131542847522390492;681310362;228;WhMvUs9j;225614953;4;2676;409018043;885929874124721573;1527540500280985367;4;1706095057936402466;43;6;2;14764695863053542739;1706095057936416820;3;18346519181992212485;gdFcI89mgVMoSpoU;12306435853394140002;4180585812534306737;16949940207352659263;8079427744229455315;4191209896624158540;3285285713719372860;-3002692973959549484;3169334842546940203;3376054570;1;1578438370;P6tlo5f9TjMfqqjz;-6924908961641262305;19;940042124;6877445;681310362;1;-7290397149837295684;174091442349778487;-6027798186126471368;9318524348347556636
298;137;12008;0;331;2FXIPTOL;1;0;209;1707914959750614528;4039627334066700609;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914959750614528;4039627334066700609;23;1706095057948427908;14;10305217113512427413;576024396;104;BBf1okA4;1152064796;5;4109;111129401;15315977425707480982;15994143020950650857;5;1706095057948450745;38;5;2;9832415302792749326;1706095057948465015;3;8486044592357459129;fsBm3cCiSeerAxfS;13574378185823140426;-6007519731127801253;17668520573714373496;15813457208259060720;2499992904182343746;12086992645899808056;-1657801704953648459;3706773303534895641;259797225;1;2663517009;RxWS0tpmkzQbKnq0;7845743656968532827;14;2642708738;2628057144;576024396;2;3830001987216481068;17398907576374933013;2290519421516777971;7957598447328254553
298;137;12008;0;331;2FXIPTOL;1;0;210;1707914959773146880;5435060647341854720;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;13591859895925755072;zZ;f6ImqzSFwElMMmRxOOdWXKFFSYqJwagAhSTFhF4rkwsiyf67hYZdddLOOwb3DLsycHNDwb;9UD;2141840673;1;965100886;7;1707914959773146880;5435060647341854720;4;1706095057951205531;15;10465750972249415321;231362315;45;0H10lCol;3227541247;2;1869;23048213;4151773820195617810;3869131632829739628;5;1706095057951228491;30;1;4;2700883150132738146;1706095057951242740;4;13343551833467713749;7VBNa3AhqiSGPZLe;3030333709348658551;3221280880511294154;18341176302049836573;10943465009921560282;-1952507224329134858;12860256132190226988;-8121889509077803723;7341865173764548198;1209905043;1;1503859896;WGSxt90HLi0nTaRZ;6978168729900752592;172;2248749936;1108832623;231362315;3;-6561236960586402971;3447380267974419107;1175959654516080177;5828822871184823446
298;137;12008;0;331;2FXIPTOL;1;0;211;1707914959814312704;15096349176734945755;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914959814312704;15096349176734945755;19;1706095057956621346;14;3463578739138371863;515238894;186;bXyrXC8v;890032547;2;1483;409013534;495204016447042264;2135757555722415937;1;1706095057956644493;102;2;2;16250431019351077583;1706095057956658878;0;12984512120676641172;mNJoMQD2VRH8Th7z;4076244378535600213;9153656140412658350;11800769671261727808;1300325361932353882;-9139388921825091353;3699795361073073442;6758627060154888078;17647572411099859309;3049153178;2;3454908964;XxxwaMVNH6cMuqzQ;5920622912654960473;129;800243535;4174009119;515238894;2;-2721235727796779925;13515593427821352714;7623052897183082896;1335329164713601823
298;137;12008;0;331;2FXIPTOL;1;0;212;1707914959821821440;12364030651223638594;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914959821821440;12364030651223638594;3;1706095057957680811;17;13006985407655381044;782873053;47;NVTy9usz;500071464;3;2064;246139956;6394933322321390204;12012686331367290484;0;1706095057957707439;30;4;2;9379449917917549748;1706095057957721633;6;9528769208669828422;h9RBs1NE2tCAbrL6;2452267158463039430;-7034059321720286039;17454705960496424350;14999307785291073276;-3781722443815713229;17588533964626737330;-3602872175449134780;4738593003842874057;902582618;2;4273989231;D3DEImU8FEinMTkD;8553257625609032459;190;2713439512;1100357980;782873053;3;-6072705559970281019;14645526603358671714;-2815680257593098859;4789344566719370534
298;137;12008;0;331;2FXIPTOL;1;0;213;1707914959833129472;5222787498482827755;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;11871043582309635757;bK;zWIRpiGwyQnoiWiYLZUbYqgmNpu9KQRkXbitvFOIP16LfGeBnvxLxJSkh0hD88LU93YBRX;n53;4133966827;0;2968765200;7;1707914959833129472;5222787498482827755;15;1706095057959250540;1;18356973309200636398;952282621;2;OoEQd48L;2024969251;5;3853;116078555;11142158233244329584;9206354396776346302;1;1706095057959274201;101;6;3;11683292525296041573;1706095057959288589;0;8737745832462706676;th6mPaT8M9lcXPqJ;8312525655705553653;-8860781823238115274;9759138651429652321;6639569247266388348;7986345398614876782;4378231873093343777;-2048888160391650600;15105777585253746629;890568752;2;846637395;6ozX2VTwy5Mj50yM;-4852366696844306280;35;3834062194;2518128538;952282621;2;474680153470371403;4836533227600885049;-7645940041931390694;18359608918289920897
298;137;12008;0;331;2FXIPTOL;1;0;214;1707914959840624384;6698240382721136546;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;0;uj;GLPdGOYNx4zBgbDC1wtRx1klDjOwrSsQRUf21VfGqhYEczwWHbxAeP1YyJHfDsDGtZgJ7H;kPH;4294967294;0;4294967293;7;1707914959840624384;6698240382721136546;11;1706095057960330727;8;9972960551772644492;969692305;52;OEoMhptN;562292022;4;1789;834949258;6315293348635402355;2818884106157387467;7;1706095057960354225;20;3;2;17032636950722078262;1706095057960368739;5;13200322772359890459;wFW3knQVh3hQWZCe;7291478007939796094;359364754668215829;1021833171148154572;3177165182765788840;7580956406458579640;15934608888624785895;-7035274988740812494;241434076305281225;3155887186;1;3100817089;6MfAoMvOgveNWDwV;8340491155440940056;73;266723143;962003036;969692305;3;7551704927601762710;419521401180921046;6426540002853364088;18041131047003237670
