msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eMM;symbolIndex;iSIN;operatingMIC;marketPlace;tradingCurrency;indexLabel;longMnemonic;fullInstrumentName;instrumentShortName2;ratioMultiplierDecimals;priceDecimals;numberOfConstituents;indexCalculationFormula;indexCalculationFrequency;indexBroadcastMode;indexBroadcastFrequency;indexRoutingIndicator;indexMessageBroadcastIndicator;indexLevelBroadcastStartTime;indexLevelBroadcastEndTime;eSGProductClassification;mDGSetOfChannelsID;mDGSetOfChannelsName
367;357;12241;0;331;GISXPIDX;0;0;49;1707915002041081600;3760187387786934205;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707915002041081600;3760187387786934205;5;812571727;ygwyk2RnHGvv;VbgE;47B;iF1;PULyCWREK7zTiLLkoG;cpA7eG;JTqwsm1JNCd3GAhgRqYzBR7nYW0c9aXBrrR0eUX1rM5Fw2lQ04cAQd7cie1MYvEghznUS2tBjEonoMcQAT11J0mfTtto9hGwN7fmAy;klPqnJhUjFU2tgOdDs59NPWwEuglA6ld2V3YOesdClsVbFZERcZnIwKVt8ZCDnnjwq;7;7;19755;4;62157;1;5153;1;0;1159818866;2526912498;8;3;KRjvouN0RcXzCapdZKLrfXTjCwpYtTZy5rP410iu2gn4qfUYCPNYFV74FSa02cIx3fZeB4rZzwNTtUsSB5Iq7TsbfWdUbdGshMgK
367;357;12241;0;331;GISXPIDX;0;0;50;1707915002041893888;1621035873614123824;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;2277666122434755719;go;tgHguhWjlI3ctcpoGBi9vCdfz9si5nOb2YHEKUBXC68diYarQac6jHoKe6NAMNrAbQ4hk3;vHh;209292385;1;506800696;7;1707915002041893888;1621035873614123824;9;671031343;HCRSrNxjrzS5;jDgB;8jT;rnF;aSKKBZtD1b2z3bGEev;2GW37g;OEbWqSniogJ2r34JtWMkfPYY6OXAxanqB52SBBADQMvPiucQRaJf4TKcRZD2CsoaEZJgtFHgDra4xmFEmm1IbgfmTPL3b46pMQ2Vsx;PHl7sPaS6ulYD1zSGEeulr1z4fzAHDfmmhfP6S3MdcMdMHiteY5bzhRXLUd0Ow7La6;7;7;22910;12;1202;0;65412;0;1;2983721341;2141424070;4;24;BGbeeUg1cIOM2Kon2dzIyK4A4rr8OMJwKmUEr6VX9IVj2n3yGAxrRjTmA3ifJglTBQhIU2kpUGyjR4eVSAKETMAMjzWRp3Y3P01y
367;357;12241;0;331;GISXPIDX;0;0;51;1707915002042704896;13372477721058123149;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707915002042704896;13372477721058123149;7;653494834;xzXvxhMZbFwY;99V2;Ogn;QoM;sacLtAJwN2T84FS1nl;4uu7iC;0Nesx0bRVwd862Ro4rIYslLcihBqxuoFl83Pv5h8LQGIYeZT4ZZTrxgWKjA8l2CzPpearPR4aSTmqA046IlHj25xu6VqyLhGgHUMOZ;C76EjEbA4NbWlSIxEAnyjqSl6KjkAsxdSQXVpWDQbc9xEr1P2HsUCzeE0u3Cys5GeX;7;7;56352;0;40653;0;1673;1;0;3995647369;112688992;10;8;2aHlw2Ha0VrlaNcMHYY0KgqbOhIcdYuPCBwmw5xHyCpMN6MHBRVAyfPFiFzbVpyHxDkADYhPY5WbcGrnPQEntAZCRNx6xMloQD3a
367;357;12241;0;331;GISXPIDX;0;0;52;1707915002043522304;4480329037158038519;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707915002043522304;4480329037158038519;99;584621813;V8yHgvwmZlrX;j8pN;fln;Pz3;kdPmEJO4ow2ayBfjqF;0cO9wi;XojaZSHTthISi0ovXzrYp7uplB6yPGs30D8a0AvNXBHy1Y5ViYApic0fdgrJ11FPflLTUFCN8AHIXOdIB0yBxr3UxhaTt2AeD2AEGU;jUG9RdpjiBzGA2Pigq2BrzT4dm0aS8HqVWPqGylnVGjYYDSYXZm1RLINavokjSDheG;7;7;17262;2;9623;0;53660;1;3;1492754828;4285269743;5;8;4zDAr9R5SvfNpagzzpSjzsCc4B1xl6A4N29s7GGHGqMl2R0JxC0sHIZBrtIvawfdgtbbdvfHFchtlxHpUiK5zdpWjoy1h4ivMkGq
367;357;12241;0;331;GISXPIDX;0;0;53;1707915002044336896;10626617115372061469;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707915002044336896;10626617115372061469;9;164996825;hBmkYBG0fUDr;GhGO;xaz;OV7;gCLwfDoG0RhBJrCEv9;LDErnH;JJbNg25DgJV6bLuRRQdspaG88OGl9WtaAAfpqVc9DOcgraROT4OLszTMfgUjZ2UA2VEDglaknb8Tv3UsN0D9uqZjPhgjtzyr7ObpeU;UsbbYQqt4sl1LsfaRqkXUS83KMQw8zr2A9Kc4l1SnLqOrlMuHNyjV28rCTkNcjVFPC;7;7;5519;5;35203;2;36210;1;1;2440274618;3567314291;5;17;zAL33ZwFQSrH0PHTlXjCS1B5yCMuAkuqoZgcLWnkVoyjtwR9UgtGH1hhFMTyjioKOVY9GfdAO4wQBPulfgYPwyrxUa6v9ZZFita7
367;357;12241;0;331;GISXPIDX;0;0;54;1707915002045155328;16102618314243032166;K2CDWGISXPIDX;EXGM;DSS_CDW_test;7;7;7;12369365502866502262;yp;Bif62lLmaxmwv5WSDVLqX1246SlTdVDRbRl4rFJi0pEe6wLFagE8My6OsbFa5j5vjUAqie;jEL;4083509881;0;2262818496;7;1707915002045155328;16102618314243032166;11;365314678;j9PaW8tXWmIM;8oOV;3oO;6l5;Xdq6n9TxwL7NwZOPYI;H5Y1Rk;BchkpjrPhhGrLAJQiFxj8Dgn6cnoltMIBFjQgsqA14hrBOUVpCjw5sx4EJbX5axDxVoyB2xg6GFVzAlLaJZrMlEMXENoGjq2On1OFh;Uto0roZ6jcjKRjEG4iODOZkBZOUhPNfdqi9ab174zLdW6k6T6TtoWrOXF8ZdICfmoQ;7;7;40026;8;34767;0;61840;0;2;403191979;3221821380;11;37;syodB7krNkXIKix1EvI1aBli9laECvcFosW5vk7llXjIZ5ih7ND1MOWbPKW69a9GAMIVu6DKRyiqXdOcpfUS2DWHj2Ixk2vqkKYX
367;357;12241;0;331;GISXPIDX;0;0;55;1707915002045967616;13139951146386824781;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707915002045967616;13139951146386824781;8;105108297;2m91jDp1Go0X;l8xG;LZx;vXy;tXZN9CzLfF8ld0G7QH;yz2d4Z;p73w89EQsreX3lKGS4wjtYGYyjSBQM0AvAoLu4vExrAz5wbuI8Zp17jhKh2ryoKPJSU6gX5vX53DFS3wJBJSmvMnHXnW56Tnx8J4uT;NBEGZIq8bMY28mZKL78rnIljbX7dYZ9pyjjaPHD2xCaL867n37PiEF9ZwP7RlTnKop;7;7;26998;4;27672;3;26549;1;2;4168269122;3631699616;12;37;hMcB27zfvkzVtJDKIs1qsPysxSlTEHiWvveAcwVMliYRFNQKVl3WPTjC0hBBn1jvlUH4nqGjJq2b5x1YSYQwuqqoN9eIm6GWoW47
367;357;12241;0;331;GISXPIDX;0;0;56;1707915002046781696;13570043479669153603;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707915002046781696;13570043479669153603;1;889615201;jQivpSfeEpZP;PaMk;khA;7UD;O4hpkzqGYLSkOU34Mu;gP0Xjq;123v67JreXTXnhIXZAyJzpMnnX4DcCBSE1iyc7ezX3DZvp9R4149lgrg5oDvdAeam50dHnvHn44uLmM7j0cXanCMO7zKHZvmDybBjb;UZqwPPnPrfC0LniYL78hB4jj9NlWgwfIDDCFxaobYNTo44hcYoLdJoVjazuQ425MN6;7;7;28357;12;60046;3;22265;0;3;3054912663;821980965;10;20;8dIt16i5oGwubOqrEODWEuEyPpfbQRLw2B1doeBXdZvYa0L8E8rqIvTighwH6zA7m5huHmlazrkJXS3OedOhefpxLdC2shapnkCW
367;357;12241;0;331;GISXPIDX;0;0;57;1707915002047587840;11381550622932742682;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;5561708281641363767;C0;4lDnubiWbciUwbr6pY2OAs7luwFTqm5Er8M1icBDDygvuOlEQXYnjwZbZfG1jwLxdalTBO;szr;2271801785;1;3610844124;7;1707915002047587840;11381550622932742682;17;521966104;43Bfm0aaNcVT;rReu;cjh;sby;stWLHfH60Gvumj43l9;9QfIgb;z435O318k4OEwqYeBxNito1O2fjtJWA0Por32B7fYOQ5jzE6jqW05QiJ4AIH4GsuRDnemFLPI6mQE15CpAlCcalhFm7IyxbokLfbYf;rq6gK4zWvNzgdt83ht61qyvMdDKxHgLrCriPwmtstcyZ75vC67bkNWDjdVNvKPOt0s;7;7;26693;2;43846;0;12924;0;1;2006804257;2451613328;5;101;ilej5LWtXsg9lrQtCMqbwpGrFyw71qgJyCP97K1pLKZipcRaKgs31ZSk328U7mMQirG6rf4E3ZzEbZiV3DBGKtcGyaCIGo7Oh35I
367;357;12241;0;331;GISXPIDX;0;0;58;1707915002048402176;18232302299118716631;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;1707915002048402176;18232302299118716631;10;407985055;fCOoH897elmH;ioFZ;usy;0w4;dEBOaY4EJqaOoumDYI;pWzpAP;ZkUSJIC322FPeAJVsxTHZPICroBqqmlT2riyG5cHGUkLUpYHFT9lj16w80h355zkBNrKqqUCkMO9xM2MMSg8qaC2yAtf5SmB3jlpH8;OKQPpVyu590IBOFDjnxuiS2Cc20T1dFcP3u8W5WwWHOJinPTHZdKFRbbLZBOWedI2d;7;7;63083;8;37232;0;13073;1;2;1132844602;3707129638;12;30;IswaX5L001IeG6TwOKpksPeaxvO5DeXkH2W0UdmKndMPzIx92iR4aGVIzZlzXICfDeJM5WlTDWltAShIallNhd3ep9cTWDyOmwDb
367;357;12241;0;331;GISXPIDX;0;0;59;1707915002049214720;18362214957407194242;K2CDWGISXPIDX;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707915002049214720;18362214957407194242;11;906768783;6g6lIEOpmceU;82hH;twj;sh2;1CWse6fSAmtDxmdcrc;A20KZU;NGPqcArmqWe9b6X29Z3dFl7vqa15aRb34P0wdvWkTwUGp3SAyZse2nnt1iqbpupsr3UYFIq3asKcaHO7slyDtnojblOsHnWe1HsZLV;wwtIiHKwyO6YcsCHq2WB91u939EN0Wzn0MFAwZeZbXgogB0y2Ge9X1V1gG7UaEhCFw;7;7;3365;10;16946;0;65009;0;0;3256694963;3165068915;8;33;cdjOKjJS2tAWiq1wRd48sDL9dFNiI5glIcYe7KOWtzPv06kIUmE9EwUuNSkt8zMeAzU18SZJeZkMVRUpH4Gnr8xEzlrYo4kQLnr0
367;357;12241;0;331;GISXPIDX;0;0;60;1707915002050025984;14338538863218369566;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707915002050025984;14338538863218369566;10;682402479;xzok1qcdf6lR;ME5K;dfn;qjX;sK03KxBJH6irmpFi2S;HN5awW;tTHPf3DIE0RcXPswQpg0r0ExqDvf26nG4YBzCE17Y8rid6E6cWV7KLnlUtqgJjnZrIZbkXaF9EBwmnwnCrjeQ4BgBGBdfqJOayMscm;nWSZVXJs1VnEn0IwkCG4jM9k3MwsC0E8W4SsyUqTf7lRUI8qEtRZegptbmzaAYCydV;7;7;10515;4;37671;3;26889;1;1;400958987;81109273;8;25;xtB7nABrR8DCX4y0uSX8GhWbofvvRuepnagxdeddya9hgIL93IxZeEu2LZiDhAurvx7vevpS7xtWDgW7rJzReM5w2ixXXLTPD5Ig
367;357;12241;0;331;GISXPIDX;0;0;61;1707915002050837248;14778172333972792605;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;1707915002050837248;14778172333972792605;99;650176422;Ag2rNnqvJOZ4;yjR0;5dD;wkf;PscpcbKfQ7QZAQJShR;h6a6rE;WHWWFNhAZFwG8Wyo42hsYI4w6Rb4dh93jw62edIbTR9CVhE8vs3fMcwMJk9ZzxaSO7grf0WDPbm0swTmECUVYA4TlX946rpvr5qe8x;EzFyFaJl9J3fpLwQs2FwnogLCgSHvggu2DRihT1pZdDWmqExZUHJ64lgexBzWGKM6S;7;7;37390;2;23450;1;17730;1;2;836319630;2603029237;6;5;BBTlmhMFrQPZGT09vY2oiN3pZdrnzcKtzPYSPRKiRvMBH1UsSKKmDW19g88RngSsv4y5aGMz0lHyfMZD9CEGXmYoNE1928BNQtp3
367;357;12241;0;331;GISXPIDX;0;0;62;1707915002051645696;3911910742708205367;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707915002051645696;3911910742708205367;2;407371549;6e8gLeGvayT3;Pr7Z;PKk;Imj;FzQXmK6LJ8nWJYyjcE;9yZlXu;X1bN8lY15fSg80Sh1tRMDDsMzTTkWtkc2MZLOiMdcjCkVWtTItV3CF00LC6MZE9FitipaU6pdCXyWUMBTkxqZy1XCQS2xGacKmHr2l;b0LOeQuIm0eYLGOiiS1Wpm0nm9Y3lD38ROS154ZmGrVpvfdnvG2p2GZjBBAz3hBXbD;7;7;32087;2;24342;0;55466;1;2;3864065255;1961796675;10;36;e62ElgL2Yn9NcN48cYv1MZ9srTuQq73JrmrEhPkhlQ1mm9ZnExG2EWmwHejRhGsutdAmRy5sqkavbZ0rA1fA90HWCwzkjExNi0VR
367;357;12241;0;331;GISXPIDX;0;0;63;1707915002052453120;10336708306865478668;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707915002052453120;10336708306865478668;7;56973008;dM3rLr1YyeID;t3Fe;FRo;3ia;qbwdadXoNPV5pQe5yq;Pat1TB;kCQAGAy6NHSFrD5rKQPFlolpZF1hVtOi5KbQuTQtgYgIIvheE8vEeuq0jEX2MRtVeEVPxLeyEOMI5IcSQsN8SLWS9Ebtjm59FDsQAr;orc1KfNGNc74YpxifjKJbrdr04SXWeRE4KeNb7az2bBQ0ZZ25HEss0Nks70vWqezJf;7;7;18673;10;10035;3;5073;0;0;1506313111;2384757822;9;16;GuqakNMz9BMXJGF8oVueNRxHa6ewKLcfkF1hbXR7CIapLIwAjElFDNPJBFLjgNBxLU0Mp6SJfV4D8XPUrK8sGkIaOVBSB3eVKawJ
367;357;12241;0;331;GISXPIDX;0;0;64;1707915002053268736;13355790187411022658;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707915002053268736;13355790187411022658;10;773384389;e8TuLYjsaAYy;c0Ll;AJ5;oWc;qD6YS4vtRQCrJUEgX7;D7j7pV;L53ZSJr8IWv0HbYVGfSwkr1sX820lWJTXVKzhpvT2GW5tL1rAcu9fuf71DopSoRjSf81H5lnbKQMq1xQzPbBvVzpX1ymeX1eJskIAA;zh3v5XyhLlzmMv3pHopoPDMD9tfyvTziglzPUjDmDajzp4gKHsGSNR6zLH4oWW3c1D;7;7;45613;4;48385;2;55544;1;2;3516040707;587571860;12;11;IavtSSfbPWZ40r2ghuCcUfEVuv5LaXtkjLIHQWZ8IJ00wPVg21t3pFwsDlitiIfa4LfZjx6odZdoeQpGNdpKyGyhiNylKz8P6pNb
367;357;12241;0;331;GISXPIDX;0;0;65;1707915002054083840;1139308176172359572;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707915002054083840;1139308176172359572;99;876746933;AC1zWnHMWeAd;nMBF;rn3;INd;8pr8Pd8epjYkFzCKZ8;XBMjSt;4u1cMzMld0KvQcCTVHbhGYg9TeWQlt802yxrkHLsgHYhC0g0sjUvkYdwzwjE8k3aXJd50d4kuCoCYTaSLrcTx2B88O41tZ2lr7fb1o;fEnm2ui7aOo5Mpr3AJMi5T3iihjjtPfmjcyg0GiJSP7AYMDlCzTD99lh5O9wscyexZ;7;7;6790;6;32988;3;36578;1;0;2598623563;590159971;11;8;nJ6YDkF54kJ8tW75t6IOVK7ztzh8ABL2AZ4HOWcshPyeiExPC4RhZUdsGvCmbfzWroFfvbEyN0twWlsUXc6XucQIUikGrWSDL9I5
367;357;12241;0;331;GISXPIDX;0;0;66;1707915002054895616;12646688461248218173;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707915002054895616;12646688461248218173;8;840387731;0SAxb8iHsKJV;GD7K;CFx;tri;xcDVpkBHXCvNmiIb2x;jM6mGR;JJr2HKylehWoOSf7CTGTF1HENdftTCJfqLZLBHWx0y1q4ivDXl957qiOgXCFXehuscYQ1Rp3pbiMuFobyS4KnlwvaTH9bxCragXg0K;h3kGrVqq0jRO0gkcBh5Js7F9q6dJUYtnF43umpsbcKsjoGsssvZqahjMOl4St67DNe;7;7;58048;6;36664;3;29;1;1;165054379;2767780286;0;42;qNFPxNnJTAIQXgldeqXGkEd3UeY4JecNhP3hzBroJLsuhMhhYz0I8TtmRUP4m15qMLfJvZbEurWewIpODCeXhPpqi1KT4bzFZlyP
367;357;12241;0;331;GISXPIDX;0;0;67;1707915002055712512;10863640057282027796;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707915002055712512;10863640057282027796;15;876746933;X9PDBI4lf02Z;bwPo;pLB;M0Z;6kE5Gd5FgzEH5IEmZs;ZZqNxI;7v1vp5eJYuWsUU7Fabx6nLKKAnkux9muPWIOSUilLKK9NgCGA0kwghFDm3RhpgXNGqxoSi6RaG35WZlY414lP9kxbCetHwANLYrjQC;KnkB6HxrRL3brWTPW8Jg93T04506GGOg0v7qOmlB8JR9Q04UsCVipW2yKIH4Alvz9M;7;7;4633;3;27059;1;25333;0;0;3541845623;3605978311;0;31;OgrMddfPJEAHsQ8yWkZihZuOtRxwrBrplz3CjjABen61BETUy6tLxb2gKDRBgUWAzvMf9cB0c61AlbgKaYInklTDLQ1Hgs1HdhaO
367;357;12241;0;331;GISXPIDX;0;0;68;1707915002056527104;2605681751710368529;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707915002056527104;2605681751710368529;17;468243658;NXhqQlcf8t50;pTUZ;XSK;bDA;fMRc7Vd2CyuVI8AxSY;4NdMkT;uvwLKjlNfTW8gh1WVMLLXF8gHBTHM7malxcG6CSFKYscNQEHVbzCyiaEC4BsRQPT6HODvYgPt34SejGuPg0kih69EkOP56OquT0lRQ;1hKS73T6CwZW8ctSTiFY8HlJ688BEETsa8wHgC7C9pGACdHFCJ2GDd7gpTKK1i4HP6;7;7;21338;3;63035;3;56490;0;2;980357620;1053642911;8;23;TDo5JJVRSfaag7pCOb39HP0U2sdVLNwzivRFNORsBw6uxwdWKZTwZ40cvvjOQhhKgsxUFTc1aZ6wTy8uJmmEj0NKjshKMS3Uzzuu
367;357;12241;0;331;GISXPIDX;0;0;69;1707915002057339648;13716510352182506222;K2CDWGISXPIDX;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707915002057339648;13716510352182506222;10;845948744;oeKXV8ndAXFC;74vO;4hB;qXA;2r1H9dXuCDcJLLufKl;YDfRPj;9rG685PyMbOhUKJIf0sWpxx8ZoQTtcRImTcVaDamOMfx2HyxZFLdRrNBJnh2dECjc1oF67kEDanyPvXB9bg4MDJ6TeLmUpO62jG4i0;B8Mhwxk9wGnW0hF5uiP3Q0MmoSdDGjjGii6eL0H84ot6cUk3y5WFXPTvv4uJffzj21;7;7;49856;12;59652;0;64491;1;3;2409201858;3549368738;5;33;UX7RBToJVmWOp5eLHJMSsSdhepiAfIP772bg9J2DDiXCbxYJbbcsv4UPG22fRIAnkFKERLqjNHZD5R60U5GhvVmzIl2qHNoUeYIF
367;357;12241;0;331;GISXPIDX;0;0;70;1707915002058148096;55404418117434145;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;1707915002058148096;55404418117434145;7;641399268;Bs6hR5zT46lH;MZ4o;ezZ;gWH;SRbN6gtBk3fzmYG90i;EUFx1z;5Ys5PJLp9Xq5NQgsswbK2SztOtSfr7X89CZ2ThNb0wTdGCYRHugn6chyExH0Q27bEuK6x9rVfUr53IKF0XYZE14Fs7YIFKQcIIrZNV;Y8Me2Jr0mFVoKI28kdl89VebYdpwZBHWYidEjZoLSnzmLHnKc8sxZdUIX0IA2PWcfo;7;7;61867;11;28201;0;26730;0;1;2693410250;1569103688;3;7;0OTKnik8R260NVjlar1ygIuKHArCDcwYUEaLY9AMb84I9gQ5sRwhYCn0TeKbrcBXMMzehI7y4kvcNgfLasGkqCTHucxENwJBdpvB
367;357;12241;0;331;GISXPIDX;0;0;71;1707915002058960896;13652540944894881873;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707915002058960896;13652540944894881873;99;198522762;qxw5CFQo6cFj;uxoO;boY;hkK;NbIGJVUUZZTrMlgdd3;NqqvfG;6iUUYuFJY0iSOLsNbiqJFMPE9ZViITZcrYAcm4RQYk25cdhpKcivTSeWrKP5OtBGNalSCKkTML3y7XyrMJrLM15SeIX8F65Zh2HmNz;jmfR2IwCRt1CzzXioEu7aLbc6Th9wirgXLHHqjiwkyxle0zKxU7mFqLrIFJEKgWCEK;7;7;18572;7;41614;2;6794;1;3;3646333069;2538164471;11;26;1aiD43xghXeIZhYGtROjErCdKSGNsVnHLusLvgoqakR5s49GZq51i3wSCEAedmpk6s3SoNNmJa4QE3SQ1HZt95N3JYvKMqImNaML
367;357;12241;0;331;GISXPIDX;0;0;72;1707915002059771136;13533331238660055078;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707915002059771136;13533331238660055078;5;315494969;2i836pQl2GKg;Iln6;VJf;sg1;JSRvNdpVmABA9A78JL;ZUrTD8;ap1Vv2UeeIs2cSOelpKdKlZwZpVys8ESBbWy0g7yYGW6rGIoQMBrnHzAjDPFIPcwrCLD4tIQkzq8wSz1JbsGhyeXrkGzjwwDUSNH74;Ox7wGbLhcOdh9gIwedzbUW0iXAE6OQzPVGUcQTB9uGNkgwu0HccAWjij14lazVhh6K;7;7;63471;12;27213;0;9628;1;1;4033014588;963932716;11;33;lrTlHE91YTCEL0leJfp6dxKH04LQaY0kF9FxSNaKYStjAqeuJ2CAkSGW7w83kQ8j4PMivpQJzqastAehQ2wP08RQIgKVhZT1RkSK
367;357;12241;0;331;GISXPIDX;0;0;73;1707915002060576768;9062659706972628272;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;9051513195601219563;e5;LzSLvJ9gP6zeCQbrIa5bBc7QOHBcm231F3XxtNU20pW6X7T0OLZquhccxX7ItdJQpuyHJD;py7;4243157527;1;1263944569;7;1707915002060576768;9062659706972628272;8;548619297;oP4j8STVBLd5;UM1O;6dt;DXl;houxAq7r5RabirvZpt;Hz0KPj;30r7mR3sSQ0QPELFro7PEsuB8UHcS8JCn4HZuddVQrQw2qucuUJp7bJIPDx9En4vAmJiVPMzWpOdwTucBrbWqfxOXWTeF6X4tQZfX7;8hNaHJzw2DuTmYpZxVNnIrHtVeUSEOmmwKQyxp6EdF4arWHyeCuiQzCS6wXwMIRS7T;7;7;47791;6;48369;1;35722;1;1;2647501335;2647924086;8;23;GFu728PU3nD47KaGdVdeLm6p0GLIGc87cLlHYAxn4pKyYFuQhoUy4Wizx9Qe38K1QMO7IHfHbOca4OzBcwRvZazoqHzQuBMNtcgR
