HDR_MIC;HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;eMM;marketModel;iMSActive;valuationTradeType;aIPType;dynamicCollarReferencePriceSource;dynamicCollarLogic;collarUnhaltDelay;collarMaxUnhaltNb;collarUncrossingExpansionFactor;staticCollarLogic;staticCollarReferencePriceSource;rFEConfirmationPeriod;orderPriceControlReferencePriceSource;offerOnlyAuthorizationIndicator
-;12233A;MTXCREFD;0;3462;K2CDWMTXCREFD;1707914795093037056;10602485694642546411;331;2;7;233;1;1;216;2;1489617418;154;21;0;55;1166791547;119;49
-;12233A;MTXCREFD;0;3462;K2CDWMTXCREFD;1707914795093037056;10602485694642546411;331;8;8;94;1;2;73;0;3539817684;131;201;1;172;-1510527650;97;148
-;12233A;MTXCREFD;0;3463;K2CDWMTXCREFD;1707914795096094720;14031490004208261180;331;10;3;137;3;2;153;2;3009969375;29;184;1;182;213853608;51;73
-;12233A;MTXCREFD;0;3463;K2CDWMTXCREFD;1707914795096094720;14031490004208261180;331;8;6;242;6;0;98;2;2752782499;31;177;0;84;-68694312;162;106
-;12233A;MTXCREFD;0;3463;K2CDWMTXCREFD;1707914795096094720;14031490004208261180;331;15;1;8;3;3;58;3;4168000683;225;88;1;138;916984869;38;154
-;12233A;MTXCREFD;0;3463;K2CDWMTXCREFD;1707914795096094720;14031490004208261180;331;1;5;205;6;0;22;0;2866026217;219;170;0;182;-723778501;37;96
-;12233A;MTXCREFD;0;3463;K2CDWMTXCREFD;1707914795096094720;14031490004208261180;331;99;5;150;0;1;142;3;965090341;64;81;1;16;2022633925;11;123
-;12233A;MTXCREFD;0;3464;K2CDWMTXCREFD;1707914795099165952;506222925451645505;331;14;2;70;0;3;33;2;409303613;67;1;0;231;1114705435;253;212
-;12233A;MTXCREFD;0;3464;K2CDWMTXCREFD;1707914795099165952;506222925451645505;331;15;2;100;1;0;198;2;200623904;75;41;0;179;1931264968;105;80
-;12233A;MTXCREFD;0;3464;K2CDWMTXCREFD;1707914795099165952;506222925451645505;331;15;5;26;3;2;144;0;2813109146;211;242;1;131;-363166353;222;114
-;12233A;MTXCREFD;0;3464;K2CDWMTXCREFD;1707914795099165952;506222925451645505;331;5;1;140;1;2;79;2;4079512478;95;122;1;94;-448935413;35;61
-;12233A;MTXCREFD;0;3464;K2CDWMTXCREFD;1707914795099165952;506222925451645505;331;7;7;169;4;3;218;0;732605592;163;69;1;57;1883340242;80;209
-;12233A;MTXCREFD;0;3465;K2CDWMTXCREFD;1707914795102234368;5561967897142414313;331;2;1;116;3;1;130;3;321291110;112;194;1;14;632767298;53;198
-;12233A;MTXCREFD;0;3465;K2CDWMTXCREFD;1707914795102234368;5561967897142414313;331;6;4;22;1;3;183;0;2357395146;165;82;0;116;204832587;;55
-;12233A;MTXCREFD;0;3465;K2CDWMTXCREFD;1707914795102234368;5561967897142414313;331;14;3;78;2;2;34;2;4101677084;143;183;0;144;-1249830668;83;
-;12233A;MTXCREFD;0;3465;K2CDWMTXCREFD;1707914795102234368;5561967897142414313;331;6;1;9;1;0;159;0;3010227645;251;245;1;106;-1608164375;118;6
-;12233A;MTXCREFD;0;3465;K2CDWMTXCREFD;1707914795102234368;5561967897142414313;331;14;7;220;1;2;234;2;3236651945;93;186;1;176;-425546382;225;97
-;12233A;MTXCREFD;0;3466;K2CDWMTXCREFD;1707914795105298432;7218561655279939873;331;99;1;194;4;0;84;2;3627861947;180;60;1;143;-1360415444;45;46
-;12233A;MTXCREFD;0;3466;K2CDWMTXCREFD;1707914795105298432;7218561655279939873;331;2;4;193;0;0;166;2;4147166945;236;216;1;60;-333650704;18;12
-;12233A;MTXCREFD;0;3466;K2CDWMTXCREFD;1707914795105298432;7218561655279939873;331;1;6;32;6;0;188;3;3572952408;249;236;1;42;-1125422551;214;186
-;12233A;MTXCREFD;0;3466;K2CDWMTXCREFD;1707914795105298432;7218561655279939873;331;10;8;116;6;1;172;0;513910815;73;168;0;162;-1186682670;177;231
-;12233A;MTXCREFD;0;3466;K2CDWMTXCREFD;1707914795105298432;7218561655279939873;331;6;6;176;3;2;189;3;991657203;86;215;0;140;530349096;55;230
-;12233A;MTXCREFD;0;3467;K2CDWMTXCREFD;1707914795108351232;12923908171449283374;331;9;5;122;6;1;190;3;2516161551;73;232;0;89;-2032674118;69;162
-;12233A;MTXCREFD;0;3467;K2CDWMTXCREFD;1707914795108351232;12923908171449283374;331;14;7;210;3;3;188;0;1857074860;243;152;1;146;1055893206;35;43
-;12233A;MTXCREFD;0;3467;K2CDWMTXCREFD;1707914795108351232;12923908171449283374;331;10;5;215;4;1;14;2;554868845;149;58;0;124;-1922857929;184;250
-;12233A;MTXCREFD;0;3467;K2CDWMTXCREFD;1707914795108351232;12923908171449283374;331;4;2;28;6;2;124;2;3572282474;232;67;0;174;-612437068;85;146
-;12233A;MTXCREFD;0;3467;K2CDWMTXCREFD;1707914795108351232;12923908171449283374;331;8;7;52;3;2;182;0;1067812981;17;173;1;157;1221036815;70;163
-;12233A;MTXCREFD;0;3468;K2CDWMTXCREFD;1707914795111409152;2738671055194636637;331;15;7;115;6;3;87;2;431084431;146;74;0;212;1299874613;11;60
-;12233A;MTXCREFD;0;3468;K2CDWMTXCREFD;1707914795111409152;2738671055194636637;331;15;8;70;0;1;12;3;1455686068;78;164;1;42;1053083902;53;202
-;12233A;MTXCREFD;0;3468;K2CDWMTXCREFD;1707914795111409152;2738671055194636637;331;14;2;22;4;3;168;0;699743128;23;118;1;34;592050841;147;150
-;12233A;MTXCREFD;0;3468;K2CDWMTXCREFD;1707914795111409152;2738671055194636637;331;1;2;173;3;2;228;2;1745788758;2;99;0;222;-466737893;99;160
-;12233A;MTXCREFD;0;3468;K2CDWMTXCREFD;1707914795111409152;2738671055194636637;331;14;2;48;1;1;190;0;861059070;206;66;0;92;1550670066;144;145
-;12233A;MTXCREFD;0;3469;K2CDWMTXCREFD;1707914795114480384;14448259430705511793;331;15;3;161;5;0;173;2;589720991;39;130;1;108;1751290444;147;123
-;12233A;MTXCREFD;0;3469;K2CDWMTXCREFD;1707914795114480384;14448259430705511793;331;9;5;146;6;0;230;2;3790505235;64;100;0;26;-890100764;174;47
-;12233A;MTXCREFD;0;3469;K2CDWMTXCREFD;1707914795114480384;14448259430705511793;331;17;4;162;0;1;94;2;2425419257;41;248;1;177;-1461711620;93;216
-;12233A;MTXCREFD;0;3469;K2CDWMTXCREFD;1707914795114480384;14448259430705511793;331;17;8;94;1;1;136;2;2732263710;181;45;0;55;-1408673227;227;234
-;12233A;MTXCREFD;0;3469;K2CDWMTXCREFD;1707914795114480384;14448259430705511793;331;17;2;127;5;0;85;0;3201863406;251;221;0;41;444157121;178;171
-;12233A;MTXCREFD;0;3470;K2CDWMTXCREFD;1707914795117551872;5337705842093548823;331;11;4;226;6;0;205;2;1501543385;225;247;1;;-410127655;50;6
-;12233A;MTXCREFD;0;3470;K2CDWMTXCREFD;1707914795117551872;5337705842093548823;331;6;3;225;5;1;238;0;254859940;141;229;1;134;-1120034155;44;144
-;12233A;MTXCREFD;0;3470;K2CDWMTXCREFD;1707914795117551872;5337705842093548823;331;14;7;251;6;1;237;0;4183686411;111;62;0;88;-145744768;68;45
-;12233A;MTXCREFD;0;3470;K2CDWMTXCREFD;1707914795117551872;5337705842093548823;331;4;7;42;2;2;143;2;1627254099;25;26;1;136;168710894;130;95
-;12233A;MTXCREFD;0;3470;K2CDWMTXCREFD;1707914795117551872;5337705842093548823;331;2;8;23;2;3;62;3;946302827;12;183;0;210;265924444;233;122
-;12233A;MTXCREFD;0;3471;K2CDWMTXCREFD;1707914795120612096;8464493035581769115;331;14;3;35;2;2;43;2;991728784;209;105;1;12;-1919164003;210;90
-;12233A;MTXCREFD;0;3471;K2CDWMTXCREFD;1707914795120612096;8464493035581769115;331;15;4;118;5;1;69;3;3364536287;72;157;0;183;741176582;154;185
-;12233A;MTXCREFD;0;3471;K2CDWMTXCREFD;1707914795120612096;8464493035581769115;331;5;2;191;1;1;246;0;779618647;163;213;1;117;-898349162;79;195
-;12233A;MTXCREFD;0;3471;K2CDWMTXCREFD;1707914795120612096;8464493035581769115;331;10;7;201;0;2;247;2;4290283542;148;86;0;121;-630789497;53;220
-;12233A;MTXCREFD;0;3471;K2CDWMTXCREFD;1707914795120612096;8464493035581769115;331;1;6;1;4;0;29;0;2708159274;101;254;0;129;1072611382;89;238
-;12233A;MTXCREFD;0;3472;K2CDWMTXCREFD;1707914795123674624;16609084636461403958;331;99;8;158;0;0;110;2;2623480435;116;66;1;230;1471647904;21;120
-;12233A;MTXCREFD;0;3472;K2CDWMTXCREFD;1707914795123674624;16609084636461403958;331;99;4;53;0;3;107;0;2797979602;176;93;1;122;-1497658807;10;236
-;12233A;MTXCREFD;0;3472;K2CDWMTXCREFD;1707914795123674624;16609084636461403958;331;8;2;25;6;0;30;3;390822224;177;233;1;147;-1489381997;180;222
-;12233A;MTXCREFD;0;3472;K2CDWMTXCREFD;1707914795123674624;16609084636461403958;331;17;6;68;1;2;158;2;3100023782;73;133;0;177;-43100741;94;168
-;12233A;MTXCREFD;0;3472;K2CDWMTXCREFD;1707914795123674624;16609084636461403958;331;15;7;71;4;1;74;0;3106067866;45;223;0;79;54691168;69;110
-;12233A;MTXCREFD;0;3473;K2CDWMTXCREFD;1707914795126737152;5264737050017629385;331;6;6;163;4;0;225;3;417593659;253;76;0;171;-585298029;31;6
-;12233A;MTXCREFD;0;3473;K2CDWMTXCREFD;1707914795126737152;5264737050017629385;331;4;7;82;4;3;217;3;2545939330;117;80;1;152;-75628031;35;114
-;12233A;MTXCREFD;0;3473;K2CDWMTXCREFD;1707914795126737152;5264737050017629385;331;15;2;26;5;3;233;3;4030849344;169;187;1;106;-1024908788;187;184
-;12233A;MTXCREFD;0;3473;K2CDWMTXCREFD;1707914795126737152;5264737050017629385;331;17;6;78;0;2;39;2;376748542;2;86;1;146;1036582100;51;65
-;12233A;MTXCREFD;0;3473;K2CDWMTXCREFD;1707914795126737152;5264737050017629385;331;10;5;138;0;2;56;0;535553715;242;97;0;168;-2095156277;120;20
-;12233A;MTXCREFD;0;3474;K2CDWMTXCREFD;1707914795129787648;1869325677275017038;331;14;1;144;3;3;43;3;635301502;141;181;0;110;-248098618;106;100
-;12233A;MTXCREFD;0;3474;K2CDWMTXCREFD;1707914795129787648;1869325677275017038;331;8;1;226;2;2;224;2;3975499258;71;233;0;100;1077338691;168;19
-;12233A;MTXCREFD;0;3474;K2CDWMTXCREFD;1707914795129787648;1869325677275017038;331;1;3;105;3;3;171;2;1510801821;245;25;0;65;975254947;30;37
-;12233A;MTXCREFD;0;3474;K2CDWMTXCREFD;1707914795129787648;1869325677275017038;331;9;4;117;6;0;230;2;217336473;194;192;0;82;-886920625;99;49
-;12233A;MTXCREFD;0;3474;K2CDWMTXCREFD;1707914795129787648;1869325677275017038;331;11;5;119;6;2;128;2;2306708589;72;38;1;161;-1299480090;64;196
-;12233A;MTXCREFD;0;3475;K2CDWMTXCREFD;1707914795132842752;3798046348483274954;331;4;2;54;6;2;42;3;3802065700;23;253;0;228;-1809445081;165;220
-;12233A;MTXCREFD;0;3475;K2CDWMTXCREFD;1707914795132842752;3798046348483274954;331;11;6;168;0;2;237;3;310406263;245;101;0;129;-394796291;228;119
-;12233A;MTXCREFD;0;3475;K2CDWMTXCREFD;1707914795132842752;3798046348483274954;331;4;1;16;2;2;67;0;2758414299;206;161;0;224;1419454035;226;59
-;12233A;MTXCREFD;0;3475;K2CDWMTXCREFD;1707914795132842752;3798046348483274954;331;14;4;7;1;0;226;2;1259290849;183;160;1;16;-723446402;49;44
-;12233A;MTXCREFD;0;3475;K2CDWMTXCREFD;1707914795132842752;3798046348483274954;331;8;1;253;1;1;53;3;3604009074;251;105;0;221;1674216835;100;185
-;12233A;MTXCREFD;0;3476;K2CDWMTXCREFD;1707914795135929088;17582038619642686641;331;15;7;39;4;1;212;2;1179525705;253;244;1;196;-253869539;155;97
-;12233A;MTXCREFD;0;3476;K2CDWMTXCREFD;1707914795135929088;17582038619642686641;331;7;8;196;3;1;8;0;2012087836;220;212;1;72;-1869877508;247;40
-;12233A;MTXCREFD;0;3476;K2CDWMTXCREFD;1707914795135929088;17582038619642686641;331;4;3;205;5;2;166;3;3790166514;61;242;0;45;-68946266;159;195
-;12233A;MTXCREFD;0;3476;K2CDWMTXCREFD;1707914795135929088;17582038619642686641;331;15;6;31;4;0;11;0;1462376152;34;96;1;40;-1524057656;230;65
-;12233A;MTXCREFD;0;3476;K2CDWMTXCREFD;1707914795135929088;17582038619642686641;331;5;1;144;6;3;68;2;1792887885;239;156;1;91;537399082;135;81
-;12233A;MTXCREFD;0;3477;K2CDWMTXCREFD;1707914795139002368;16739495730921982779;331;14;6;49;4;3;249;0;2500661240;121;209;1;129;-634797800;61;140
-;12233A;MTXCREFD;0;3477;K2CDWMTXCREFD;1707914795139002368;16739495730921982779;331;6;4;232;0;0;114;0;2507920758;242;19;0;125;-1716334081;99;6
-;12233A;MTXCREFD;0;3477;K2CDWMTXCREFD;1707914795139002368;16739495730921982779;331;1;6;161;2;3;148;3;1889789370;32;207;1;237;1494902163;30;53
-;12233A;MTXCREFD;0;3477;K2CDWMTXCREFD;1707914795139002368;16739495730921982779;331;4;4;134;1;2;207;2;4051862808;229;54;0;2;1181605115;51;68
-;12233A;MTXCREFD;0;3477;K2CDWMTXCREFD;1707914795139002368;16739495730921982779;331;1;5;179;2;3;106;0;1817113909;47;110;0;121;-676674950;38;123
-;12233A;MTXCREFD;0;3478;K2CDWMTXCREFD;1707914795142078976;15997030321960011410;331;5;8;171;5;2;24;3;4125190625;236;95;1;216;2025393644;155;177
-;12233A;MTXCREFD;0;3478;K2CDWMTXCREFD;1707914795142078976;15997030321960011410;331;8;5;126;2;1;146;2;1393611957;51;6;1;37;-1473484809;196;52
-;12233A;MTXCREFD;0;3478;K2CDWMTXCREFD;1707914795142078976;15997030321960011410;331;10;2;109;3;2;110;3;2538188599;193;215;1;40;341805812;35;229
-;12233A;MTXCREFD;0;3478;K2CDWMTXCREFD;1707914795142078976;15997030321960011410;331;11;3;0;1;0;215;2;3283800866;250;119;1;180;1589509778;96;227
-;12233A;MTXCREFD;0;3478;K2CDWMTXCREFD;1707914795142078976;15997030321960011410;331;10;3;153;4;0;11;0;1632866852;108;94;1;187;390508579;51;37
-;12233A;MTXCREFD;0;3479;K2CDWMTXCREFD;1707914795145156864;8078654767401148477;331;11;6;26;4;2;92;3;1540813610;59;15;0;189;839770481;134;222
-;12233A;MTXCREFD;0;3479;K2CDWMTXCREFD;1707914795145156864;8078654767401148477;331;1;7;211;2;0;32;3;2482423154;136;28;1;43;1259300793;195;69
-;12233A;MTXCREFD;0;3479;K2CDWMTXCREFD;1707914795145156864;8078654767401148477;331;99;5;102;3;0;79;2;3780204109;170;240;1;89;457945999;173;68
-;12233A;MTXCREFD;0;3479;K2CDWMTXCREFD;1707914795145156864;8078654767401148477;331;5;1;40;6;2;82;2;3407068663;91;250;0;165;1968165242;96;11
-;12233A;MTXCREFD;0;3479;K2CDWMTXCREFD;1707914795145156864;8078654767401148477;331;2;1;254;0;1;202;0;1552052602;31;195;0;240;-157735162;144;221
-;12233A;MTXCREFD;0;3480;K2CDWMTXCREFD;1707914795148222976;6409692571393872286;331;99;6;247;0;0;122;3;3210416461;103;207;0;243;1879010700;44;112
-;12233A;MTXCREFD;0;3480;K2CDWMTXCREFD;1707914795148222976;6409692571393872286;331;9;7;135;6;1;146;0;1507093655;177;61;0;135;-351108523;108;44
-;12233A;MTXCREFD;0;3480;K2CDWMTXCREFD;1707914795148222976;6409692571393872286;331;11;3;115;6;3;9;0;3791409794;179;221;0;55;-874202910;49;81
-;12233A;MTXCREFD;0;3480;K2CDWMTXCREFD;1707914795148222976;6409692571393872286;331;15;4;183;5;1;192;3;805363525;69;21;0;214;-1283593242;105;49
-;12233A;MTXCREFD;0;3480;K2CDWMTXCREFD;1707914795148222976;6409692571393872286;331;5;8;215;6;1;142;3;3562188834;180;115;1;172;-685414390;13;230
-;12233A;MTXCREFD;0;3481;K2CDWMTXCREFD;1707914795151276288;15276283263181488559;331;8;1;8;5;2;79;0;2102762135;176;76;0;77;1338180141;148;128
-;12233A;MTXCREFD;0;3481;K2CDWMTXCREFD;1707914795151276288;15276283263181488559;331;2;7;65;6;3;244;2;825632521;172;106;0;145;1276629259;98;15
-;12233A;MTXCREFD;0;3481;K2CDWMTXCREFD;1707914795151276288;15276283263181488559;331;4;8;66;5;2;106;3;4021446185;144;97;0;27;1656828654;57;192
-;12233A;MTXCREFD;0;3481;K2CDWMTXCREFD;1707914795151276288;15276283263181488559;331;1;3;196;5;1;219;3;4244559567;169;78;0;239;1506266844;246;67
-;12233A;MTXCREFD;0;3481;K2CDWMTXCREFD;1707914795151276288;15276283263181488559;331;2;2;78;2;0;237;0;2291890219;6;215;1;126;1666910197;194;210
-;12233A;MTXCREFD;0;3482;K2CDWMTXCREFD;1707914795154341376;7768918675932182228;331;2;8;148;4;3;225;0;2081656579;21;73;1;148;-1088578684;232;169
-;12233A;MTXCREFD;0;3482;K2CDWMTXCREFD;1707914795154341376;7768918675932182228;331;1;1;10;1;1;197;3;2833935271;193;123;0;190;-1777545852;41;7
-;12233A;MTXCREFD;0;3482;K2CDWMTXCREFD;1707914795154341376;7768918675932182228;331;11;7;70;3;1;44;3;1646138183;15;158;1;84;-74128361;218;171
-;12233A;MTXCREFD;0;3482;K2CDWMTXCREFD;1707914795154341376;7768918675932182228;331;11;6;159;5;3;226;2;4182959064;238;127;1;183;-118806545;210;36
-;12233A;MTXCREFD;0;3482;K2CDWMTXCREFD;1707914795154341376;7768918675932182228;331;1;3;16;2;3;210;3;1252019557;217;215;0;64;1701180117;217;54
-;12233A;MTXCREFD;0;3483;K2CDWMTXCREFD;1707914795157398784;11145310301029660870;331;4;8;42;6;2;66;3;1532466015;21;27;0;204;364520811;96;242
-;12233A;MTXCREFD;0;3483;K2CDWMTXCREFD;1707914795157398784;11145310301029660870;331;4;4;9;0;3;207;3;2050220198;90;72;0;30;-1356462210;242;170
-;12233A;MTXCREFD;0;3483;K2CDWMTXCREFD;1707914795157398784;11145310301029660870;331;99;8;154;2;3;208;0;2987997055;180;46;0;85;-1271875732;74;227
-;12233A;MTXCREFD;0;3483;K2CDWMTXCREFD;1707914795157398784;11145310301029660870;331;2;1;48;6;1;95;0;1070127203;180;123;0;109;-749156012;83;160
-;12233A;MTXCREFD;0;3483;K2CDWMTXCREFD;1707914795157398784;11145310301029660870;331;15;3;86;4;3;156;3;2998016181;218;60;0;147;1441242715;33;209
-;12233A;MTXCREFD;0;3484;K2CDWMTXCREFD;1707914795160455936;7216245343654536924;331;8;5;;0;0;8;2;1719520739;18;212;0;205;-720582894;137;111
-;12233A;MTXCREFD;0;3484;K2CDWMTXCREFD;1707914795160455936;7216245343654536924;331;8;4;50;1;3;185;0;3034238641;41;207;1;6;-1025744184;7;211
-;12233A;MTXCREFD;0;3484;K2CDWMTXCREFD;1707914795160455936;7216245343654536924;331;15;5;84;6;2;169;2;3480895447;224;121;0;124;1507105504;42;120
-;12233A;MTXCREFD;0;3484;K2CDWMTXCREFD;1707914795160455936;7216245343654536924;331;17;6;232;3;2;42;0;3752961127;58;136;1;184;1560782201;142;160
-;12233A;MTXCREFD;0;3484;K2CDWMTXCREFD;1707914795160455936;7216245343654536924;331;99;1;56;5;1;70;0;735664724;114;89;1;47;-1995073443;117;67
-;12233A;MTXCREFD;0;3485;K2CDWMTXCREFD;1707914795163524352;12385957448574842418;331;10;4;144;4;2;80;0;2305033104;178;128;1;52;604842610;128;220
-;12233A;MTXCREFD;0;3485;K2CDWMTXCREFD;1707914795163524352;12385957448574842418;331;8;7;121;1;1;37;3;1009442215;37;7;1;215;-1336411265;205;246
-;12233A;MTXCREFD;0;3485;K2CDWMTXCREFD;1707914795163524352;12385957448574842418;331;11;4;122;2;3;232;2;3262950147;5;14;0;165;1519677050;185;38
-;12233A;MTXCREFD;0;3485;K2CDWMTXCREFD;1707914795163524352;12385957448574842418;331;11;7;234;6;3;14;0;3283186970;148;69;1;162;-1713181847;209;176
-;12233A;MTXCREFD;0;3485;K2CDWMTXCREFD;1707914795163524352;12385957448574842418;331;9;4;89;4;2;213;2;1033332825;43;47;0;128;1166411210;218;248
-;12233A;MTXCREFD;0;3486;K2CDWMTXCREFD;1707914795166589952;14096057882255619346;331;17;6;35;4;3;229;2;1750222821;168;194;0;195;-1489506673;89;14
-;12233A;MTXCREFD;0;3486;K2CDWMTXCREFD;1707914795166589952;14096057882255619346;331;99;3;200;4;2;196;3;2491668718;139;27;1;59;1067916542;12;106
-;12233A;MTXCREFD;0;3486;K2CDWMTXCREFD;1707914795166589952;14096057882255619346;331;5;8;96;2;0;231;3;904886976;81;181;1;150;-126598505;121;178
-;12233A;MTXCREFD;0;3486;K2CDWMTXCREFD;1707914795166589952;14096057882255619346;331;5;6;234;0;2;176;0;249067521;192;3;1;69;1445483052;182;7
-;12233A;MTXCREFD;0;3486;K2CDWMTXCREFD;1707914795166589952;14096057882255619346;331;9;5;5;1;0;112;2;3623629729;17;239;0;181;-941023288;121;120
-;12233A;MTXCREFD;0;3487;K2CDWMTXCREFD;1707914795169650944;8780872695485872900;331;7;5;230;1;3;168;0;2793153823;138;62;0;198;-149950495;111;122
-;12233A;MTXCREFD;0;3487;K2CDWMTXCREFD;1707914795169650944;8780872695485872900;331;17;6;226;2;1;182;0;4086111139;231;121;0;107;-1615165205;202;158
-;12233A;MTXCREFD;0;3487;K2CDWMTXCREFD;1707914795169650944;8780872695485872900;331;7;2;252;5;1;165;0;1417045333;241;153;1;212;1930787783;188;50
-;12233A;MTXCREFD;0;3487;K2CDWMTXCREFD;1707914795169650944;8780872695485872900;331;1;5;142;0;3;239;0;868835528;180;144;0;79;-863472306;200;8
-;12233A;MTXCREFD;0;3487;K2CDWMTXCREFD;1707914795169650944;8780872695485872900;331;5;2;69;5;2;212;3;1079680532;217;191;1;15;1902514790;2;69
-;12233A;MTXCREFD;0;3488;K2CDWMTXCREFD;1707914795172731136;11541919577148972418;331;8;2;1;0;2;73;0;1568499875;113;169;0;115;2018678536;235;63
-;12233A;MTXCREFD;0;3488;K2CDWMTXCREFD;1707914795172731136;11541919577148972418;331;11;8;187;5;2;213;3;4144862672;253;226;0;226;1469739737;29;88
-;12233A;MTXCREFD;0;3488;K2CDWMTXCREFD;1707914795172731136;11541919577148972418;331;9;2;124;1;2;110;0;2284503404;182;28;0;22;-1648415247;57;240
-;12233A;MTXCREFD;0;3488;K2CDWMTXCREFD;1707914795172731136;11541919577148972418;331;1;5;97;5;0;69;2;212251086;125;135;1;242;-1970210492;106;199
-;12233A;MTXCREFD;0;3488;K2CDWMTXCREFD;1707914795172731136;11541919577148972418;331;15;8;21;0;1;113;2;3950758339;182;38;1;25;146758926;95;34
-;12233A;MTXCREFD;0;3489;K2CDWMTXCREFD;1707914795175797760;14100255731077408590;331;9;2;132;4;3;149;0;2744579627;87;78;0;185;1185476130;160;159
-;12233A;MTXCREFD;0;3489;K2CDWMTXCREFD;1707914795175797760;14100255731077408590;331;10;2;21;5;2;97;3;2816863801;62;50;0;83;-860183620;235;123
-;12233A;MTXCREFD;0;3489;K2CDWMTXCREFD;1707914795175797760;14100255731077408590;331;11;4;47;3;3;112;3;704937324;69;219;1;184;-108957711;3;135
-;12233A;MTXCREFD;0;3489;K2CDWMTXCREFD;1707914795175797760;14100255731077408590;331;15;3;123;0;1;230;2;3284058641;236;253;1;42;1488103086;249;212
-;12233A;MTXCREFD;0;3489;K2CDWMTXCREFD;1707914795175797760;14100255731077408590;331;11;4;40;1;0;153;2;531147061;167;77;1;46;-1240326027;211;200
-;12233A;MTXCREFD;0;3490;K2CDWMTXCREFD;1707914795178870016;15373451937290798399;331;9;7;77;2;3;88;2;197551759;164;246;0;120;-1337917313;116;155
-;12233A;MTXCREFD;0;3490;K2CDWMTXCREFD;1707914795178870016;15373451937290798399;331;6;2;115;5;1;29;3;3294685948;33;120;0;88;-457398913;102;219
-;12233A;MTXCREFD;0;3490;K2CDWMTXCREFD;1707914795178870016;15373451937290798399;331;7;6;245;0;2;132;0;1318314363;193;203;0;127;-1152225875;46;213
-;12233A;MTXCREFD;0;3490;K2CDWMTXCREFD;1707914795178870016;15373451937290798399;331;10;5;21;1;1;240;0;1674507074;17;104;0;177;-1533663494;175;101
-;12233A;MTXCREFD;0;3490;K2CDWMTXCREFD;1707914795178870016;15373451937290798399;331;15;4;10;0;0;169;0;1457197163;24;72;1;133;-181888460;171;8
-;12233A;MTXCREFD;0;3491;K2CDWMTXCREFD;1707914795181936896;5585574797186708285;331;1;8;235;3;1;44;0;3971683410;99;144;1;4;294283;164;104
-;12233A;MTXCREFD;0;3491;K2CDWMTXCREFD;1707914795181936896;5585574797186708285;331;4;1;208;0;1;153;3;3461801444;169;58;1;128;-2068219106;185;75
-;12233A;MTXCREFD;0;3491;K2CDWMTXCREFD;1707914795181936896;5585574797186708285;331;6;5;107;5;3;238;3;2420790336;201;28;1;32;-2128534432;219;226
-;12233A;MTXCREFD;0;3491;K2CDWMTXCREFD;1707914795181936896;5585574797186708285;331;9;7;25;1;0;45;0;4208997392;121;193;1;57;-1544919826;142;65
-;12233A;MTXCREFD;0;3491;K2CDWMTXCREFD;1707914795181936896;5585574797186708285;331;99;3;95;5;3;107;2;3333135859;112;188;1;166;2060492478;;89
-;12233A;MTXCREFD;0;3492;K2CDWMTXCREFD;1707914795185001472;460451883358233354;331;2;2;119;6;2;174;0;1246622314;210;209;0;60;56223363;199;129
-;12233A;MTXCREFD;0;3492;K2CDWMTXCREFD;1707914795185001472;460451883358233354;331;10;6;155;0;1;151;2;1271982666;184;97;1;2;-415788384;89;50
-;12233A;MTXCREFD;0;3492;K2CDWMTXCREFD;1707914795185001472;460451883358233354;331;2;4;141;4;1;85;0;2860581626;167;163;1;185;-94794428;93;179
-;12233A;MTXCREFD;0;3492;K2CDWMTXCREFD;1707914795185001472;460451883358233354;331;2;8;104;2;1;104;3;634920379;155;168;0;94;829870942;31;71
-;12233A;MTXCREFD;0;3492;K2CDWMTXCREFD;1707914795185001472;460451883358233354;331;10;5;15;6;2;34;0;1651357529;24;38;1;113;-1925004718;50;171
-;12233A;MTXCREFD;0;3493;K2CDWMTXCREFD;1707914795188071680;13534699095613965476;331;14;2;24;5;1;219;3;4282875091;57;87;1;242;2071380267;82;155
-;12233A;MTXCREFD;0;3493;K2CDWMTXCREFD;1707914795188071680;13534699095613965476;331;14;5;84;2;2;49;3;2336581327;229;76;1;219;-1707791606;153;25
-;12233A;MTXCREFD;0;3493;K2CDWMTXCREFD;1707914795188071680;13534699095613965476;331;99;1;166;2;2;141;0;2069895150;159;100;1;157;-1869529275;181;24
-;12233A;MTXCREFD;0;3493;K2CDWMTXCREFD;1707914795188071680;13534699095613965476;331;1;2;244;0;2;153;0;521740731;122;123;1;88;1049351699;23;76
-;12233A;MTXCREFD;0;3493;K2CDWMTXCREFD;1707914795188071680;13534699095613965476;331;1;8;6;3;3;41;0;2214289329;118;46;0;18;-724921852;160;64
-;12233A;MTXCREFD;0;3494;K2CDWMTXCREFD;1707914795191144448;17493915128085810084;331;5;1;153;2;0;64;0;4164184827;208;206;0;54;-1356143161;218;134
-;12233A;MTXCREFD;0;3494;K2CDWMTXCREFD;1707914795191144448;17493915128085810084;331;14;2;123;6;2;178;3;2803500855;77;161;0;150;-66051218;87;135
-;12233A;MTXCREFD;0;3494;K2CDWMTXCREFD;1707914795191144448;17493915128085810084;331;5;6;78;2;2;114;0;2753225172;35;145;1;102;-742066078;109;214
