HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;eMM;patternID;tickSizeIndexID;marketModel;lotSize;instUnitExp;orderEntryModel 
12224A;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;7;9882;1;8;2456812955741777810;4;12
12224A;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;9;44494;3;7;1137041353302607397;2;13
12224A;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;2;27160;5;6;1961793479536748638;7;17
12224A;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;7;49137;2;3;5781300857073246766;5;20
12224A;MTXCREFD;0;90;K2CDWMTXCREFD;1707914646942326784;8852322266969126725;331;1;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;780255171;1;33116;2;3;1178966222080246482;1;14
12224A;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;99;48518;5;6;15912563258945487592;9;9
12224A;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;2;32403;4;5;8055307741455858520;1;10
12224A;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;14;52510;2;4;15658077321063058251;9;3
12224A;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;14;4367;4;2;14698230509654113220;1;10
12224A;MTXCREFD;0;91;K2CDWMTXCREFD;1707914646949893376;377529037657918572;331;1;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;955011091;1;54959;2;8;5170200123457587625;8;16
12224A;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;5;23007;4;2;11634002957440387452;5;3
12224A;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;10;27798;3;4;3423232392822560700;2;7
12224A;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;9;22837;2;4;18276824927753637958;3;15
12224A;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;17;17092;2;1;15276042377102207230;4;12
12224A;MTXCREFD;0;92;K2CDWMTXCREFD;1707914646957444608;3218740882665863031;331;1;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;743125215;9;2979;2;8;13932871971814820239;3;8
12224A;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;11;45050;4;8;15782480325714619797;9;7
12224A;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;17;31304;4;1;13658133882335517091;4;13
12224A;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;1;33502;1;2;15397205367912130223;8;7
12224A;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;5;41438;5;5;17953273353881791738;3;6
12224A;MTXCREFD;0;93;K2CDWMTXCREFD;1707914646964978176;15217684905367700804;331;1;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;869985226;15;64282;5;5;544413413604133316;7;14
12224A;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;2;25596;4;6;11181381275597026756;9;6
12224A;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;14;55646;3;8;11389144906191927679;8;15
12224A;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;4;19246;2;2;2812985184512408333;7;18
12224A;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;10;53375;5;5;13414163058149311494;4;4
12224A;MTXCREFD;0;94;K2CDWMTXCREFD;1707914646975262464;1816269593044549997;331;1;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;418045634;2;61162;2;4;1803053333188733923;9;16
12224A;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;8;507;3;7;1147441891692559044;9;2
12224A;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;8;22095;5;3;9379410140823272882;2;5
12224A;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;17;61223;1;2;3569543361048046663;7;5
12224A;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;5;23426;3;3;5340157366340239724;5;11
12224A;MTXCREFD;0;95;K2CDWMTXCREFD;1707914646983044864;1618302703579219323;331;1;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;433085588;17;5521;1;7;6308439014705291840;4;1
12224A;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;2;65502;1;4;14515460688324716921;7;1
12224A;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;2;22481;5;5;1326104600294226343;5;19
12224A;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;7;46984;2;5;9486958637173386171;8;13
12224A;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;7;10782;2;5;18078987933800636889;4;16
12224A;MTXCREFD;0;96;K2CDWMTXCREFD;1707914646990727936;18115850733174416392;331;1;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;485081213;1;59321;4;8;10602010324664761293;9;12
12224A;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;1;64426;5;5;10184308567454746356;4;19
12224A;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;4;63935;1;7;12917232579792352151;1;13
12224A;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;11;1827;3;5;16565229099864772425;9;21
12224A;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;5;24633;5;7;16563286507061350334;4;14
12224A;MTXCREFD;0;97;K2CDWMTXCREFD;1707914646998318336;3827457045605466007;331;1;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;410867151;9;21116;3;7;13850021151588466116;7;18
12224A;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;9;12020;5;6;4962176145029685775;4;9
12224A;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;8;24949;2;2;9984693865876108529;8;12
12224A;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;5;45401;1;5;12876766262465637648;5;16
12224A;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;17;26820;4;3;11502494891667278197;5;17
12224A;MTXCREFD;0;98;K2CDWMTXCREFD;1707914647005959936;8648118755182953064;331;1;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;840406118;8;57900;5;7;17029247865121820071;2;3
12224A;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;5;48119;5;1;4286929923168347360;5;3
12224A;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;15;28753;1;5;9304473097366849935;2;13
12224A;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;17;26476;4;5;3509939163804912713;9;10
12224A;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;2;31468;3;7;765988508947233442;3;20
12224A;MTXCREFD;0;99;K2CDWMTXCREFD;1707914647013568512;2349290685856000877;331;1;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;359830187;7;49674;5;3;17014349943571134518;7;11
12224A;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;4;60023;1;1;403481421453306022;1;2
12224A;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;5;43013;3;6;3964449500036037848;7;21
12224A;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;17;8164;1;2;15019766478390206526;8;7
12224A;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;8;5930;3;1;10022841609435006171;3;17
12224A;MTXCREFD;0;100;K2CDWMTXCREFD;1707914647021187072;32405571534686921;331;1;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;782873053;5;61915;3;2;16217640828168365213;1;17
12224A;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;5;38614;2;8;15956305616045240688;2;16
12224A;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;5;60390;1;4;18261789119864993036;9;11
12224A;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;7;64959;5;7;13858158833141913100;3;19
12224A;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;10;22664;1;2;14934004994325514701;9;8
12224A;MTXCREFD;0;101;K2CDWMTXCREFD;1707914647028791808;308746784997637973;331;1;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;784339346;4;34557;2;4;2305083159654107563;1;21
12224A;MTXCREFD;0;102;K2CDWMTXCREFD;1707914647036418560;14777536653157514101;331;1;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;955146857;14;62702;4;4;13551352256690473197;2;14
12224A;MTXCREFD;0;102;K2CDWMTXCREFD;1707914647036418560;14777536653157514101;331;1;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;955146857;2;36636;1;7;9056094677703252825;4;21
12224A;MTXCREFD;0;102;K2CDWMTXCREFD;1707914647036418560;14777536653157514101;331;1;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;955146857;8;12440;2;5;2916056378373332606;3;17
12224A;MTXCREFD;0;102;K2CDWMTXCREFD;1707914647036418560;14777536653157514101;331;1;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;955146857;4;16200;1;8;18353970199853881117;2;11
12224A;MTXCREFD;0;102;K2CDWMTXCREFD;1707914647036418560;14777536653157514101;331;1;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;955146857;1;41808;2;2;2998952685038105000;7;9
12224A;MTXCREFD;0;103;K2CDWMTXCREFD;1707914647043988224;1061681842005203448;331;1;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;198284442;9;35081;4;4;15194700471631914065;9;21
12224A;MTXCREFD;0;103;K2CDWMTXCREFD;1707914647043988224;1061681842005203448;331;1;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;198284442;6;28403;5;6;8340233237961075774;8;16
12224A;MTXCREFD;0;103;K2CDWMTXCREFD;1707914647043988224;1061681842005203448;331;1;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;198284442;17;383;1;1;10024111862062622717;8;5
12224A;MTXCREFD;0;103;K2CDWMTXCREFD;1707914647043988224;1061681842005203448;331;1;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;198284442;14;35015;5;2;13943744545842215519;7;7
12224A;MTXCREFD;0;103;K2CDWMTXCREFD;1707914647043988224;1061681842005203448;331;1;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;198284442;15;8077;3;8;18369690875102988918;4;7
12224A;MTXCREFD;0;104;K2CDWMTXCREFD;1707914647051579648;17940778948734733839;331;1;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;14113038;7;62459;1;6;12430198932583088540;1;1
