msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;aFQReason;bookOUTTime;eMM;eventId;symbolIndex;firmID;aFQIndicator;oESessionID;sequenceTime 
73;63;12051;0;331;2ETFPTOL;9;0;389;1707914930396008192;11799460948420127819;K2CDW2ETFPTOL05;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914930396008192;11799460948420127819;2;1706095060405767558;1;9052290816041858780;896742034;GucV1thn;165;8098299611229501943;1706095060405775999
73;63;12051;0;331;2ETFPTOL;9;0;390;1707914930407171328;3055636934617065817;K2CDW2ETFPTOL05;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914930407171328;3055636934617065817;1;1706095060411126552;1;9587874436824438313;407371549;YbEAVg55;9;14372271914954258779;1706095060411134975
73;63;12051;0;331;2FXIPTOL;0;0;1941;1707914959009172224;4720390261680635115;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914959009172224;4720390261680635115;1;1706095060370032093;15;4433023696986764872;137559582;9v9L2QD4;99;15082899739722625452;1706095060370041260
73;63;12051;0;331;2FXIPTOL;0;0;1942;1707914959009971968;7204269116985265019;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914959009971968;7204269116985265019;3;1706095060370112615;17;14934457627234279935;839729658;QMOVP5IW;204;409883887725874640;1706095060370121168
73;63;12051;0;331;2FXIPTOL;0;0;1943;1707914959018747392;1385016740834590431;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914959018747392;1385016740834590431;3;1706095060371108654;4;9564071883836714672;857233523;axztjRvs;2;8449046585492729632;1706095060371116933
73;63;12051;0;331;2FXIPTOL;0;0;1944;1707914959021129984;7019929235863800209;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914959021129984;7019929235863800209;1;1706095060371412486;10;95934940867211514;372840;teqErwbM;178;12424011416520564390;1706095060371420703
73;63;12051;0;331;2FXIPTOL;0;0;1945;1707914959025834496;11606233273655051960;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914959025834496;11606233273655051960;3;1706095060372086116;2;9726472888530785755;225974287;te4q2DXs;163;14856908116352427572;1706095060372094526
73;63;12051;0;331;2FXIPTOL;0;0;1946;1707914959037701376;8577381106676056038;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914959037701376;8577381106676056038;2;1706095060374023070;4;17597011786039442354;471710007;4bAHpQM7;185;17768371110595974103;1706095060374031350
73;63;12051;0;331;2FXIPTOL;0;0;1947;1707914959044863744;14451684049494006224;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;1707914959044863744;14451684049494006224;2;1706095060375371200;14;7323491889891491165;397856163;YaMM5gzG;178;3333861448272235256;1706095060375379660
73;63;12051;0;331;2FXIPTOL;0;0;1948;1707914959071685632;3200740399035426571;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914959071685632;3200740399035426571;5;1706095060381830385;5;625763383682934660;588523366;KNdDpI0p;232;882185198298685561;1706095060381838917
73;63;12051;0;331;2FXIPTOL;0;0;1949;1707914959073254656;33462854847850770;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914959073254656;33462854847850770;3;1706095060382274946;10;14422098230572265451;468243658;KQ7Y5AjX;253;2429216560560070638;1706095060382283477
73;63;12051;0;331;2FXIPTOL;0;0;1950;1707914959077158656;6524541758888218532;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914959077158656;6524541758888218532;4;1706095060383417381;5;15007693558615861345;519103305;u0t6wVli;122;2909429904824802800;1706095060383425747
73;63;12051;0;331;2FXIPTOL;0;0;1951;1707914959078729216;10648340013927547264;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914959078729216;10648340013927547264;4;1706095060383888288;10;10505408320431772516;584956955;Q8JnHOnB;30;9675799624289377695;1706095060383896747
73;63;12051;0;331;2FXIPTOL;0;0;1952;1707914959081107200;2670081852275503661;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914959081107200;2670081852275503661;5;1706095060384603376;1;7028914577346056577;843359534;5qrX73tj;35;17322492900187690798;1706095060384611673
73;63;12051;0;331;2FXIPTOL;0;0;1953;1707914959085878528;12967219773230834225;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914959085878528;12967219773230834225;1;1706095060386089134;14;5296703490303374610;519103305;YFQFAayL;146;17663232805770187882;1706095060386097681
73;63;12051;0;331;2FXIPTOL;0;0;1954;1707914959088276992;8911864639972535380;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914959088276992;8911864639972535380;3;1706095060386854684;10;1347296607139961960;317605844;ByiqY0Wj;203;13420246717669793696;1706095060386863170
73;63;12051;0;331;2FXIPTOL;0;0;1955;1707914959103188480;14992867184875919947;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914959103188480;14992867184875919947;2;1706095060392116303;5;14211830142857449451;451829176;MqXfskCA;54;1962140687491265648;1706095060392124771
73;63;12051;0;331;2FXIPTOL;0;0;1956;1707914959111063296;8735381803371206572;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914959111063296;8735381803371206572;2;1706095060395145261;6;2286928682245665528;733634346;ZaaQRiPU;50;12022119228657814557;1706095060395153739
73;63;12051;0;331;2FXIPTOL;0;0;1957;1707914959352549632;12064889059185244976;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914959352549632;12064889059185244976;3;1706095060400415405;7;17570086324026947894;32654720;oPGarWxr;70;7437810371699488819;1706095060400424038
73;63;12051;0;331;2FXIPTOL;0;0;1958;1707914959356501760;12075706908688232534;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;14761009529419667952;aD;mojCgy7BXlXPGI63DNU3a0uABAYLomA80ZrKAEd5S7V9LfwSPUjVPNA1xFA3ivzUQ4M9Wl;oqS;3649434989;1;2752062206;7;1707914959356501760;12075706908688232534;1;1706095060402165312;7;14938802533606133841;911386486;GsijlExW;124;6933776984643842840;1706095060402173737
73;63;12051;0;331;2FXIPTOL;0;0;1959;1707914959362859520;1919847736163817674;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914959362859520;1919847736163817674;3;1706095060405035414;2;9881315608059110461;958873221;vUQSV0sN;116;18123742136957919747;1706095060405043932
73;63;12051;0;331;2FXIPTOL;0;0;1960;1707914959366799360;7362665451941587706;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914959366799360;7362665451941587706;4;1706095060406883659;8;8031950719578618245;857233523;dUdyIyl1;39;14082644877587916041;1706095060406892288
73;63;12051;0;331;2FXIPTOL;0;0;1961;1707914959388027392;4714801862438265415;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914959388027392;4714801862438265415;3;1706095060417638616;6;3181484545356539480;743125215;2XWSTWr2;126;4082779725368140200;1706095060417647189
73;63;12051;0;331;2FXIPTOL;1;0;423;1707914959007567616;10894032486924823978;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914959007567616;10894032486924823978;3;1706095060369875565;5;3333659445706403156;306138594;b4LmTcVq;95;17291147255616489301;1706095060369884075
73;63;12051;0;331;2FXIPTOL;1;0;424;1707914959014797056;620328698775971612;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914959014797056;620328698775971612;4;1706095060370630937;6;4810433253634000296;579919728;U2HD9feL;242;7884784709177738513;1706095060370639721
73;63;12051;0;331;2FXIPTOL;1;0;425;1707914959027388672;13434932576896684146;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914959027388672;13434932576896684146;5;1706095060372331465;99;855690343171785202;958873221;Aw5e9enw;56;13225042211402978511;1706095060372339867
73;63;12051;0;331;2FXIPTOL;1;0;426;1707914959028987904;13030215060858362958;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914959028987904;13030215060858362958;2;1706095060372574779;10;9765078220571826208;468243658;VF91csBf;210;12804547585118322388;1706095060372583227
73;63;12051;0;331;2FXIPTOL;1;0;427;1707914959031359744;4290185854937388809;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914959031359744;4290185854937388809;2;1706095060372950662;4;4386796012291597691;213949604;Y0SEKlFu;118;13114999579411298610;1706095060372959029
73;63;12051;0;331;2FXIPTOL;1;0;428;1707914959032140544;10975821577060271517;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914959032140544;10975821577060271517;1;1706095060373078241;15;10118783362280394009;137559582;pRarw0vq;227;7720063361950217208;1706095060373086670
73;63;12051;0;331;2FXIPTOL;1;0;429;1707914959045650432;6492238227277673635;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914959045650432;6492238227277673635;3;1706095060375531090;15;3809436014957892541;687820829;2586pp5y;248;2089212847059159970;1706095060375539622
73;63;12051;0;331;2FXIPTOL;1;0;430;1707914959082706688;14326525169777017317;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914959082706688;14326525169777017317;4;1706095060385093670;14;6627925542396715817;971929135;U3MzXeL6;195;16772130939558798579;1706095060385102150
73;63;12051;0;331;2FXIPTOL;1;0;431;1707914959104771840;2499838156482996797;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1707914959104771840;2499838156482996797;3;1706095060392708920;1;13025132143497380531;270958719;sBcc1P0H;129;14074971935674578473;1706095060392717353
73;63;12051;0;331;2FXIPTOL;1;0;432;1707914959108711680;16017033209965371722;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914959108711680;16017033209965371722;2;1706095060394217608;11;9939341188883747101;515238894;odgnoDsq;127;5162475835562515996;1706095060394226023
73;63;12051;0;331;2FXIPTOL;1;0;433;1707914959109489664;6741595595797734158;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914959109489664;6741595595797734158;1;1706095060394524141;17;9840804447483124638;869985226;dN61C46b;71;13413993096657042042;1706095060394532549
73;63;12051;0;331;2FXIPTOL;1;0;434;1707914959114994432;12543820963312592421;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;2747794012786548291;O1;N6sWonQgg8dwJraFkkov3Sh2XNFZvRpKliCeH7Iz2ZTnM2PGqeecv88RTIXtM6oUeH0avs;Fb3;3866550079;1;953821923;7;1707914959114994432;12543820963312592421;5;1706095060396730788;2;3756678445089131105;830866530;NS6FCAD9;239;2393984972054243993;1706095060396739208
73;63;12051;0;331;2FXIPTOL;1;0;435;1707914959349365504;9057898599549455392;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914959349365504;9057898599549455392;4;1706095060399032538;14;11768484322744014897;168342053;55Ww2pSU;129;12271312414280383308;1706095060399040949
73;63;12051;0;331;2FXIPTOL;1;0;436;1707914959358900480;12638136967423697483;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;1707914959358900480;12638136967423697483;4;1706095060403229200;1;8723471374351764907;236162361;HnwQPLZN;55;13136245494756557132;1706095060403237721
73;63;12051;0;331;2FXIPTOL;1;0;437;1707914959361273600;9655498890224722103;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914959361273600;9655498890224722103;2;1706095060404307496;17;11185216113746586201;168342053;6KfYrYYP;28;15815314181857560763;1706095060404315950
73;63;12051;0;331;2FXIPTOL;1;0;438;1707914959376211456;851973609399059821;K2CDW2FXIPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914959376211456;851973609399059821;3;1706095060411518576;11;1524234093816388979;315339150;zbDF7D5w;48;15153091530810429036;1706095060411527028
73;63;12051;0;331;2FXIPTOL;1;0;439;1707914959379358720;8772858325378876677;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707914959379358720;8772858325378876677;2;1706095060413113973;15;1802572916144027742;338352934;VeEFJI5z;37;10530485179311276163;1706095060413122368
73;63;12051;0;331;2FXIPTOL;1;0;440;1707914959385679104;10889932407133131745;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914959385679104;10889932407133131745;5;1706095060416382591;4;15104333608936187317;840387731;ZOzN1WCE;237;15546950324675465414;1706095060416391028
73;63;12051;0;331;2FXIPTOL;2;0;413;1707914959017956352;6339154653938216929;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914959017956352;6339154653938216929;3;1706095060371012540;9;18381114690367309286;946518645;U1wX0Usi;118;3635798383107578764;1706095060371020928
73;63;12051;0;331;2FXIPTOL;2;0;414;1707914959026609152;7640174618290140533;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914959026609152;7640174618290140533;5;1706095060372207199;14;15552860604718651557;179555593;jZwUvnHu;151;17158229390571320523;1706095060372215533
73;63;12051;0;331;2FXIPTOL;2;0;415;1707914959032946688;1953714846817537572;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914959032946688;1953714846817537572;4;1706095060373206585;1;11168526203393472601;850417414;TlYK4kwW;83;17186851897945343128;1706095060373214926
73;63;12051;0;331;2FXIPTOL;2;0;416;1707914959035332608;9842411623554623575;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914959035332608;9842411623554623575;3;1706095060373602335;10;11843840829581024447;542212191;GqEFKPfa;247;16331540238724641503;1706095060373610570
73;63;12051;0;331;2FXIPTOL;2;0;417;1707914959063019520;6155100141391155717;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914959063019520;6155100141391155717;3;1706095060379508122;6;2945558865648825927;326226168;c7ErTEks;29;17777748628607101927;1706095060379516597
73;63;12051;0;331;2FXIPTOL;2;0;418;1707914959070113280;10923252993918318006;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914959070113280;10923252993918318006;3;1706095060381391081;7;599221141290792006;190979236;OWuMUARl;121;1244561038212449185;1706095060381399528
73;63;12051;0;331;2FXIPTOL;2;0;419;1707914959074039808;16047236455047559736;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914959074039808;16047236455047559736;4;1706095060382500221;15;14856448577337430452;105108297;wsz6vyvm;122;1257912296704820531;1706095060382508862
73;63;12051;0;331;2FXIPTOL;2;0;420;1707914959077945344;5629463660285139691;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914959077945344;5629463660285139691;4;1706095060383649108;5;7042496086212023554;225699642;Xfb8Zzuc;90;6758603886145200087;1706095060383657696
73;63;12051;0;331;2FXIPTOL;2;0;421;1707914959079524096;15335793652416627588;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914959079524096;15335793652416627588;4;1706095060384125525;4;18384001428968035733;955146857;VKWgPlGI;87;6799957710698565830;1706095060384134022
73;63;12051;0;331;2FXIPTOL;2;0;422;1707914959087461632;3406876217640937714;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1707914959087461632;3406876217640937714;5;1706095060386595958;2;12040987687517892953;138846668;AvklAyMK;10;16945790467486030792;1706095060386604277
73;63;12051;0;331;2FXIPTOL;2;0;423;1707914959098476544;5763217296943997285;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914959098476544;5763217296943997285;2;1706095060390375216;5;9092527515432583319;645935213;LnYSc5du;28;14866076535935278671;1706095060390383630
73;63;12051;0;331;2FXIPTOL;2;0;424;1707914959103972864;17355433953668656240;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914959103972864;17355433953668656240;3;1706095060392410573;11;9047854631385705500;48267691;949DGQNw;124;17531406919501261256;1706095060392419002
73;63;12051;0;331;2FXIPTOL;2;0;425;1707914959114208000;11911085462140914133;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914959114208000;11911085462140914133;1;1706095060396408695;4;14292416528206451044;515238894;IL9DhnVy;22;7280477923745392124;1706095060396417199
73;63;12051;0;331;2FXIPTOL;2;0;426;1707914959353348608;17556812292038654516;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914959353348608;17556812292038654516;1;1706095060400763579;7;15377728426477503403;783519657;kfFbenr3;49;6997955802851308324;1706095060400772207
73;63;12051;0;331;2FXIPTOL;2;0;427;1707914959359689984;6632944859879246366;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914959359689984;6632944859879246366;3;1706095060403585705;15;3869394196951646776;135619081;pMPQlSgV;105;13423195129026746671;1706095060403594069
