msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;symbolIndex;eMM;sequenceTime;SC_updateType_1;SC_updateType_2;SC_updateType_3;SC_price_1;SC_price_2;SC_price_3 
68;29;12018;0;331;2FXIPTOL;0;0;1819;1707914959372637952;16954977435434204696;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914959372637952;16954977435434204696;845948744;5;1706095059357413897;26;98;85;19;480;224
68;29;12018;0;331;2FXIPTOL;0;0;1820;1707914959392491264;3593680513900072466;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;14023083985803221550;Zn;cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J;tYG;369584988;0;1209581377;7;1707914959392491264;3593680513900072466;923345875;6;1706095059361794971;90;44;1;100;447;290
68;29;12018;0;331;2FXIPTOL;0;0;1821;1707914959403154688;6138127238146639057;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914959403154688;6138127238146639057;330454191;9;1706095059364258754;53;37;104;32;329;429
68;29;12018;0;331;2FXIPTOL;0;0;1822;1707914959426047232;9228114739572317453;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914959426047232;9228114739572317453;587677045;17;1706095059369847374;38;64;3;457;467;396
68;29;12018;0;331;2FXIPTOL;0;0;1823;1707914959450525696;14010050777020654311;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914959450525696;14010050777020654311;783519657;7;1706095059376364603;48;8;54;497;345;92
68;29;12018;0;331;2FXIPTOL;0;0;1824;1707914959452065536;7497173824099856477;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1707914959452065536;7497173824099856477;154123499;2;1706095059376780727;77;18;65;465;17;301
68;29;12018;0;331;2FXIPTOL;0;0;1825;1707914959473477120;14915110619840063904;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;18446744073709551614;gH;YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2;612;4294967294;251;4294967294;7;1707914959473477120;14915110619840063904;687165927;14;1706095059382883817;81;50;88;390;374;489
68;29;12018;0;331;2FXIPTOL;0;0;1826;1707914959499394816;2438552507705567381;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;1707914959499394816;2438552507705567381;650176422;9;1706095059390799573;84;59;51;61;134;57
68;29;12018;0;331;2FXIPTOL;0;0;1827;1707914959503955968;16230045158646206203;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;18446744073709551613;zt;NTlbszIfYkRHBibTNnBiPptZ1J17au4830es8zhgFQsp54vP3Cy8c0pZYI40w1scUJlVni;R9T;4294967293;0;4294967291;7;1707914959503955968;16230045158646206203;836350944;4;1706095059392244688;63;18;45;321;391;117
68;29;12018;0;331;2FXIPTOL;0;0;1828;1707914959514620160;14129042568320470177;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914959514620160;14129042568320470177;576024396;11;1706095059395700853;28;3;30;176;215;194
68;29;12018;0;331;2FXIPTOL;1;0;288;1707914959030590720;5791490453886967848;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914959030590720;5791490453886967848;768715101;1;1706095059338682333;87;8;92;96;221;232
68;29;12018;0;331;2FXIPTOL;1;0;289;1707914959032125440;10119792215931304776;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914959032125440;10119792215931304776;198284442;15;1706095059338873117;75;26;96;210;330;367
68;29;12018;0;331;2FXIPTOL;1;0;290;1707914959036747776;15854340821600311369;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914959036747776;15854340821600311369;840387731;11;1706095059339438352;77;90;54;300;230;227
68;29;12018;0;331;2FXIPTOL;1;0;291;1707914959047482880;7428894240878787405;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914959047482880;7428894240878787405;243374731;7;1706095059340826889;100;42;53;88;476;318
68;29;12018;0;331;2FXIPTOL;1;0;292;1707914959065893120;5871069459023119563;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914959065893120;5871069459023119563;83351337;99;1706095059343392301;67;102;2;421;410;88
68;29;12018;0;331;2FXIPTOL;1;0;293;1707914959094982912;13604406425825024136;K2CDW2FXIPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914959094982912;13604406425825024136;315339150;8;1706095059348008473;58;34;98;184;62;310
68;29;12018;0;331;2FXIPTOL;1;0;294;1707914959354273792;15455243141244055525;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914959354273792;15455243141244055525;648090412;2;1706095059353653951;95;45;35;89;196;51
68;29;12018;0;331;2FXIPTOL;1;0;295;1707914959360378624;7991817111342599201;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914959360378624;7991817111342599201;587146478;2;1706095059354877207;85;81;38;386;157;34
68;29;12018;0;331;2FXIPTOL;1;0;296;1707914959364980480;11081004720097327951;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;1707914959364980480;11081004720097327951;704352555;7;1706095059355823874;100;67;99;173;216;143
68;29;12018;0;331;2FXIPTOL;1;0;297;1707914959366529792;13097044756826918284;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914959366529792;13097044756826918284;407371549;14;1706095059356142962;9;65;252;487;435;18
68;29;12018;0;331;2FXIPTOL;1;0;298;1707914959377216768;1577499037209007360;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;1707914959377216768;1577499037209007360;921949621;2;1706095059358394474;103;8;64;14;386;224
68;29;12018;0;331;2FXIPTOL;1;0;299;1707914959415344896;7029706250515552006;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;2197614320122933494;FU;vBUR4ZtLzc4weT3I5Qv1F7Jz716ykLGw1gMuPydSZkOXznNMlY6xOjLmARFkXSTPDeCKcc;dbq;3442516015;0;758568016;7;1707914959415344896;7029706250515552006;944323497;4;1706095059367197862;75;19;39;412;281;200
68;29;12018;0;331;2FXIPTOL;1;0;300;1707914959419920384;8020902010897710270;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;1707914959419920384;8020902010897710270;636453490;5;1706095059368329234;60;54;53;106;476;278
68;29;12018;0;331;2FXIPTOL;1;0;301;1707914959432172288;9132726559271284984;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;1975843389352265188;41;temCwWKv3emBG9RQN9OsPNMxEHNFe7KX23N1RfbG0VsAxWikeY2uuk4I0vmDn4DRZUaY8K;x6f;2817915161;1;3089514342;7;1707914959432172288;9132726559271284984;927008545;9;1706095059371405052;104;38;19;200;278;292
68;29;12018;0;331;2FXIPTOL;1;0;302;1707914959442884096;4784711450322977694;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914959442884096;4784711450322977694;302074901;10;1706095059374266718;75;100;86;138;25;38
68;29;12018;0;331;2FXIPTOL;1;0;303;1707914959482635520;11383968877076170936;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;735870582654623346;BE;qUPQJFdet2tqfkZnBzE4fibDY4YKbdn1ADWcSBhfOfMWgRoj4PdwiQ1YNIaSE095MGkykK;9z6;2471500330;0;1795999533;7;1707914959482635520;11383968877076170936;641357936;7;1706095059385608009;27;34;50;232;267;104
68;29;12018;0;331;2FXIPTOL;1;0;304;1707914959507000064;8518234997315091488;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914959507000064;8518234997315091488;453799485;4;1706095059393192720;50;46;36;82;321;382
68;29;12018;0;331;2FXIPTOL;1;0;305;1707914959724050944;18059227824297694373;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;1707914959724050944;18059227824297694373;352622121;15;1706095059396708566;31;83;63;75;119;400
68;29;12018;0;331;2FXIPTOL;1;0;306;1707914959727140096;12687278126193568626;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914959727140096;12687278126193568626;768715101;4;1706095059397733489;9;59;76;326;213;456
68;29;12018;0;331;2FXIPTOL;1;0;307;1707914959733257984;17046331267517758054;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914959733257984;17046331267517758054;946518645;17;1706095059399759249;54;89;93;138;498;80
68;29;12018;0;331;2FXIPTOL;2;0;280;1707914959009861632;11557680154706023780;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914959009861632;11557680154706023780;526725252;11;1706095059336388434;17;18;107;139;278;282
68;29;12018;0;331;2FXIPTOL;2;0;281;1707914959013591808;5336214090252600509;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914959013591808;5336214090252600509;564169381;1;1706095059336733820;41;97;27;17;155;110
68;29;12018;0;331;2FXIPTOL;2;0;282;1707914959019858176;10817160191896138416;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914959019858176;10817160191896138416;225699642;17;1706095059337421052;45;14;93;140;402;233
68;29;12018;0;331;2FXIPTOL;2;0;283;1707914959024480512;549801794765879385;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914959024480512;549801794765879385;225974287;99;1706095059337958014;53;94;87;117;69;58
68;29;12018;0;331;2FXIPTOL;2;0;284;1707914959059778304;9161390229677361461;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;1975843389352265188;41;temCwWKv3emBG9RQN9OsPNMxEHNFe7KX23N1RfbG0VsAxWikeY2uuk4I0vmDn4DRZUaY8K;x6f;2817915161;1;3089514342;7;1707914959059778304;9161390229677361461;927008545;6;1706095059342505375;45;60;253;482;309;229
68;29;12018;0;331;2FXIPTOL;2;0;285;1707914959079605248;7319672215361326137;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;1707914959079605248;7319672215361326137;15674241;6;1706095059345495133;25;39;89;341;280;264
68;29;12018;0;331;2FXIPTOL;2;0;286;1707914959085776640;7423794454806728133;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;14023083985803221550;Zn;cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J;tYG;369584988;0;1209581377;7;1707914959085776640;7423794454806728133;923345875;1;1706095059346484087;25;60;18;346;205;148
68;29;12018;0;331;2FXIPTOL;2;0;287;1707914959088844288;5822810583109881489;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914959088844288;5822810583109881489;243374731;5;1706095059346983161;254;252;18;287;317;409
68;29;12018;0;331;2FXIPTOL;2;0;288;1707914959093443328;2111952081694853481;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;1975843389352265188;41;temCwWKv3emBG9RQN9OsPNMxEHNFe7KX23N1RfbG0VsAxWikeY2uuk4I0vmDn4DRZUaY8K;x6f;2817915161;1;3089514342;7;1707914959093443328;2111952081694853481;927008545;6;1706095059347746115;36;88;105;130;39;497
68;29;12018;0;331;2FXIPTOL;2;0;289;1707914959101114112;8271164909516676562;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;1707914959101114112;8271164909516676562;184047301;17;1706095059349070421;28;95;14;345;17;200
68;29;12018;0;331;2FXIPTOL;2;0;290;1707914959110330368;16200717305922250760;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;1707914959110330368;16200717305922250760;581937651;10;1706095059350732433;53;6;16;77;387;461
68;29;12018;0;331;2FXIPTOL;2;0;291;1707914959119507968;10848544961062170786;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914959119507968;10848544961062170786;703220993;7;1706095059352462428;76;72;70;176;235;43
68;29;12018;0;331;2FXIPTOL;2;0;292;1707914959351213312;6136328587895936575;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914959351213312;6136328587895936575;993224417;1;1706095059353057409;106;67;35;88;79;143
68;29;12018;0;331;2FXIPTOL;2;0;293;1707914959352727808;87617887517399666;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707914959352727808;87617887517399666;653494834;99;1706095059353355253;107;54;42;423;353;151
68;29;12018;0;331;2FXIPTOL;2;0;294;1707914959358846720;17538439010969976099;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914959358846720;17538439010969976099;993224417;10;1706095059354566217;24;91;41;315;123;182
68;29;12018;0;331;2FXIPTOL;2;0;295;1707914959363433984;15582984455580372378;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;1707914959363433984;15582984455580372378;581937651;5;1706095059355494503;106;29;11;198;381;388
68;29;12018;0;331;2FXIPTOL;2;0;296;1707914959406193408;7600809183981192171;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;1707914959406193408;7600809183981192171;418045634;2;1706095059364991509;82;61;55;113;65;416
68;29;12018;0;331;2FXIPTOL;2;0;297;1707914959410760960;11085610290846217887;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914959410760960;11085610290846217887;433085588;15;1706095059366091093;65;99;86;287;293;387
68;29;12018;0;331;2FXIPTOL;2;0;298;1707914959429119488;16366505043595646996;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707914959429119488;16366505043595646996;584621813;11;1706095059370608311;107;73;67;99;325;248
68;29;12018;0;331;2FXIPTOL;2;0;299;1707914959438293504;1013796787261608337;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914959438293504;1013796787261608337;587677045;2;1706095059373047011;74;96;86;371;244;454
68;29;12018;0;331;2FXIPTOL;2;0;300;1707914959456646144;3267312158344016261;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;1707914959456646144;3267312158344016261;650176422;7;1706095059378055032;89;6;40;80;332;277
68;29;12018;0;331;2FXIPTOL;2;0;301;1707914959458183424;8443456452252823103;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914959458183424;8443456452252823103;75493707;15;1706095059378486815;41;95;54;377;39;418
68;29;12018;0;331;2FXIPTOL;2;0;302;1707914959461232384;15291755049292161496;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;1707914959461232384;15291755049292161496;361376530;2;1706095059379351090;39;26;72;433;491;61
68;29;12018;0;331;2FXIPTOL;2;0;303;1707914959476535040;14122388828640230974;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914959476535040;14122388828640230974;784339346;15;1706095059383782488;104;58;34;490;179;386
68;29;12018;0;331;2FXIPTOL;2;0;304;1707914959488719616;7112149664196861360;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;16604201063603075126;C8;WTPQHMtC6OOssgUauml5HdbLjeYJcTxzShEdbz7us7BjAPTYkBOr5jhbH2t0C33otcERGC;nI9;2198488968;0;2497330175;7;1707914959488719616;7112149664196861360;116590120;15;1706095059387483904;78;99;65;451;136;390
68;29;12018;0;331;2FXIPTOL;2;0;305;1707914959511567872;17388399972214836474;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707914959511567872;17388399972214836474;136283212;10;1706095059394688860;89;3;19;54;281;57
68;29;12018;0;331;2FXIPTOL;3;0;282;1707914959038276608;8261188784137557067;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;17024290165148727136;0t;GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud;7hs;2333129586;0;4224521335;7;1707914959038276608;8261188784137557067;910422888;14;1706095059339628072;59;55;52;211;433;251
68;29;12018;0;331;2FXIPTOL;3;0;283;1707914959042916352;11053777598496778870;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;1707914959042916352;11053777598496778870;15674241;9;1706095059340222958;103;2;51;416;64;233
68;29;12018;0;331;2FXIPTOL;3;0;284;1707914959045960704;437704384064444707;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914959045960704;437704384064444707;876746933;6;1706095059340618881;3;92;106;431;257;462
68;29;12018;0;331;2FXIPTOL;3;0;285;1707914959058236928;12444592224688395528;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914959058236928;12444592224688395528;48267691;15;1706095059342287652;29;48;99;454;411;217
68;29;12018;0;331;2FXIPTOL;3;0;286;1707914959061316096;18153795647801972124;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707914959061316096;18153795647801972124;882027164;7;1706095059342725372;90;105;37;27;410;260
68;29;12018;0;331;2FXIPTOL;3;0;287;1707914959068942592;9037985835137260709;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1707914959068942592;9037985835137260709;270958719;15;1706095059343852224;40;104;61;467;75;16
68;29;12018;0;331;2FXIPTOL;3;0;288;1707914959078077440;11158650571248535341;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914959078077440;11158650571248535341;592228969;6;1706095059345255887;65;44;73;76;338;280
