msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;iD;commercialName;iMiFIDCompliant;eSMAIdentificationTypeID;iValidity;lEICode;positionHolderTypeID;positionReportingTypeID;reportingRegulatorTID;participantTypeID;transactionReportARMStart;transactionReportARMEnd;transactionReportENXStart;transactionReportENXEnd;aPAPreTradeStart;aPAPreTradeEnd;aPAPostTradeStart;aPAPostTradeEnd;countryRegistration;commodityPositionReportStart;commodityPositionReportEnd;lastUpdateDate;sponsoringFirmID;sponsoredFirmName;batchID;operatorIndicator
324;314;12222;0;331;MTXCREFD;0;;1914;1707914728057294080;7771136386837893910;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728057294080;7771136386837893910;lhSCDd1F;h2FI26MNQckxFITKfNAvWhoMMLayqB7GhvObBRAjO1vxw76blLy1rmDm1ZiIyE6uZ5yyKzERnzqPDUybxYOcvnhHZnWXDgTdPGrv;178;709889508656168438;37;adKujRCe0A7wh6RucZVt;3578746881730625962;442574311187328070;12745566494355096671;12;4492;7734;10265;12886;15860;18013;20885;23739;JMZ;26593;29465;32314;tdAhQZnU;2hLxPDEDmZtzXqQdrwUMEitdD1SJugcaekxIbO04Cn9Bl9lwNJu2t81JnWvG25Y3QjLWv3zTIHbw0IdYM7wAs2HPLfyG1y4mbSfp;1;78
324;314;12222;0;331;MTXCREFD;0;;1915;1707914728058104320;11493352625609479136;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728058104320;11493352625609479136;k3YQaWA8;nrJv6PBaTj6nkTloO5YA54PjKM9ZwX6PBhIFYoozRG2ocAgiXKf5pHENYwxbI6it0SDWIN7wKrBTZf3QtK92UYcAKo487KivSMT7;166;14562892313478776742;105;l2ThdZBvtOUN3RPoxyK2;11054700960904377041;13148228017977675109;14221856119479407024;10;15670;18788;21349;24014;26822;28941;31894;34640;qkx;37481;40279;43081;TFLqAUnU;6exfCJ2HWVUFcGSDSJZTL9EIxjZ0G1czyFKOuVodTbkQObcyuYnWPnYMKRQE3TwyFOfkDWt9p0q9K46fewbHmkroG5ZvEBTdZqBi;1;156
324;314;12222;0;331;MTXCREFD;0;;1916;1707914728058917888;8079606496483851894;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728058917888;8079606496483851894;LH94eoKf;r7jpiyiQdhmExhA3kcIM0nRRLfKTgPbo2wRx9aZSlyu0wClqBXj806jFtez8LQN2HDFd0dW8xcjwxfFYHtf9oXNtXsJCDpZGpLdE;74;12094697477959283156;153;SzO362gyElxqIsNMvMy8;10040763649213515153;3552690078112739532;4823502117034453258;5;43159;46387;48931;51568;54389;56572;59441;62354;2fe;65261;2604;5334;fBvbZG6J;EZIcPSBPD65xZSP370Z07dOMIanjmoTPWI1tOuaWpScrNyI1DWIHZd4d4K85t51kd90nTeeefudvcKEKNV1KbnCR0GJsyCP9Vasb;1;79
324;314;12222;0;331;MTXCREFD;0;;1917;1707914728059722240;7346361706056684765;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728059722240;7346361706056684765;25mVq2lg;0CoulrR2MKjRrUL9mKz9Eh1ekxWnDqRGylDeclTpLHzQ8G9sEi45khGeljA8Cr6ldofOif3PVg896A3whMImH9sGgoQxPEgWJLs8;160;18117375729025477941;181;msiCwF8n18s6ybPeEDGL;9310406967084314149;6043672664407701379;6696053551323154507;9;4540;7807;10314;12880;15789;18058;20947;23767;7Yn;26574;29446;32111;95LVAlf2;SITaRHlqNWVYwm2Wcno7x9xek9eJwKlW1eTgB5X3WvMpo7UjjW1QSRaHPMoHPLlOY3kYmBlxsvaqgpwPtHMbh2AHWweE4DVH5Vae;1;22
324;314;12222;0;331;MTXCREFD;0;;1918;1707914728060529152;1785353938315976114;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728060529152;1785353938315976114;YCHLMy8L;4rGb7EXpsoAV7JEjJAF3Wy3xqN4vA4YzAvVjMVghUbQX5aU5vpFSTpo4lCgy3hosaPDlTs7SN5KQobcbYmg7lift1ISn7X2xl5vF;120;17270646990103874103;55;EXN0SixClDZoZ7aCDkOf;8867533994295861295;15699241368869397485;4995969021255503814;10;40334;43529;46032;48687;51596;53693;56558;59403;s2m;62258;65127;2373;XAzo17QH;mIMmxtrRdQgetnMBveDfmiOeUoq4onFwmdySBIQpnl2VROFnDuvYvJiBozZvV0ArFdhRICW6nToIWYYodHETWzzrw0xRzKzcJgI2;1;200
324;314;12222;0;331;MTXCREFD;0;;1919;1707914728061340416;358370165561951117;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728061340416;358370165561951117;PUxoV58j;0LFTwY3hZv23k9awK2QzPerOFiN0YYhOedL3CdAInFUS1oosGU0vghNKzCJEd0WCKwM9C7OqARw2GQyusO39SjXGWUllzdsyaIcg;191;3208400688442830869;253;FZUTXTM8lZMfo5Rz72Fo;3354485874584858984;15683249386928056534;15433451557470581820;2;8787;12004;14463;17124;19954;22196;25046;27856;8G1;30773;33679;36487;wz9II38B;laZw0jSvEE9v4opJFVIcrpJj2lVPX6nV4V7EYV0DTauX7CT5z5wAzxnX5PQJhdQgHePc7ASCQQOxN6X9I62OL3VZRaSUEXqpuqqD;1;89
324;314;12222;0;331;MTXCREFD;0;;1920;1707914728062151680;8251408964294003747;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728062151680;8251408964294003747;PnwMvVDA;sEdwdXJou7zJRpfkJcsxc0s817Q0aRk2pYTUWyuhGStVgnKD0lMNm6ChR9Hna004cnskm2v9lD21wSqAYgNnJYU4SxVgYWAFz3xW;90;5918251929357423565;95;cI6PQO866hiTXU06eG7O;11517498729293883322;9406480828519680853;13501460763992639050;9;53589;56752;59189;61911;64787;1367;4270;7100;8Yn;9967;12828;15625;gAozirN1;NnQADwuX7SdEB7QWqES1xJ6ZBzicSexZ0OP2XEylQ0dTBAfdll2EwNpTgE6povFev8VxpT8nm1vgV6NqKyGm4R5NOkMvIv0S6LRW;1;37
324;314;12222;0;331;MTXCREFD;0;;1921;1707914728062959872;114500681091172229;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728062959872;114500681091172229;CQDMdf9B;9mBs7h4dKLFoxhuuHj3WIjznuhqboUk6nR5IzZUaPj6muyLkLek1ks8azgHwCoueCDb1leQCGBBErvwrQMxNA3u1WFzeppcjLpd6;63;8098745275644764375;;ZYFtoHMqxiAApNqvIZBB;5317648208431157708;13065852355312188020;14445869592308489866;1;36094;39288;41771;44325;47097;49226;52111;54868;JVq;57693;60580;63314;tZUf0jaH;aTSLv0DbQeuku0FPnMrYXaZZMvgaMebwLRtnOZ3ZMhFJ75HbXudsCpKeDpl4gC1PRlNy67Sm2ajuWxJKDNiP0mRsOqnT93cUJYvA;1;251
324;314;12222;0;331;MTXCREFD;0;;1922;1707914728063775488;2519689597659354509;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728063775488;2519689597659354509;SHq35BMc;fS0BNesNvfi1wZGNTajvpZA63cD4SwgjDVYNnJiFUeyKVsQ7ci7iGWSNboaDBXIyJS8TEXmS9obxTZJld5JRnN8tKjWuH3DOPA61;96;5100727019483742812;251;qH7AgRAeqLubZzeajxD1;11063160287662847213;16608493090327852634;14294113708316877632;4;32171;35377;37818;40410;43273;45352;48253;51074;dYS;54041;56974;59696;ySSBLy4F;3HO4SFRYyybnBvVsLRpd2uHbhoXvomIJh5HQOcF81dJI55KCK2semEOmU7C0wqbHXDJyiNkgdhfn634ZvMTfyqzLZr5pq6xyDxzk;1;231
324;314;12222;0;331;MTXCREFD;0;;1923;1707914728064590592;9016290881228505699;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728064590592;9016290881228505699;sVter6a5;kZWxlh9UcqOzlmg4i1bUo1UW4HtpVeHc0iatnOlSMBpRHvcJKnRPimcmhurjhyVk6Yyzjj3nBVrR3elkA0J4YO9XwwDmchpLzOoh;184;12053458753120094385;78;HKpfsZb7Bm9jNG2q0So1;1682886017148234646;1122492524325651419;3403702006403570502;1;26505;29742;32259;34918;37784;39920;42839;45672;PcO;48590;51430;54153;KibPegRr;yrViC4zNTEXDgJCGTMpg9o9phhbCu9I1JnS3LD8bZwH4eyBLWbW22RVWq7Mv1lom2me9mJSFSnWDTF120gJBKdxcgXIVTGvWUJwh;1;0
324;314;12222;0;331;MTXCREFD;0;;1924;1707914728065402624;2763958589346886260;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728065402624;2763958589346886260;mtrdhT9s;SJ9P0ft31jMzHXwnzUM35NIFsUmTdAybftuKjsC70GnspFBLGDhx7eZNP4MKbKosIN2gddNMvOWyhqFFXsG0fB5BLlerc3VpBlFE;71;15984365245276220155;195;L2TIJhtsfH2NsCvQLyj4;9263964416603897966;3684100300857832666;12170944289245692189;1;27591;30732;33284;35876;38748;40875;43773;46642;qwN;49516;52389;55093;6XldYTZF;4ncUnFGE7jToQ9fMGaucvh6wJT1U0RUao3hI5IhmH6edG18YceXYXAQtM56uJDIFUkA2hQqcO53C1OxzD3cwarmBCzErIu9dpl97;1;187
324;314;12222;0;331;MTXCREFD;0;;1925;1707914728066210816;9887055045232888146;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728066210816;9887055045232888146;IPAlfmFT;jjfXkRhm0Y8XEJUH4tt2iSVGjPBdg4jbbs3rDDAIbDYPFAbSheAqItk665GdkJIlEO0dcNoFtTdhXy7Y3ATGLokXy4v5UsK79U83;114;6454550615391780184;22;9qYy2lMOVoYe8IqBEhkq;226862822901894095;9211424012062991075;9531881281496141266;9;33366;36637;39190;41780;44761;46846;49728;52563;i0e;55552;58443;61140;8sPSfHkN;02XWlmRATR8U9Y2AT6qrXIj0atnveis6vAtl1XZtb7uZHa2PnnopFCOn49LgqrS3uNzuEOeAQS6So8k8f8ianxdGqqyxoI4I6uad;1;191
324;314;12222;0;331;MTXCREFD;0;;1926;1707914728067016960;877890132938755980;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728067016960;877890132938755980;Lh61iwAp;CRTc2cYuPa6ZAejXHhaSTEvMgz38SzyF0mp6fs2Z59sBLZ5Yd7Tvyo9554uTM5bm3d1MMpL62ilvAwzhA0IEcaqZHT7cOsethNUJ;31;4388349442068849896;213;3OmASKAHoww0eWB8EW4V;12116096069173061434;14763281224825058489;5969883836014427473;11;44141;47354;49820;52448;55364;57500;60363;63314;1jS;800;3730;6513;5RcYIhGp;JvzLyBNC9eSlPRjzzwMY0C9r4kIPns7GJ6jPjqKOSPqDdI7rBr0suvLeAs8ksCQFuiSlpoGrHrja5lftOSPtLvFOGpcvgb6omk9l;1;191
324;314;12222;0;331;MTXCREFD;0;;1927;1707914728067825664;14783992231803044358;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728067825664;14783992231803044358;fFJpKJdf;lvY2p5NPaYdNPZ7jSvkF1ICuRIoK502NZCqDytuTJ2BnqszlaWY41vaeFpbja9A2eghdr5h98xJxN6DTjXVbeKEcXemqby0ixi71;40;8760277612361378395;189;IHMLt5bjEqVSUy4oCKfz;14254211248165717272;4100435432816404505;7823524203865139869;3;61636;64908;1899;4502;7368;9587;12479;15378;oL6;18410;21232;23954;jNJfUp72;dD0HrwI3mMeddm7N3hEzAeS5gzZEdAuiKKvrHWFEWZSH4ZxYOn8hNgsiaXKnwRiujrvMmhuqQxUF1rDd0UodqiCjpgndTXG0eQgL;1;
324;314;12222;0;331;MTXCREFD;0;;1928;1707914728068634368;17343249088265010871;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728068634368;17343249088265010871;g3BdgE2c;z2dYTo96TmAMM6KKkx0kSl8E11Jo8XEKInYh4RmUDP1lCt7zmcxtZdEXeeuPsQMCVSNB3AMTCdKgMXiEsfP4Tx3LGHdhnkMd6lbc;97;5744131295674673315;119;X9lHj6zUqgCjGrL1rbM0;583785491236572737;8369702679897235100;5879590687027475887;2;17123;20340;22830;25492;28382;30533;33437;36348;vSx;39229;42107;44853;9eRBJqem;ciioJKGK1XFGos7OD8zBYqfgHxq3uHKkOjDV8IrKTa2mwrEOlobjoLc0PscLuXwSiavA18pnN7OcZZNMyDnr2dwOgDH0l38g9mrD;1;11
324;314;12222;0;331;MTXCREFD;0;;1929;1707914728069436160;15981454305582977034;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728069436160;15981454305582977034;0kGMNB7T;GQPX01Kqozebt5bn1GqfiqRyq1ytyXoxc4eCVX5p3gsJtcSf5pt7cr5uuA4n3qCc6bWceG1GcX95ZbaGZUzDtswen6yGpQrVVq87;137;4455173096245072658;180;4cDt5vRLTwUjfD6QYBHv;5536856933179608039;17535300325841026262;10104452557869005079;1;48945;52171;54660;57314;60104;62283;65207;2438;YHm;5246;8113;10858;qulD0was;NKgLXIuCfmlQpboowoe6ZOm8zxcBbjU7GclNHzuql1bZkc6bUlPH9eP6J1GrEdzpZWoJ3kQ7QaYK2LxniAJwLzs7xwH9kpVtqAGC;1;222
324;314;12222;0;331;MTXCREFD;0;;1930;1707914728070244608;7780052057488009635;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728070244608;7780052057488009635;er3r199q;6h2LNzueKa0wkhI4Gh3MWbn4IOTmhZorjzEzkeYzWKhdWcbvtpQsFRNd5YbAIZk6jFcfayDpM8wB6xMARquXjJvRJgIKBds9wtyP;156;489058361597742452;199;iJfFaI2DA6YHr58SnMuD;1961682397281479219;14455940718563343051;2654594685559635007;9;15811;19068;21523;24164;27068;29156;31946;34806;GRy;37758;40674;43423;DT9ghRA0;B8aoCJlNVERvcvDmBRqzfzEaD67XyaqDqhQQSelgTkyXuw0GCzYHZVwPe2zSWMI2WSjErGDVvDbnk2DNq89HOd6M1xaFYgYF8ssH;1;35
324;314;12222;0;331;MTXCREFD;0;;1931;1707914728071050496;16317958393715051937;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728071050496;16317958393715051937;bj9Fzsho;xEwqJUwnggaKSM7qvbWE02SkKOivCl4P4BqFN8cKLNO4nvGDuMU25pyuoXxzGD4FgajDz91QE4ckDvbUpJI7wmxmpaInMM3elDRx;195;2970561940135386422;100;1j7h5gTfzXXgIu3yQ0Vx;5877564772234274875;604293166067857652;10077214079998371412;9;54574;57832;60381;62996;349;2473;5351;8104;os0;10975;13812;16580;4prT7raL;Oh1QBtlFhCpxZzBvB0UV6ad2wQ3lelX89AgRNCw8M08s0CXJ5kDfsCtJuz69sehYOblfFo2CFqY1ZrQmEYQ7cAuA1xWmDvE60MEN;1;178
324;314;12222;0;331;MTXCREFD;0;;1932;1707914728071860736;1372492453949344387;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728071860736;1372492453949344387;tE7rZOGz;rgNoOcXuiTXwYZ9yA01fXhxnvi541APavhR4yZe4reg359sCgODRgMq4mxOzCg0JaP2mS5h33cv6YWbCd5zQ1MeKWq4CPz7EZOR1;253;1345397537843889891;160;CJV8nTTYKY7NioZLkCHL;7005358785230293317;6784984738846723997;5166849893234967112;10;29204;32405;34915;37549;40395;42518;45407;48279;UmN;51173;54019;56841;VCloUdEH;0iZEyJKGUUFxTDqm0z4VuwIDguBiTCefwHde8bjuv6cFh7C5EIwMuvY5s6Lv09VpTvuC9EUEY5CrM3Bw1290jJ4kq1e3LttdOjb4;1;96
324;314;12222;0;331;MTXCREFD;0;;1933;1707914728072665856;3820606703687225508;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728072665856;3820606703687225508;gMMOzIys;9Q9oWLAVG7SAxhPwtJVzyvwF8y5bXGS7oc5CQF58vQNG9qgvHtWZwgMSRi4uTLmfLaA3AURyE4enrSBLafRpMJjZQNPlGVo6wVCv;112;1881483504157755746;55;RoIIHBLx0EJ0ef913wXw;10455405263083323058;4219092886336175032;13234516602869268920;10;14675;17971;20487;23082;25894;28021;30875;33665;5xO;36521;39427;42158;uSm2hvzV;20SKa54hSPQOdOq3ou02k4MzEAJMJ7CrYxYDCi59IFOKEkt54fCOtmDHWcpKRYdSbSj6KzIan2YjnBqbJliK9eedTv8NRYGIpg0q;1;191
324;314;12222;0;331;MTXCREFD;0;;1934;1707914728073471232;13770696415708166710;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728073471232;13770696415708166710;kG0DrjTU;92QWXcWaptsHG3WIbcBR2N5WIEemjAErJmrRaVPjoXW2hy5GROttTZCzVUXcj1tXTiA0xuChkKrMs3RF6eK3OS2USSImqSp8OHHk;114;7574294460278445154;112;eDsXcCTyndO4yWqLWQPB;13256691640708782831;7815792998603119059;9442084697289533203;6;2978;6103;8583;11220;14060;16195;19126;21956;EKQ;24886;27715;30427;4hdmPmrM;oF29YRv0aEPVICiTNL4hRCLkaS45SnOv5WwRH0giIWRuan1pDnb9pg2uvjtlPOXtD8G5hL30NRBkod8wsxQezYaXoY19AVOpTz5b;1;25
324;314;12222;0;331;MTXCREFD;0;;1935;1707914728074274816;2197353130990110093;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728074274816;2197353130990110093;5TRVYfLM;EAQvIyQhnUeXzccr4Y27vgnilJBbQDywx2cziLzzDnVUyJE8KEyLR8R52A4uvarSccV5vQ8ubzmWuY8qvole0AmhBrcFmT0JzKqk;215;12125977701821893987;91;qZVTgWkTPkQ35TZP3rvY;6754909252129405698;9379919753850222456;12379001166856864944;3;2998;6166;8644;11195;13991;16061;18887;21630;NCv;24503;27356;30088;LQCe4SMF;NfqTQWIOquc8y0YcMCr7zZGzBORqWfN1t889nvvdp4tSGVQuhkLGQPHibUpkNI3Kh1zLH9jmYwd7ZKVO256nwsU870dmQEm7ux6s;1;144
324;314;12222;0;331;MTXCREFD;0;;1936;1707914728075079680;9874242942797022566;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728075079680;9874242942797022566;iaCdmaxS;ByyDK7XCnlpc1zkZ5He6Ln9rGLiazYkFULRMdZaqVyj8lkV0757Bh8zDNHU1tzMKq97QoRsUFxVhfVunHc4nRo7iRSgetBWFA5Tw;102;9261489576720917755;156;LugMCR2uVqZ2MxBWOHk6;10954233367986939587;3890301928547519748;4479518556397046688;1;5450;8643;11130;13688;16563;18729;21633;24508;5ic;27420;30285;33030;7NDxA3jW;OQjoFEqXgwTV5HE4lwUDelT3kLZYKSGKtcs4B9wvouy14s9Q7t8kBwK6kLonFgDYwzBiMTHxXtRfbfFtQU2YLJiGjn3bTwYLgZ0I;1;187
324;314;12222;0;331;MTXCREFD;0;;1937;1707914728075893504;12118079134894225335;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728075893504;12118079134894225335;jbSx0o5T;nmHnfNyFrEBTBhqXpFo3CRdX8anL2sTW78DoiWOgjPcXWWiAQlwOftVanFP7cdK1wwJU4zYw2EUZwxK7NBJ5eCjWh2tKmQocxFQU;248;6938459188542926992;166;eBg4hd5WVL6gH108tPat;4455333781688849869;15663040129511897105;7086868614457896814;7;10883;14073;16634;19265;22030;24134;27067;29824;mrA;32687;35579;38332;QhvOK986;6tFlJrpXkgdHmTSGKtHLXi0T6RX55dljbSuseldGPU9j9gFzuwuB9E5PuOHx0RjPBYvV3IGsml9FHWGWKCMMDgctPhgmYCw5hx0D;1;78
324;314;12222;0;331;MTXCREFD;0;;1938;1707914728076698368;2175095507833338072;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728076698368;2175095507833338072;pXWQkX1q;Vj1b42qWrV919kzCRFJJyJtbzdJpEg9pyb39BccOBXvKAxNifwGFfm3xL4ifC2mACIqgBpDQ0MqqSYgeanAwOC23Ai2X9sbVvFoY;159;408080271749291199;124;u55hX97jdpZvosj99EY9;7510569880212854397;6945676403034321442;12341523140536651057;3;23974;27121;29563;32158;35022;37164;40125;42931;nxa;45902;48834;51533;SuXo4onX;6yPkkNA6HFyZFiV2qizf7JGDyEX3dl0FbNl7KViD1u1qkPFpMSCT7AOSDiQsN8XFZjYInViIlRJSTEDVhVn2rhRso3Sk523ODZNN;1;240
324;314;12222;0;331;MTXCREFD;0;;1939;1707914728077496576;12963746707657589637;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728077496576;12963746707657589637;GNGw8KYc;HSgr7Fj1SGdomHQ6CPFCBqpn39oaopKmQUqnBGuI1dD2kX5VUNbqcoQVfiFnCuJxrqGnLNfL1JAKAIuN8fhKdt4DEV2Fsira8U8N;51;12482716912957945898;133;d571ni1mZVCvIyH1WmWN;14499365567877956008;16985714942527237136;6314767654256530442;3;40795;44012;46518;49144;51946;54017;56914;59733;eeF;62630;65451;2618;SlhvN3uM;u92eg59Cy9qjshdDsplOB9O7Aaq36BkoxBYC7jvSJg2fEOrgNL21QwhQ6s7fqPX4XWkPLSXCSXE08aJHDPNRkoQpAC1FEW372mcn;1;48
324;314;12222;0;331;MTXCREFD;0;;1940;1707914728078302976;7065084180442798938;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728078302976;7065084180442798938;pyPUD1nP;9OgjJD0JB7g0TY2FilX1elvRYEWcMH7ZQb4MZJ2nSI3dj4kAAlJozv5fwi8gvxyJTqzqxE2UeVRfEZoWDWwPvUtP9gjroRH2yXMu;77;1116290875471964153;168;9Lp6xFiBtrzfimK4YfWb;9320834239803719803;17536390560256641976;10089506694134411630;10;2353;5563;8025;10627;13547;15624;18491;21487;TcK;24365;27216;29898;nkrdkTZm;8jqFHz8eOuE8Eq2F0TFRLPZLP5Ors7VIgWL2aEskt4POED8LIKAamBpKYDSSvjy2gVBYRPseX2qz5Z5gqUwC5D1qpLJoTrQlryCa;1;222
324;314;12222;0;331;MTXCREFD;0;;1941;1707914728079102464;1815534655112834287;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728079102464;1815534655112834287;CqXgC3Fw;Ld0rYWaae2XpdvA1SMANPQVnUy3IH2YtShahxogduMB37jQvgODSuzHnoj7S62LIJ5SLqkPFSelu0iouA8OGBCT7QrS8e0Ud1PAl;101;5379864178905875054;122;EfjDEvH2wO6LeNeuNGCZ;1175347584842029064;17996992896033507147;11096498519357772038;6;30620;33892;36394;38955;41800;43918;46811;49590;6o2;52438;55239;58037;Z0GOeMXM;atIDT2hxzvWqTECtXhWlKWwOnaSOdbbiJ4Jp4ds8fjtOPu0XV2YjtE4NHeHkvyLfcRFndtZQ5Fb6SulkGdBy4k5bTMUKBm468gUY;1;195
324;314;12222;0;331;MTXCREFD;0;;1942;1707914728079909888;7062814970690427040;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728079909888;7062814970690427040;VQ0Uyp5U;5TVUSXCeyVGs9eTqJNXjDkeIGg5EKgS16nABc0nE2xYPQaxx9rqqN0Ud8Vh6vyTxe0RLxWvEItgTD8rNgKSr74U4Vr54moDCUWp6;154;7272465295675041616;219;07xLCufbl9BmQfSQ02xV;11338684296582489803;11213609272306064994;14478499829901546864;7;59373;62584;65183;2301;5226;7346;10261;13129;ZMt;16036;18925;21694;pcOu2s5N;Zc647c18XHQYS8TZMh7nsCNVrM6xGkXPpuyU2c2dJ1QxFUsHdMdvwRdkwHO3XGGkohw2y9UeW5uQwpdhHzMVVd1TTIuOIMRHchs0;1;25
324;314;12222;0;331;MTXCREFD;0;;1943;1707914728080719872;2114361702587745233;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728080719872;2114361702587745233;Ag9rOUxl;2o10hO1O6i77zSNvCUW2Y1rHPCy1vQQYjIQtQJAX4ywgSdRd0mNm6QcjR1tO10gmsCcR7hBFt8G0vJjfyJT4Ds49QQfLnrf8aXW0;21;11603183305882490542;147;7tmENz03LjldYYtk219d;15145005107527296517;2245847195442761257;4771873435646985936;1;35356;38586;41083;43687;46564;48772;51648;54518;x2T;57455;60326;63129;Y3N07td1;9sGRr85SpMETlVWXJYt6FVRgKhoOAy4lu109CzFH6a4cheXi1EloXgnMnU9VdPkclODG70qouu9y3lAZ4co7gFiDK0v463FtUkYg;1;81
324;314;12222;0;331;MTXCREFD;0;;1944;1707914728081522688;10501513106069223880;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728081522688;10501513106069223880;KjMeDsqR;DBQqIE8NpVQGET4ubbpRVpIIa5jKjmaE5lNOSyqftmZcNqMAROT0wLyHvl2XQeQWFNO6Qmz9fnHalfFVsLx4iqBiWQsqyfgyxS8Q;116;10119016156047325479;224;Cd3bMajhZO9x1pLziwXe;2277514896848255835;8166202135698932001;6446886021609979207;11;17258;20492;23008;25631;28463;30660;33530;36475;9Co;39438;42273;45066;tzdKTNjD;bR11xaI5l4xLofz9wr9Lv557ewSMK6RynLqLA35rurJmI0c2V78N8uxiXzWdaIfbnbBQ3XxONpx5zV1SthwbOH1iCCa9ih8lYiQE;1;253
324;314;12222;0;331;MTXCREFD;0;;1945;1707914728082325760;7424977825788559560;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728082325760;7424977825788559560;0Yuh5Khb;MyH50zM8J6AAeahujU7C44qsw00OZJVnE39BdcCcAnLHyZgf89y13zDUjtvPRc35TJhaBHHOU8NxDg3YMbZfvatW56mObtd0bCNX;212;7836402695273042563;140;8f7iyUd4vg0Fh7V2bTjo;3432208039138522028;5477484033006117397;11843937488445812991;7;62205;65359;2320;4988;7820;9985;12849;15718;bmF;18745;21678;24383;Dvhw1MR1;7OPf05VpBE6CvEN4yODivmGCiE5d9Xchb0E528OosJ6vNPI61x3JUOItyNr6p75Px4bDrRky8X0WMpABYXPLceJY7c6skWFfqdEP;1;129
324;314;12222;0;331;MTXCREFD;0;;1946;1707914728083137792;2708962713783682526;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728083137792;2708962713783682526;dQOP0Y1U;RvWH69Iw2pAhGk6AhuOAaDDnLOfU7PjQsUv1ldPTYueGYNWw1iaQxFW8kxjMJdv3IYdkSNizDvDX44Z66NX4nn7equ7KTFIRt8fk;177;13710383107480506716;205;qZfTZmHf0t1G8AwGtGmK;5644907712903225600;15771037550748236793;6454899137923841008;10;55510;58833;61331;63969;1349;3525;6409;9358;F3A;12279;15181;18045;v0tBZkaJ;eahXFLT3CEHiXtfxGaDMvQFrt4gmHrAZwELPAXWnFtqTDSPrfBJhUXzBoJro7IR4efzT9AdZLUqYUBKcPFcOrsUDpP1oZ56Pktx4;1;188
324;314;12222;0;331;MTXCREFD;0;;1947;1707914728083942400;7797296495004872180;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728083942400;7797296495004872180;6VKOpSIt;Fe0N6e3I21lvLd6Hy4zIu8K8v3AvwUZFuTf8cjWlpGpgixgeWISPWsfulwfWMmxJv1Z6vJ0N3JacXbXbnJVD4tsrOqumOswMx1rh;112;4599535274249967632;194;uuKOTGIFkBCmWjwWQ052;17901564302549151021;4427085749434626016;13769638996323592337;2;57818;60981;63483;594;3405;5612;8472;11328;MIn;14232;17090;19910;P9hTrdYc;igYV5kLw3hjus22ORdByJ7kSt8RFBv2HycIQnNw2YTXpJY1B3OvIeFGKSbyZqKWwykNc7OKGKRemd7ENHw1v9L2oSl4KtX4Zlbb4;1;94
