msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookIn;bookOUTTime;eMM;eventId;orderID;orderType;timeInForce;stopQueuePriority;symbolIndex;sequenceTime;orderQualifiers 
86;76;12017;0;331;2ETFPTOL;8;0;240;1707914930419971328;13402393985034931550;K2CDW2ETFPTOL04;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914930419971328;13402393985034931550;13;6;0;11;1706095059334442375;1706095059334444491;2;1011557543598199073;8382351511751855496;1;3;339245318091256255;315494969;1706095059334459608;1
86;76;12017;0;331;2ETFPTOL;9;0;213;1707914930017029632;15878126903777232731;K2CDW2ETFPTOL05;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;1707914930017029632;15878126903777232731;15;7;2;19;1706095059265361480;1706095059265363615;17;10701373232371010355;17034543773915546891;6;2;16206097347735359648;958972949;1706095059265378888;2
86;76;12017;0;331;2ETFPTOL;9;0;214;1707914930024301824;15044717611709580844;K2CDW2ETFPTOL05;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;1707914930024301824;15044717611709580844;3;5;2;20;1706095059266591419;1706095059266593597;4;1211228320057184766;14886057948974610181;7;3;7535485851534204793;955011091;1706095059266608503;2
86;76;12017;0;331;2ETFPTOL;9;0;215;1707914930029916928;15316587037705868691;K2CDW2ETFPTOL05;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914930029916928;15316587037705868691;8;1;1;15;1706095059267696923;1706095059267699157;99;600165959423002080;13774216866313620544;12;8;14878914950722985120;526725252;1706095059267713816;1
86;76;12017;0;331;2ETFPTOL;9;0;216;1707914930045189376;1235191190485129957;K2CDW2ETFPTOL05;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707914930045189376;1235191190485129957;16;3;5;5;1706095059271328759;1706095059271331047;15;16420136992225583634;18108936578599146110;6;6;9095626623398587305;25531303;1706095059271346334;3
86;76;12017;0;331;2ETFPTOL;9;0;217;1707914930047592192;15849091968504640304;K2CDW2ETFPTOL05;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914930047592192;15849091968504640304;15;8;4;24;1706095059271987942;1706095059271990228;99;4789644835386524639;1935792650940730342;7;1;12391321464986480847;782873053;1706095059272005529;5
86;76;12017;0;331;2ETFPTOL;9;0;218;1707914930048398080;6395070861383465927;K2CDW2ETFPTOL05;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914930048398080;6395070861383465927;18;7;4;16;1706095059272211938;1706095059272214144;8;6746773204389492084;13581406256211903019;12;6;6000318057853023210;125257059;1706095059272228984;0
86;76;12017;0;331;2ETFPTOL;9;0;219;1707914930049994496;10766188147802960398;K2CDW2ETFPTOL05;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914930049994496;10766188147802960398;13;4;3;2;1706095059272667288;1706095059272669616;14;4480383311161738109;2209328811679427563;12;7;692512316811673699;782873053;1706095059272685053;3
86;76;12017;0;331;2ETFPTOL;9;0;220;1707914930053213696;13102707866609653871;K2CDW2ETFPTOL05;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914930053213696;13102707866609653871;6;2;2;11;1706095059273614523;1706095059273616748;10;3313834164549085077;2257302315970826590;10;5;13035475656584234369;317605844;1706095059273631765;5
86;76;12017;0;331;2ETFPTOL;9;0;221;1707914930059638528;16509011089113421821;K2CDW2ETFPTOL05;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;1707914930059638528;16509011089113421821;7;1;5;8;1706095059275860683;1706095059275863212;11;9644987322787582351;5858480954107773807;13;1;16296863371650108476;51267762;1706095059275879091;1
86;76;12017;0;331;2ETFPTOL;9;0;222;1707914930062857728;12065695370180902639;K2CDW2ETFPTOL05;MTAA;DSS_CDW_test;7;7;7;18446744073709551613;zt;NTlbszIfYkRHBibTNnBiPptZ1J17au4830es8zhgFQsp54vP3Cy8c0pZYI40w1scUJlVni;R9T;4294967293;0;4294967291;7;1707914930062857728;12065695370180902639;1;3;6;19;1706095059276964850;1706095059276967006;99;1947358855777043739;13199833513801800474;10;5;4514718813970254421;836350944;1706095059276981811;2
86;76;12017;0;331;2ETFPTOL;9;0;223;1707914930079603456;2763324843238826952;K2CDW2ETFPTOL05;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707914930079603456;2763324843238826952;8;8;2;23;1706095059283313007;1706095059283315120;2;5574603020768967767;911502851416865535;7;2;4509093207112837287;56973008;1706095059283330107;1
86;76;12017;0;331;2ETFPTOL;9;0;224;1707914930088366592;11631125104080502830;K2CDW2ETFPTOL05;EXGM;DSS_CDW_test;7;7;7;12369365502866502262;yp;Bif62lLmaxmwv5WSDVLqX1246SlTdVDRbRl4rFJi0pEe6wLFagE8My6OsbFa5j5vjUAqie;jEL;4083509881;0;2262818496;7;1707914930088366592;11631125104080502830;15;3;6;24;1706095059287116158;1706095059287118266;6;8915574267093520632;3778507867731037021;12;8;15449281864711146625;365314678;1706095059287133574;3
86;76;12017;0;331;2ETFPTOL;9;0;225;1707914930092344064;14810057622980825844;K2CDW2ETFPTOL05;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914930092344064;14810057622980825844;8;8;3;0;1706095059288949708;1706095059288951716;1;9674089706127497367;11316968008649985619;5;3;11907919829612792969;355525551;1706095059288966295;1
86;76;12017;0;331;2ETFPTOL;9;0;226;1707914930096342784;10890965195333487044;K2CDW2ETFPTOL05;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;1707914930096342784;10890965195333487044;21;1;4;11;1706095059290852227;1706095059290854437;10;5865601189945480077;4972970365657057337;6;1;7949259914969789802;449655990;1706095059290869146;2
86;76;12017;0;331;2ETFPTOL;9;0;227;1707914930102714368;7373675993944205522;K2CDW2ETFPTOL05;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914930102714368;7373675993944205522;23;7;2;6;1706095059294030607;1706095059294032875;7;18331653149185905467;7380480523275975952;9;7;13776630292525852916;326226168;1706095059294048247;0
86;76;12017;0;331;2ETFPTOL;9;0;228;1707914930386444032;12885363355477500975;K2CDW2ETFPTOL05;XMOT;DSS_CDW_test;7;7;7;15023251686796296357;af;eI1j6ELUrT9kUUqko3URXItVqSEo6Zig5PEzGLKxVPKm7tcBz3CK82IPaD1K2k5ZCBK50T;0PJ;3631577752;0;3559875488;7;1707914930386444032;12885363355477500975;12;7;0;5;1706095059310928493;1706095059310930729;14;963834475540771544;18169165143410631314;12;2;846571298195924235;361807266;1706095059310945690;1
86;76;12017;0;331;2ETFPTOL;9;0;229;1707914930394440448;9188855606829064255;K2CDW2ETFPTOL05;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914930394440448;9188855606829064255;12;7;2;20;1706095059316068890;1706095059316070940;1;737208255274123581;2281663719604580828;4;5;8966432628991186262;906768783;1706095059316085631;0
86;76;12017;0;331;2ETFPTOL;9;0;230;1707914930395237120;17482751285850312714;K2CDW2ETFPTOL05;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914930395237120;17482751285850312714;22;1;7;2;1706095059316598409;1706095059316600761;5;3757627191829529360;8192095829682126530;11;1;17364039059064877064;137559582;1706095059316616091;3
86;76;12017;0;331;2FXIPTOL;0;0;1786;1707914959009140736;7691050135704035071;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914959009140736;7691050135704035071;2;6;0;15;1706095059264881956;1706095059264884377;5;2042153113156514212;11595622857378643275;9;2;850489378999961242;515238894;1706095059264899790;2
86;76;12017;0;331;2FXIPTOL;0;0;1787;1707914959011651072;15607748969587812547;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914959011651072;15607748969587812547;17;5;6;8;1706095059265239150;1706095059265241195;4;3898927249163934278;3863820764851511330;3;7;12415874296572009531;542212191;1706095059265256458;2
86;76;12017;0;331;2FXIPTOL;0;0;1788;1707914959020616448;15502165380368835555;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;1707914959020616448;15502165380368835555;6;5;5;12;1706095059266741818;1706095059266743908;14;10323191549940080441;1258520702597643943;4;2;3365295820600838855;184047301;1706095059266758701;4
86;76;12017;0;331;2FXIPTOL;0;0;1789;1707914959030449664;15404063673995948350;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914959030449664;15404063673995948350;12;8;6;17;1706095059268745991;1706095059268748015;8;5638946454050515973;7361140141176485542;7;6;15545594810315645127;682402479;1706095059268762856;0
86;76;12017;0;331;2FXIPTOL;0;0;1790;1707914959047540736;6831179046219502196;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;1707914959047540736;6831179046219502196;21;5;2;4;1706095059273138799;1706095059273140922;11;9551349545236321108;3622297879667585361;4;10;2431646990667385123;255231752;1706095059273155437;5
86;76;12017;0;331;2FXIPTOL;0;0;1791;1707914959056436736;6723553493936370307;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914959056436736;6723553493936370307;21;8;2;10;1706095059276144593;1706095059276146816;1;2883925508859185899;13929026356155428284;9;1;6392174352432884157;515238894;1706095059276162243;4
86;76;12017;0;331;2FXIPTOL;0;0;1792;1707914959080357120;16660583857757391267;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914959080357120;16660583857757391267;12;8;1;12;1706095059285349387;1706095059285351543;9;16583655036880159973;10197866761610500295;12;10;6372804586933248599;433085588;1706095059285366549;3
86;76;12017;0;331;2FXIPTOL;0;0;1793;1707914959081143040;6271990881018964018;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914959081143040;6271990881018964018;3;5;1;12;1706095059285699380;1706095059285701448;14;1897602584816098864;8713009193664025099;10;0;536399315637342201;330454191;1706095059285716380;2
86;76;12017;0;331;2FXIPTOL;0;0;1794;1707914959087505664;12330969657024410322;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914959087505664;12330969657024410322;2;4;7;11;1706095059288576233;1706095059288578410;2;2563899252245616965;3170496926272586708;1;4;6261335940484249755;45567501;1706095059288593293;3
86;76;12017;0;331;2FXIPTOL;0;0;1795;1707914959094686720;11574354293703771201;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914959094686720;11574354293703771201;9;4;4;5;1706095059292024205;1706095059292026405;14;5230295683032906394;12031157292948595676;3;0;16501751554692073497;225699642;1706095059292041398;3
86;76;12017;0;331;2FXIPTOL;0;0;1796;1707914959096291072;5338327210847494186;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;4464391562571660486;Ro;8R93JgLqtgUOQf7bYc4l0UTfmVaeZxnvCTxmveY8dOMhc1eZ4Z353awpQ32mgWieFYrObR;1Ft;3991807441;1;4244207925;7;1707914959096291072;5338327210847494186;12;3;4;9;1706095059292819546;1706095059292821850;8;15806960440862651032;6352305950164446684;11;7;4549615882430600793;611076622;1706095059292837014;6
86;76;12017;0;331;2FXIPTOL;0;0;1797;1707914959101047296;9441347995298411689;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914959101047296;9441347995298411689;22;7;2;20;1706095059295265441;1706095059295267749;8;16558020468849783424;1082386085559978893;4;5;4091025692022094242;366139516;1706095059295283072;6
86;76;12017;0;331;2FXIPTOL;0;0;1798;1707914959102673920;17543928523117530564;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914959102673920;17543928523117530564;7;1;0;11;1706095059296107406;1706095059296109574;1;14743813104000394300;17976944813103073179;3;10;6718198370447719096;135619081;1706095059296124306;6
86;76;12017;0;331;2FXIPTOL;0;0;1799;1707914959110659840;8172871146141551249;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914959110659840;8172871146141551249;20;3;3;22;1706095059300004223;1706095059300006391;99;17977795225345090756;7306697561590448268;8;7;3594644614735701407;571771961;1706095059300021006;6
86;76;12017;0;331;2FXIPTOL;0;0;1800;1707914959116272640;17929930514208273240;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914959116272640;17929930514208273240;3;4;1;19;1706095059303181579;1706095059303183880;1;5409747305991194976;15960966459670970615;13;7;2041570838254050074;372840;1706095059303199300;6
86;76;12017;0;331;2FXIPTOL;0;0;1801;1707914959351856640;2078114476087872645;K2CDW2FXIPTOL;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914959351856640;2078114476087872645;16;1;2;0;1706095059306972778;1706095059306974815;99;15104762696846697916;3312325926120487598;8;10;16675482393300601745;624214946;1706095059306989679;3
86;76;12017;0;331;2FXIPTOL;0;0;1802;1707914959365479680;302500258348521875;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914959365479680;302500258348521875;21;3;6;11;1706095059315556924;1706095059315559154;14;2035600412260562655;5925267096291336787;12;10;10958472882703026951;137559582;1706095059315574313;2
86;76;12017;0;331;2FXIPTOL;0;0;1803;1707914959370266368;14157552093237970782;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914959370266368;14157552093237970782;13;7;3;5;1706095059318765729;1706095059318767927;17;3788072065628249659;15599571671551352279;1;6;912733797488587953;685651177;1706095059318782957;3
86;76;12017;0;331;2FXIPTOL;0;0;1804;1707914959374274048;8749964989746840555;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;1707914959374274048;8749964989746840555;16;1;4;16;1706095059321513558;1706095059321515795;5;17147387646084764746;11516305243793153773;5;2;18126604448573340254;282931915;1706095059321531306;6
86;76;12017;0;331;2FXIPTOL;0;0;1805;1707914959377469440;283531674036067968;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914959377469440;283531674036067968;9;7;0;6;1706095059323770185;1706095059323772391;9;733557975782088056;1038659604254625800;12;5;2181621507790538600;685651177;1706095059323787391;5
86;76;12017;0;331;2FXIPTOL;0;0;1806;1707914959391095040;1554616308664070930;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707914959391095040;1554616308664070930;16;8;4;17;1706095059333828759;1706095059333830964;7;16372435239968319750;3850951425577820309;2;0;6173577486498641410;20640451;1706095059333846198;3
86;76;12017;0;331;2FXIPTOL;1;0;262;1707914959003941632;16659979722454922136;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914959003941632;16659979722454922136;11;4;4;24;1706095059264169942;1706095059264172571;10;18088682759000709463;16449412626849376486;4;0;8728139636791194010;179555593;1706095059264189860;6
86;76;12017;0;331;2FXIPTOL;1;0;263;1707914959005879296;17804485306759967205;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914959005879296;17804485306759967205;14;1;5;0;1706095059264436827;1706095059264439161;7;13850450636680241325;10637769796331787016;13;6;3388307753723424872;376270613;1706095059264454495;4
86;76;12017;0;331;2FXIPTOL;1;0;264;1707914959017275392;804926329052291350;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914959017275392;804926329052291350;4;5;0;11;1706095059266160930;1706095059266162981;4;18235591793434844579;15362983689753350106;12;2;15476951367014110258;889615201;1706095059266177697;4
86;76;12017;0;331;2FXIPTOL;1;0;265;1707914959021430784;2707914121829293452;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;17043361403996190271;4U;r66rDYVT9Cmm7bkyTMvRwXab2u4rVV4wuJp606V2W4xOBpbR3skiWkVnGrrXT3L01r5qDM;g6S;2209958177;0;89384945;7;1707914959021430784;2707914121829293452;1;5;0;3;1706095059266892288;1706095059266894511;6;12380700724505726107;12684859878738631028;2;10;13363850262243697411;785304035;1706095059266909499;3
86;76;12017;0;331;2FXIPTOL;1;0;266;1707914959040335872;1550055875305941924;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914959040335872;1550055875305941924;3;2;3;3;1706095059271117024;1706095059271119081;15;16577385857366726124;10732575011211874933;9;8;13723901618531693207;896742034;1706095059271133820;5
86;76;12017;0;331;2FXIPTOL;1;0;267;1707914959060446464;12422289877829324831;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914959060446464;12422289877829324831;15;1;6;17;1706095059277516817;1706095059277518992;99;15412033421305988793;16843180691829773406;8;5;3408555799284628609;354837546;1706095059277534112;6
86;76;12017;0;331;2FXIPTOL;1;0;268;1707914959062045184;8946512171187842468;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914959062045184;8946512171187842468;4;5;1;23;1706095059278083538;1706095059278085731;4;9679191661783349010;5878800442475336838;7;3;13046165122252083250;703220993;1706095059278100122;5
86;76;12017;0;331;2FXIPTOL;1;0;269;1707914959062836992;6686893781407271580;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914959062836992;6686893781407271580;2;1;6;10;1706095059278367805;1706095059278370065;7;13168505954035341152;11537679869188213762;9;6;10497139570676222671;608805387;1706095059278384937;5
86;76;12017;0;331;2FXIPTOL;1;0;270;1707914959066019328;16347017698905167414;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914959066019328;16347017698905167414;23;4;3;23;1706095059279541273;1706095059279543289;14;15892054639434660932;14977178319122191103;12;6;9937717262924251272;722112170;1706095059279558229;4
86;76;12017;0;331;2FXIPTOL;1;0;271;1707914959077974272;14094271397672408098;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;1707914959077974272;14094271397672408098;13;7;1;22;1706095059284314767;1706095059284317044;11;670687321335504293;13070410241721266400;8;7;14475914505910797128;177707962;1706095059284331921;1
86;76;12017;0;331;2FXIPTOL;1;0;272;1707914959079564544;5716135278426077165;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914959079564544;5716135278426077165;19;7;0;17;1706095059285004276;1706095059285006578;10;2986338727738697754;1376994229957857665;5;10;11009688094362097622;137559582;1706095059285021762;5
86;76;12017;0;331;2FXIPTOL;1;0;273;1707914959093885696;5495085807995424355;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;1707914959093885696;5495085807995424355;23;2;7;11;1706095059291628985;1706095059291631152;99;151740697318964236;13209030909948063633;8;7;9404428335172739725;941734235;1706095059291646371;4
