msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;instrumentGroupCode;tradingGroupName;optiqSegment;defaultCCPID;closingPriceType;nbofBestBidsandBestOffers;vWAPPeriod;cCPClearingType;patternType
200;83;12233;0;331;MTXCREFD;0;;3617;1707914795568932608;11777948549930155552;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795568932608;11777948549930155552;1;Qm;AnXmQPeupY3ipQ8R6Qaz924ttt3Jj8e3RhITMYtiRolx6MEoeB;14;9;232;217;3360506583130990537;0;1
200;83;12233;0;331;MTXCREFD;0;;3618;1707914795571998720;14161944721567939616;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795571998720;14161944721567939616;1;ep;naTpOS5eL7TGcWvERMLUnXDy3EASYcSpGey8kJskmDU43t60Th;5;7;229;218;235093995677653570;1;2
200;83;12233;0;331;MTXCREFD;0;;3619;1707914795575084544;2204766551472952906;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795575084544;2204766551472952906;1;ur;zTSaq6tdVrZsZmRDMF3y47WcBZvY3cKGzkjMrPGlfUwuOC9FUC;4;5;32;252;16482771679611829666;2;2
200;83;12233;0;331;MTXCREFD;0;;3620;1707914795578166016;621365489775854816;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795578166016;621365489775854816;1;B0;01BRJnJntFGu21j3qfuLoY9JkJ99gF6gGr98enunWIOZnzZ32E;3;2;199;86;3977419443793798707;3;0
200;83;12233;0;331;MTXCREFD;0;;3621;1707914795581248768;1793501399695862336;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795581248768;1793501399695862336;1;pw;ePxqyx9MF0smQyLgdFazAT5p50w0yQu0JJWrT3F54GL9UxUvSS;12;5;163;30;1795911735952293053;3;1
200;83;12233;0;331;MTXCREFD;0;;3622;1707914795584332032;9013224698287019789;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795584332032;9013224698287019789;1;8Z;mzkpbSv64UKt5wFJEySn2yRqtOeUv4xCuNu1gcLa5m7FEACc8s;14;1;25;56;7252438450545669169;1;1
200;83;12233;0;331;MTXCREFD;0;;3623;1707914795587399680;14565646413539290812;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795587399680;14565646413539290812;1;qs;e2cu7oxInLaLN5EDnpoqvIiA9IggT7svJzakaug0e8zpWClXK6;12;5;28;223;15374803722051006809;1;2
200;83;12233;0;331;MTXCREFD;0;;3624;1707914795590469120;14084109676171977396;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795590469120;14084109676171977396;1;Su;1Y9jb2QbnWKNRjrVV3fypxb7b0lvTUiaKmUPlkFraASqCifbCM;8;9;186;58;11349030440203263247;1;0
200;83;12233;0;331;MTXCREFD;0;;3625;1707914795593569536;9089213059915416994;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795593569536;9089213059915416994;1;3z;y95ELtQUl9utmR1J9kJhOn1tdRwdzqPqL7IYUMVA4dyrRmg9zO;2;0;132;172;11374561272493088719;0;3
200;83;12233;0;331;MTXCREFD;0;;3626;1707914795596638464;15348919433764305428;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795596638464;15348919433764305428;1;3b;IRrZS9cu6sqyZPjus2fXfuJgAB2sXkd0xMRyY1kX3SP3t945r4;25;3;209;167;14086297836156277311;1;0
200;83;12233;0;331;MTXCREFD;0;;3627;1707914795599723776;499031400822758848;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795599723776;499031400822758848;1;Ts;d4CYQ4JWlJK2KBfwvAE2m0Z1hLm9A0YIflpMclQmBUkLxHuvs1;8;5;150;6;4368571992706633101;3;1
200;83;12233;0;331;MTXCREFD;0;;3628;1707914795602804224;6309485176834378619;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795602804224;6309485176834378619;1;57;22fpfwPcFTFyISIaTTZv6efQJEKfP4Zdabvc5iOZQXwjBHmmAr;13;0;9;14;15836002452620364171;0;3
200;83;12233;0;331;MTXCREFD;0;;3629;1707914795605877760;15866914667951029597;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795605877760;15866914667951029597;1;b9;pNFcyvhpXrPZBrAD5Ol0Z0uDaVnSIdq6UyLvVGNh6dj4hpNxI9;7;1;46;187;2356295574108077128;1;0
200;83;12233;0;331;MTXCREFD;0;;3630;1707914795608949760;521669394366959826;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795608949760;521669394366959826;1;sc;6gAxI6rule78kDysnX54j4QYR4OEqewVcKvRTKiwQvdpk2eRqK;25;8;241;117;15500727300523753293;3;2
200;83;12233;0;331;MTXCREFD;0;;3631;1707914795612012032;7859454961003630936;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795612012032;7859454961003630936;1;Qu;6sY1A0zpz4M3WqpF6pf0MIQoPr7ELHPq8751XxyC5wqY4iJ6bE;7;0;106;148;4940729862655383773;1;2
200;83;12233;0;331;MTXCREFD;0;;3632;1707914795615098880;3060696760426368800;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795615098880;3060696760426368800;1;9r;Fa5o0TU38HFfm1XLUdcJeqdsGMs0i1IwfxTc0J8ENWcTb4C6DK;16;0;41;37;16976845278903998067;0;2
200;83;12233;0;331;MTXCREFD;0;;3633;1707914795618181376;12306282939514952768;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795618181376;12306282939514952768;1;PY;i0XgPzhH5yBn9bHZqCL2NOCgdTk4s5QRgQA4Idgn7ir8mxVP7R;2;7;236;95;2714735049239977622;1;2
200;83;12233;0;331;MTXCREFD;0;;3634;1707914795621253376;6721673764267818558;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795621253376;6721673764267818558;1;nu;RkJNY5d2DyDYCKPRtbnW1hvrToWEV6IgITf6732R5qCceIGIOX;1;3;149;200;16629953336546606999;3;3
200;83;12233;0;331;MTXCREFD;0;;3635;1707914795624315392;1231212046650615809;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795624315392;1231212046650615809;1;nf;MMwvxDVaigBjMldLvrh0iVX0k9Y9FXFyXfXgc0BWSfFMXBOs5t;2;5;139;47;11621607744529123573;3;2
200;83;12233;0;331;MTXCREFD;0;;3636;1707914795627401216;9735297126955815400;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795627401216;9735297126955815400;1;Ey;QlWdMhgp28X8FzLZT1n9SkEZmbWYl4Aa2Nt67XBO4z6kBpqMKN;5;7;184;69;11129718052867166659;0;2
200;83;12233;0;331;MTXCREFD;0;;3637;1707914795630480640;10080656052390691531;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795630480640;10080656052390691531;1;Pg;qNe5Rzi8vDs9HayL8Tehx4mOHBsX5Itb4Pz710sU6NQLq6z0xs;11;2;253;205;1067241157750678539;0;2
200;83;12233;0;331;MTXCREFD;0;;3638;1707914795633550336;531133745508143925;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795633550336;531133745508143925;1;UT;WIF05d1eDJWE3a5Fa9QHEoBRdEvEa5dAvm6yE7iFA1NgjEK23U;13;7;49;236;13361059033463041924;2;3
200;83;12233;0;331;MTXCREFD;0;;3639;1707914795636628224;16974884180694341526;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795636628224;16974884180694341526;1;Mq;oEG9Zt0PPQAxuZFdCFkjkVfBGLvt8QS9E9JX1Dd4vyZgEzv4Gj;14;0;36;203;7368962377875786062;2;1
200;83;12233;0;331;MTXCREFD;0;;3640;1707914795639686656;4172364502245130648;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795639686656;4172364502245130648;1;N8;1aUwgBvzmlXtGUvhCXqYV0HSL6WP008iNMkqgDpX1Mahe8PXRc;2;0;176;135;14038511378083331786;2;0
200;83;12233;0;331;MTXCREFD;0;;3641;1707914795642757376;2071161303330153036;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795642757376;2071161303330153036;1;3K;jJIpGJ1jGFiXDFYvmA7hpd6592csoxozNOP5QF78lDzj5OF3BL;15;1;161;87;671268084515611366;3;2
200;83;12233;0;331;MTXCREFD;0;;3642;1707914795645831168;2554650443520881212;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795645831168;2554650443520881212;1;DW;scWMeZeTDJ8fzdk296eHDHb8spzFGJKKlbQHYDid725CfhfPbx;8;9;165;189;2745864891096052905;0;2
200;83;12233;0;331;MTXCREFD;0;;3643;1707914795648876032;5038937179666343386;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795648876032;5038937179666343386;1;fc;3AQrHmgwWcEqcdFgAGhvXTDz99Z87RZN5tygI0Qt6RyPYLQcYJ;6;9;179;131;10349448372035117179;0;0
200;83;12233;0;331;MTXCREFD;0;;3644;1707914795651950080;17263655027894271966;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795651950080;17263655027894271966;1;Pr;TEjDQ1isByhaYHrRVphvlGsJhtyAaP7zUee2l36iRFaFqvCb7l;14;6;144;45;14330150048974741186;2;0
200;83;12233;0;331;MTXCREFD;0;;3645;1707914795655024896;3926656855974549724;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795655024896;3926656855974549724;1;LX;0EDfTP6hHD4XCke08SEcaoYROO8UUrT4OTVEJI4eCLaKbq1sSK;15;8;193;187;6104336927645480321;1;3
