msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;segmentMIC;mICLabel;countryCode3;marketPlace;mICQualifiers;batchID
98;88;12220;0;331;MTXCREFD;0;;1616;1707914710132658432;8974370586762763264;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710132658432;8974370586762763264;IxmV;wgtBiOuBdDVg6CJ63SgsuVmdhrwF6cmwCPrCajUuYvrxtBGU8F6dUTMECNo1;ryr;uAH;1;1
98;88;12220;0;331;MTXCREFD;0;;1617;1707914710133435648;12473035597635904163;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710133435648;12473035597635904163;JHFA;STbzDRZIAviCS42RqY7gu2h6D6xZeaKhu7rOtzbwq9hGehHslRKTIIpShZ3V;YWy;b18;0;1
98;88;12220;0;331;MTXCREFD;0;;1618;1707914710134214144;13991972780213013423;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710134214144;13991972780213013423;zcPv;3aDQSMz4YCOlNpfdZbFQZZNxZljA2Us4i5sJtZ1CCd6qweA9aU5LM0UGb2Ly;58n;ZSH;0;1
98;88;12220;0;331;MTXCREFD;0;;1619;1707914710134992640;11909564016545305310;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710134992640;11909564016545305310;ea9P;kRn1GNJyoNX0x0TTCNVGTUy6QllFQoVY6CJU0Ku42d2I9hOPS6P4rL3ioU00;flE;1ep;0;1
98;88;12220;0;331;MTXCREFD;0;;1620;1707914710135768576;10118848229957579320;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710135768576;10118848229957579320;T3yS;fmuRqiqpluinmwFW8TnC8oVG9gn4MH28s2G0ACuhfuuLZvOfcw83cv7PSa90;xRa;VlL;2;1
98;88;12220;0;331;MTXCREFD;0;;1621;1707914710136539904;18176502190619025206;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710136539904;18176502190619025206;FgyE;QmlNM0QeDwx8qaDgsLLo10rXxzBcY5WhnhIJgWWTY8Z7PVzBFMU2sz8dhvsg;BKW;AuJ;1;1
98;88;12220;0;331;MTXCREFD;0;;1622;1707914710137314816;5476655135826553132;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710137314816;5476655135826553132;jOMi;gYmNBnYtxzrBTap2OcziGti8TfXT8OpWKCiVaRWaj0MjVAV4JiDpj40ct8MK;dX5;UBT;2;1
98;88;12220;0;331;MTXCREFD;0;;1623;1707914710138088448;10329216394119332797;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710138088448;10329216394119332797;YuC8;1UOOuMxnNSiZ0YMinrb6DPCsI7p0uNcWIu8PGCDTdGJRxRY400y3RkLkQ7lj;76C;a0L;2;1
98;88;12220;0;331;MTXCREFD;0;;1624;1707914710138869248;17929290687400008406;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710138869248;17929290687400008406;Yhi4;LcvJAJ043T8kB6b1dKCxwxZwu3XXuUuxsx3IcKq0eukjK6jrXxUXAOqo7ZqK;IpY;z1B;1;1
98;88;12220;0;331;MTXCREFD;0;;1625;1707914710139639808;8279811026382193020;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710139639808;8279811026382193020;jo2r;PvWySjjumYt5LGXBtqoqx3ZmE8m0NoO9YjjjDzte7nM7VIJYQX19RTQPAUtY;h3q;jD2;1;1
98;88;12220;0;331;MTXCREFD;0;;1626;1707914710140413952;6389509983183164514;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710140413952;6389509983183164514;0Md4;O5FemXV3ha7d93KV83U2ojr9VAUTfn5knezP5Oh2J2yAmsSRxGwxX38fopkF;Uij;HBg;2;1
98;88;12220;0;331;MTXCREFD;0;;1627;1707914710141193728;8567121897429544536;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710141193728;8567121897429544536;JGQy;AyFh52ww1PGZdPGuhciJz0ga1LYL2h9XenNuWbtbRgBqdlRZL83gKD4UtDZl;3X5;aqV;0;1
98;88;12220;0;331;MTXCREFD;0;;1628;1707914710141965312;10520235390118559823;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710141965312;10520235390118559823;7CPE;VkUXwdhOjXhdqL4wpFlVI70iILTKarBo9BSM4eY30L3nrSJTZN1nFZD3Gfia;TbK;AoR;2;1
98;88;12220;0;331;MTXCREFD;0;;1629;1707914710142739456;17249581712911773783;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710142739456;17249581712911773783;41iS;YBE3l3FMukSPtLQBseOIbYcb12yY2c2pJ7DW3iPFkdRPXOLlfTB1frxTI87e;lZk;yvz;0;1
98;88;12220;0;331;MTXCREFD;0;;1630;1707914710143517184;2832122792407183699;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710143517184;2832122792407183699;a61p;v7MRdyAWVVYOAIfsMIlN7hLOCRnGMZ2n4BUZnuHnxC1fWPjdQtzaanfgtZTL;UGT;2fb;1;1
98;88;12220;0;331;MTXCREFD;0;;1631;1707914710144291584;17384689335416179620;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710144291584;17384689335416179620;8NSM;4El3RbRi5lwCTk0UPcIBbM4bFXi89su69UAhR3PDymCpUvDOlC78lyYie34Q;akT;kg8;0;1
98;88;12220;0;331;MTXCREFD;0;;1632;1707914710145067776;15104480589693193374;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710145067776;15104480589693193374;hW8c;hjJctMEQySVnsvHLIlVedToLCFNgMXZlFUxOQfG9ZDdRV8XzQw6ycGlI3FUP;HcC;yRv;0;1
98;88;12220;0;331;MTXCREFD;0;;1633;1707914710145845760;12752956954693654190;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710145845760;12752956954693654190;E8BJ;ODTfXCTBmLiIUjZuKUaAhZH1BSS2WEqJq85hWMrUnpfNzB9UOrlQb0LG7Z9h;e47;zer;1;1
98;88;12220;0;331;MTXCREFD;0;;1634;1707914710146612736;10554768500456352742;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710146612736;10554768500456352742;DFKb;SzzUW3aR7bG6O451S89bK3oN2cPlCnnarXSGedetPTM4semi65jw3KyRLdyC;RC5;DnX;0;1
98;88;12220;0;331;MTXCREFD;0;;1635;1707914710147382784;5898456128250495770;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710147382784;5898456128250495770;Lyd5;RiwiYtVhNps78dLmBWge4QoFGKtpqynVhGD7jonv3Ymn32Wc7YwH2OcrEtOY;9eU;l4T;0;1
98;88;12220;0;331;MTXCREFD;0;;1636;1707914710148156928;8292570362761908023;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710148156928;8292570362761908023;447S;YTWno7ge7FYvY3o0izz6AZrSiayDeHzcjsQJZ5Lbj0x95fx4lJHzBy0DRBpT;3e3;xLu;0;1
98;88;12220;0;331;MTXCREFD;0;;1637;1707914710148935424;2226429369570783038;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710148935424;2226429369570783038;UcCe;81qRdT86wa5LqtrKX6YzdIvvBrJiIOSHgCw9HVqJglOOM8oIKP5bStc0OvvO;Tfo;S8x;0;1
98;88;12220;0;331;MTXCREFD;0;;1638;1707914710149713664;9580560546783835432;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710149713664;9580560546783835432;71Gq;B1CBc9AVDimkh96PoPP0fQgkmmlrmny1lI1I0IgN11vjSzyLSp8Ox3dSiRfM;P5s;fWK;2;1
98;88;12220;0;331;MTXCREFD;0;;1639;1707914710150482688;12678627819200010;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710150482688;12678627819200010;o2S9;8Sz2kdLrBwl9wztJl8SEY1UDVEb98Ef8qo5hbBPkCH4NnJAeDWLRRNhNRuzG;8Gr;peS;2;1
98;88;12220;0;331;MTXCREFD;0;;1640;1707914710151255808;2992616611951293464;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710151255808;2992616611951293464;JpyP;Qy3JfKS6aDTKDG4VeYf0otEAWtpUhza9B68HlzG2458LadQkajEj2b4gLaMX;kmK;nzo;1;1
98;88;12220;0;331;MTXCREFD;0;;1641;1707914710152039424;6055823125317688141;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710152039424;6055823125317688141;t14X;hn41M9TGFko8CluMreHJUuWW0UPijT4xr3qbx6wef8iamckx89IoBFAdETWS;wvA;rHd;2;1
98;88;12220;0;331;MTXCREFD;0;;1642;1707914710152809472;4957642048536891011;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710152809472;4957642048536891011;62xV;nT3Sztp4XZkikLRLhrm6GSHroL7EPG7mxW8xgdZzskhgf9uhMvOpEV5oy7Bh;eN1;Scy;2;1
98;88;12220;0;331;MTXCREFD;0;;1643;1707914710153575936;5943781759552967020;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710153575936;5943781759552967020;6aXM;3GO8ZlDOcmlebky3v8p2OyTF2XfcvapKhSfqKcskL9dDCSGPMimYdmq6QPcW;9i2;JJU;2;1
98;88;12220;0;331;MTXCREFD;0;;1644;1707914710154349312;3004689091029626304;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710154349312;3004689091029626304;B21B;IA1JgrYJj7jDgmezWmEaj7PJHzmqm3rXpJWJCnqsltv4Bw9AjU0LGB4SvrTQ;JuT;Nff;2;1
98;88;12220;0;331;MTXCREFD;0;;1645;1707914710155128832;11232085945926946459;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710155128832;11232085945926946459;NEHh;pOzxFP6xWWfX0jsEeIb1HqFptBpmK6Mn2XIywBjAUnZJwjbMtTbLuYGBEAzF;oig;v8O;0;1
