msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;symbolIndex;eMM;orderID;orderEventType;routingStrategy 
41;31;12073;0;331;2FXIPTOL;0;0;31;1707914959025268992;4913379120863595756;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914959025268992;4913379120863595756;946518645;7;6736978987441874104;4;1
41;31;12073;0;331;2FXIPTOL;0;0;32;1707914959026051840;13870527285881149472;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914959026051840;13870527285881149472;75493707;7;12163279718310322534;10;1
41;31;12073;0;331;2FXIPTOL;0;0;33;1707914959026840576;2438210153437956922;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914959026840576;2438210153437956922;767156925;1;12269839355815790624;12;1
41;31;12073;0;331;2FXIPTOL;0;0;34;1707914959027609088;9330796231436903433;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914959027609088;9330796231436903433;149423575;14;2439408240862853872;21;1
41;31;12073;0;331;2FXIPTOL;0;0;35;1707914959028400896;1791904099063298623;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914959028400896;1791904099063298623;784339346;2;7890183428625264504;12;1
41;31;12073;0;331;2FXIPTOL;0;0;36;1707914959029186304;11673061256380668214;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914959029186304;11673061256380668214;845948744;7;4741431631484537106;6;1
41;31;12073;0;331;2FXIPTOL;0;0;37;1707914959029968640;17118286606044321736;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914959029968640;17118286606044321736;784339346;6;4336810255903132903;10;1
41;31;12073;0;331;2FXIPTOL;0;0;38;1707914959030750976;12873211129577921118;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914959030750976;12873211129577921118;24832667;17;17434594611673023792;23;1
41;31;12073;0;331;2FXIPTOL;0;0;39;1707914959031531776;18318318908982126076;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914959031531776;18318318908982126076;221113253;11;12622957850217050571;18;1
41;31;12073;0;331;2FXIPTOL;0;0;40;1707914959032313344;615255437471622140;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707914959032313344;615255437471622140;854171136;1;7350221040884378963;11;1
41;31;12073;0;331;2FXIPTOL;0;0;41;1707914959033094656;3057636799393414841;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914959033094656;3057636799393414841;53738436;14;1748560840270562841;12;1
41;31;12073;0;331;2FXIPTOL;0;0;42;1707914959033877504;10478906125594329261;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914959033877504;10478906125594329261;583228200;2;11965748760910071890;14;1
41;31;12073;0;331;2FXIPTOL;0;0;43;1707914959034647808;18226264450726690370;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914959034647808;18226264450726690370;306138594;10;1968956120563189944;16;1
41;31;12073;0;331;2FXIPTOL;0;0;44;1707914959035441920;7445040529961181558;K2CDW2FXIPTOL;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;1707914959035441920;7445040529961181558;768903345;14;16433576156149561950;13;1
41;31;12073;0;331;2FXIPTOL;0;0;45;1707914959036219136;12529168281754816282;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914959036219136;12529168281754816282;840406118;1;2138709602878849808;9;1
41;31;12073;0;331;2FXIPTOL;0;0;46;1707914959037023232;13922477248963367646;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914959037023232;13922477248963367646;433085588;14;4700585341708248552;2;1
41;31;12073;0;331;2FXIPTOL;0;0;47;1707914959037803008;12354936507038586192;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914959037803008;12354936507038586192;588523366;4;9234774626435837217;17;1
41;31;12073;0;331;2FXIPTOL;0;0;48;1707914959038600960;2286696276100695353;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;17038630954790900019;BG;wufBdvc2f0ap17FPYPHfdelr7IaY0UqqHeN1EpCDmNABkYZ450Rbol7F1IVPvNdS7yEP8F;DXt;2810650698;0;3380190096;7;1707914959038600960;2286696276100695353;577265363;9;6572020946400694448;22;1
41;31;12073;0;331;2FXIPTOL;0;0;49;1707914959039377408;13927202246929220689;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707914959039377408;13927202246929220689;882027164;14;1249685914554748978;22;1
41;31;12073;0;331;2FXIPTOL;0;0;50;1707914959040164864;13057993722926126427;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914959040164864;13057993722926126427;317605844;11;7655106315246625486;12;1
41;31;12073;0;331;2FXIPTOL;0;0;51;1707914959040940032;17945531288211439921;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;1707914959040940032;17945531288211439921;236162361;14;11695018477459860966;3;1
41;31;12073;0;331;2FXIPTOL;0;0;52;1707914959041725440;13346676663385658404;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914959041725440;13346676663385658404;768715101;4;14118584108552817204;20;1
41;31;12073;0;331;2FXIPTOL;0;0;53;1707914959042505216;5345597126730710450;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914959042505216;5345597126730710450;955146857;11;4839941021035533888;2;1
41;31;12073;0;331;2FXIPTOL;0;0;54;1707914959043288064;9758246633683653632;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914959043288064;9758246633683653632;281877941;10;10142750856634699541;8;1
41;31;12073;0;331;2FXIPTOL;0;0;55;1707914959044065024;8931636891705046041;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914959044065024;8931636891705046041;213949604;15;281676049456728854;22;1
41;31;12073;0;331;2FXIPTOL;0;0;56;1707914959044849920;5815933010285771002;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;17178618988375998938;38;VS8shPftpZ3vOp4OfxaA44bBmrNYxGzvsHLaHFRAeI8704noqzjLWkWgDwc09jz6TM4wak;FIj;3092920877;1;171703297;7;1707914959044849920;5815933010285771002;388645711;9;4928560572822348184;7;1
41;31;12073;0;331;2FXIPTOL;0;0;57;1707914959045635072;15881602958808435648;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914959045635072;15881602958808435648;966477508;5;10612028130350711656;17;1
41;31;12073;0;331;2FXIPTOL;0;0;58;1707914959046411520;12591532785949778128;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;1707914959046411520;12591532785949778128;780255171;4;2543915385933157329;10;1
41;31;12073;0;331;2FXIPTOL;0;0;59;1707914959047197952;9139472172879385684;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914959047197952;9139472172879385684;726810605;4;9104279311145078045;12;1
41;31;12073;0;331;2FXIPTOL;0;0;60;1707914959047980288;8494982834433624446;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914959047980288;8494982834433624446;179056924;5;8251628782859732435;18;1
41;31;12073;0;331;2FXIPTOL;0;0;61;1707914959048821504;14713006928352253866;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;;yR;wzHVfmb0YtvdhVLVlBUbaKCRsIegwDV1R9UNs2iAoBIudXyrqNXLqFX8voc6wsHd0b4lgY;3rR;;251;0;7;1707914959048821504;14713006928352253866;189474699;2;9989092551617301310;8;1
41;31;12073;0;331;2FXIPTOL;0;0;62;1707914959049604352;8366945668962495583;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914959049604352;8366945668962495583;767156925;14;15313166729001412098;21;1
41;31;12073;0;331;2FXIPTOL;0;0;63;1707914959050385920;11167862738226684014;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914959050385920;11167862738226684014;274114089;17;16530156653979358203;5;1
41;31;12073;0;331;2FXIPTOL;0;0;64;1707914959051191808;1767925524993751150;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;1707914959051191808;1767925524993751150;267525860;14;1650350268389070719;4;1
41;31;12073;0;331;2FXIPTOL;0;0;65;1707914959051995136;10676348097021422381;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914959051995136;10676348097021422381;869985226;99;11596304523765906805;13;1
41;31;12073;0;331;2FXIPTOL;0;0;66;1707914959052794880;3779790964107625660;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914959052794880;3779790964107625660;281877941;6;18056962859714656696;14;1
41;31;12073;0;331;2FXIPTOL;0;0;67;1707914959053580544;239078844172935172;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914959053580544;239078844172935172;576024396;1;17495167437943297988;7;1
41;31;12073;0;331;2FXIPTOL;0;0;68;1707914959054361088;2350450216217845492;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;1707914959054361088;2350450216217845492;273371376;2;8370663743389887222;3;1
41;31;12073;0;331;2FXIPTOL;0;0;69;1707914959055143424;8572465065820729153;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914959055143424;8572465065820729153;356770038;2;14924952078588290127;6;1
41;31;12073;0;331;2FXIPTOL;0;0;70;1707914959055922688;8354614293963573987;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914959055922688;8354614293963573987;468243658;5;17166523335175140962;1;1
41;31;12073;0;331;2FXIPTOL;0;0;71;1707914959056705280;18251455377822801823;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914959056705280;18251455377822801823;179555593;5;9831783920892792263;12;1
41;31;12073;0;331;2FXIPTOL;0;0;72;1707914959057493760;10814515418765103788;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707914959057493760;10814515418765103788;844959358;10;4009270375608340277;2;1
41;31;12073;0;331;2FXIPTOL;0;0;73;1707914959058274560;5632121044009631808;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;1707914959058274560;5632121044009631808;51267762;6;18142689061358805461;17;1
41;31;12073;0;331;2FXIPTOL;0;0;74;1707914959059053568;3040039565958288306;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914959059053568;3040039565958288306;703220993;14;3590910895155571001;23;1
41;31;12073;0;331;2FXIPTOL;0;0;75;1707914959059822080;7052908771591223160;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914959059822080;7052908771591223160;225699642;6;4217060997449475394;7;1
41;31;12073;0;331;2FXIPTOL;0;0;76;1707914959060611840;11824820476905140403;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;1707914959060611840;11824820476905140403;393921509;2;8422964687581788845;23;1
41;31;12073;0;331;2FXIPTOL;0;0;77;1707914959061391104;17420173654406053004;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914959061391104;17420173654406053004;869985226;17;12954452524884872539;19;1
41;31;12073;0;331;2FXIPTOL;0;0;78;1707914959062173696;13313836435918381222;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;17649996035600062801;y4;m4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d;QX5;2817311705;1;1500233684;7;1707914959062173696;13313836435918381222;451161021;9;17402246464750646050;6;1
41;31;12073;0;331;2FXIPTOL;0;0;79;1707914959062945792;7477793668971202613;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914959062945792;7477793668971202613;468243658;1;1015132123925194985;19;1
41;31;12073;0;331;2FXIPTOL;0;0;80;1707914959063726336;13960491214106163031;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914959063726336;13960491214106163031;564169381;7;11471203858817983729;18;1
41;31;12073;0;331;2FXIPTOL;0;0;81;1707914959064493056;10989837542647803801;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;1707914959064493056;10989837542647803801;304152982;14;9854090362129617883;9;1
41;31;12073;0;331;2FXIPTOL;0;0;82;1707914959065274112;16256822638364617641;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;1707914959065274112;16256822638364617641;650176422;8;13347171389314233685;15;1
41;31;12073;0;331;2FXIPTOL;0;0;83;1707914959066053120;6170104484353366067;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914959066053120;6170104484353366067;225699642;11;7180788409967465539;16;1
41;31;12073;0;331;2FXIPTOL;0;0;84;1707914959066832128;1299070549301079672;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914959066832128;1299070549301079672;213949604;4;17695525400254955574;7;1
41;31;12073;0;331;2FXIPTOL;0;0;85;1707914959067616512;7511434919407575854;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;1707914959067616512;7511434919407575854;189069970;15;15890911942989976655;13;1
41;31;12073;0;331;2FXIPTOL;0;0;86;1707914959068395776;416047807684396778;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914959068395776;416047807684396778;75493707;17;17562000020115497065;10;1
41;31;12073;0;331;2FXIPTOL;0;0;87;1707914959069180416;11966234000658647412;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914959069180416;11966234000658647412;225974287;7;14173716847361768962;14;1
41;31;12073;0;331;2FXIPTOL;0;0;88;1707914959069965568;14726381624929943818;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;1707914959069965568;14726381624929943818;177707962;7;17375807044610697033;23;1
41;31;12073;0;331;2FXIPTOL;0;0;89;1707914959070747648;8043726824547292546;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914959070747648;8043726824547292546;27066957;11;597596671205862023;8;1
41;31;12073;0;331;2FXIPTOL;0;0;90;1707914959071526144;391957962154707342;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914959071526144;391957962154707342;221113253;7;13261931136874037437;19;1
41;31;12073;0;331;2FXIPTOL;0;0;91;1707914959072308224;6203846374014296297;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914959072308224;6203846374014296297;515238894;2;15079136446981189370;5;1
41;31;12073;0;331;2FXIPTOL;0;0;92;1707914959073085952;3994888017661130254;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707914959073085952;3994888017661130254;20640451;5;4418007199084254770;19;1
41;31;12073;0;331;2FXIPTOL;0;0;93;1707914959073864704;10566823063470815041;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;15497960358411912793;n9;1xfTpSwfKM0fkssF9OQwsORQuGUzeFca9QKinaI77JzxHULo5Q1V7w2JRodzArcX42bbpq;kXq;1199095479;1;690093252;7;1707914959073864704;10566823063470815041;226183924;5;9003280648278044059;7;1
41;31;12073;0;331;2FXIPTOL;0;0;94;1707914959074640640;2730228356470443376;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914959074640640;2730228356470443376;583228200;9;15646871112555349038;19;1
41;31;12073;0;331;2FXIPTOL;0;0;95;1707914959075423744;75741131799503773;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914959075423744;75741131799503773;526725252;2;10034587129572251648;15;1
41;31;12073;0;331;2FXIPTOL;0;0;96;1707914959076208128;13799478383684155580;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914959076208128;13799478383684155580;359830187;4;1027844631994394660;20;1
