msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;firmID;iSINCode;mIC;currency;symbolIndex;MMR_eMM_1;MMR_role_1
111;48;12229;0;331;MTXCREFD;0;;2945;1707914768154436864;1505093675442145288;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;1707914768154436864;1505093675442145288;1;Ji6CRkpO;2Zy1Q58W7lay;ZlbA;LfE;236162361;15;AGmhu6VjSqOkN6O3yKfir6Rzef258aHfj6OZofMeeAqFKKJYvg
111;48;12229;0;331;MTXCREFD;0;;2946;1707914768155974400;10169164105393873576;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;1707914768155974400;10169164105393873576;1;9QiCFWEF;kGSjY0vCQ3Ga;CAmr;1Gz;485081213;99;9vZpoUdsP2SVtkCPuPwXO9MKzgcOnZJm1qMeOY1tIRS6Kpi1nB
111;48;12229;0;331;MTXCREFD;0;;2947;1707914768157508864;17748295160904990112;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914768157508864;17748295160904990112;1;G29wE6UK;fY0rRSKObY74;Sdtq;yx7;733634346;11;nBzFimIK1HNYEhB8srJ1J6Nk4Y6PxcvJWQ6xsqvfVOb3dS8x8N
111;48;12229;0;331;MTXCREFD;0;;2948;1707914768159043840;12790284161600525859;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914768159043840;12790284161600525859;1;xs9joZrb;8LCWXIIl3eyl;Ex30;gA9;273258314;9;0nUdPAWmrBLSwJtTpmJzeFkphCVr7suzJuQfUEm9vQ3zHfNdpG
111;48;12229;0;331;MTXCREFD;0;;2949;1707914768160564224;7040879240733638218;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914768160564224;7040879240733638218;1;vHnegGjE;87xUOVWUuE4u;yGob;ZY3;773471534;1;G5ABrh7juQQYHRu46TrsmLomX0bU9bvERxuiC9NIWARaSdtEwp
111;48;12229;0;331;MTXCREFD;0;;2950;1707914768162098688;16202312873891167736;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914768162098688;16202312873891167736;1;2mQa0L2w;56oY0Ngg5zW2;jlJy;Fuf;783519657;4;Mdzm5G3XV3kgnO5cNvwhjxvDB3MEDZTsqswL09coqoqfY2zMIs
111;48;12229;0;331;MTXCREFD;0;;2951;1707914768163620096;5050692693051819986;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707914768163620096;5050692693051819986;1;S2UQdsbo;oarWzpHuFG7W;PSNE;8ST;418664403;10;v85Iovqo6eUCmN9QmG0tDS97zpZa558061vdO1ynb9TkRSsKdx
111;48;12229;0;331;MTXCREFD;0;;2952;1707914768165131008;5013000176455523727;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914768165131008;5013000176455523727;1;JElRBIKb;SjQhFkY76C50;rs0F;a96;586880250;8;QUWMJy2V3nof5MXSdrPyi27hcZIU6fPtZwtQbWLSM1NSnIQgrH
111;48;12229;0;331;MTXCREFD;0;;2953;1707914768166663680;7998982491547808526;K2CDWMTXCREFD;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914768166663680;7998982491547808526;1;hRewv8kc;kbhLwBvroWyX;5YJw;1pX;845948744;11;b6qJKYe9ab5B5g8bdhQ2CpksgRk3gqOFmuFb6rSNk8fDzjvrRE
111;48;12229;0;331;MTXCREFD;0;;2954;1707914768168196096;2630084393699928056;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;10303292442040980450;UE;TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB;Qou;4243392910;0;3399151433;7;1707914768168196096;2630084393699928056;1;cjZoh98t;ACJZeoInY6bl;o3X9;hSQ;916475071;11;w4pQY7JdQU2KbcHqHFqXHHT46ErPHk9U0rtyf1lvuOP1dp7omT
111;48;12229;0;331;MTXCREFD;0;;2955;1707914768169715712;2914324648885902750;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914768169715712;2914324648885902750;1;p0zkcRMc;NlApteBjprVz;KlnD;5Jz;906768783;4;7kTDD41eRapbrH1OTkwppwesaiNtlt3jfCjAeTIOtkD0q7ChdH
111;48;12229;0;331;MTXCREFD;0;;2956;1707914768171339008;3493783832304041300;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914768171339008;3493783832304041300;1;nXbdibb5;RwvDMJwrv6rr;ZC5G;Fsh;726810605;1;0lSznVnOKIlD0TFAjhXjXBPQ6zmkK4SFjFM68Qv5gCLbPOz4go
111;48;12229;0;331;MTXCREFD;0;;2957;1707914768172921856;3819064972710715708;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914768172921856;3819064972710715708;1;dUO33lm6;6VOvDdX0ftAD;PKse;mVG;783519657;99;ggvQu21G2rsKvnDycnyflKfVeXXHWpD2RJYyQQjVMiEkCBqiTn
111;48;12229;0;331;MTXCREFD;0;;2958;1707914768174454272;13476045526470815015;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914768174454272;13476045526470815015;1;007kTd6U;FpdIZW3mnsFN;pTkL;mVJ;614218173;8;QgPCIriKhZkqZZI7qRi1RsfaQXQB9WK2fVyZkpaFVlbnt6FL2e
111;48;12229;0;331;MTXCREFD;0;;2959;1707914768176025600;613081009824772383;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914768176025600;613081009824772383;1;bo2Xupf9;r8vBGRjJpw1X;d6Md;yw7;682402479;5;nkmyJm0bHVujLHEGIaZmOiFKuQYy8A2YaL1hTY5i4t5NECxD9k
111;48;12229;0;331;MTXCREFD;0;;2960;1707914768177566976;17471837636143572289;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914768177566976;17471837636143572289;1;dP9Ibn4w;DO4gKkd5JCST;ijN4;jzB;135619081;8;p2UvBULeIK02Ft5LXBTCtjkAN8Jd0TEMCQ004xUp6srcRN5c48
111;48;12229;0;331;MTXCREFD;0;;2961;1707914768179102464;8920363465595306441;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1707914768179102464;8920363465595306441;1;wyOQbA5B;nbRDY6q89QW6;Yys0;DL4;270958719;7;9BcCfWNsNKJGTVPAywznr5RtonQsgJS6RPd3YIDew7KbWWfJ0H
111;48;12229;0;331;MTXCREFD;0;;2962;1707914768180633344;14205751632540005430;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;1707914768180633344;14205751632540005430;1;KCdaxVcS;gHmdXIsN4NnG;ogzl;a5m;941734235;5;T06A2h2bLweCz4gvrnXdgxycCIqaYSDwqoxTP0LP06LJwarc5G
111;48;12229;0;331;MTXCREFD;0;;2963;1707914768182149120;8433779274965457907;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914768182149120;8433779274965457907;1;jbW1keAC;16ZuvrhhoxF4;TASR;qdl;869985226;5;6CqD6lBIo0R5VrmOAQ9N3OWLbsBdCAD2FyxPjNQxo5V5rSHzWN
111;48;12229;0;331;MTXCREFD;0;;2964;1707914768183686912;15662608781933359958;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914768183686912;15662608781933359958;1;bK6I7kv9;yWYb19Kf5bFj;oF0e;j5c;372840;15;TjF6V7KyjE5xcyciyt9o8UmqulvI0VgRJKg63tlFHqj5N9tJPM
111;48;12229;0;331;MTXCREFD;0;;2965;1707914768185198336;5008895195273474831;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914768185198336;5008895195273474831;1;hrcVPpiP;SCF3msHfH4wC;N2eR;BaS;840406118;8;n9negqIdcdrMNTEapcLinxgApKLL82RzLDExQX5DvXg2c67LDj
111;48;12229;0;331;MTXCREFD;0;;2966;1707914768186727168;10503392642600032110;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914768186727168;10503392642600032110;1;V36U5LuT;nUENn5tH6nD3;oRx2;gA1;221113253;7;csXTjPR0ocVcmGrCXCKABhKhpbxh0MguEI0Ip3REZntl7zU6tN
111;48;12229;0;331;MTXCREFD;0;;2967;1707914768188240640;2663133439817086077;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914768188240640;2663133439817086077;1;e1vJ4MDu;CnUyyTcvgBs0;XxyO;71Z;45567501;2;k7RJu05Bl7MK29PqyaEwDupuygPSNEx9ETy6IY4TFYYu4yXfWx
111;48;12229;0;331;MTXCREFD;0;;2968;1707914768189772544;4654421071374428917;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;1707914768189772544;4654421071374428917;1;8ElQJ4d8;6Zw5JVOV5Bte;tsHQ;baW;941734235;14;wSQB0qV9cUua4RpU7xnGHAeoGGFDTG9Z6ZLOfOqC0ilRwQqFqH
111;48;12229;0;331;MTXCREFD;0;;2969;1707914768191288064;2334091222047520377;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914768191288064;2334091222047520377;1;7Vak9HUG;zC6nMlCGdu5J;qNO9;Bkh;407371549;99;4xSsXt4EhnvyPrXWp2IlCTqN3vbxOZkS5DPDwTYGSwGNjH6Sdw
111;48;12229;0;331;MTXCREFD;0;;2970;1707914768192814592;11787520141287262476;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707914768192814592;11787520141287262476;1;NjH8LVTS;adJP2dT8JImv;nZTD;Jpk;418664403;5;9MK2qxoZ0nqxcKzLMAcaZ4hWc9oa0DLBlC6yVkyWd6cEJlhhwm
111;48;12229;0;331;MTXCREFD;0;;2971;1707914768194346496;9854705454827275370;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914768194346496;9854705454827275370;1;X4bNqeAq;PinsBETTr7y3;qXws;f1W;146079271;7;jMGatcIOlG5RlTaAxl5OQOvVt6B3felSMDuTxuwQrgNdBCDotJ
111;48;12229;0;331;MTXCREFD;0;;2972;1707914768195876352;17829985633186621750;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914768195876352;17829985633186621750;1;mhriHxLQ;GSM8D8wuoCHH;EWUb;bMf;782873053;8;vGV4sz0Nz2OS1z6mGxRLYQaSggsULXZ5qBC5dVsxDv6pXe6dQX
111;48;12229;0;331;MTXCREFD;0;;2973;1707914768197396992;17023272269442334948;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914768197396992;17023272269442334948;1;f4BpvTyJ;SCXrrEMO9e9j;m4Fm;HuX;850417414;99;1nCnSyOAr2P6J1kRxlxyBXkf2AgTDtwRA9kcb2LGDDVnFm5ABd
111;48;12229;0;331;MTXCREFD;0;;2974;1707914768198936064;10043757700472952428;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914768198936064;10043757700472952428;1;LTu0mqoN;06r216faB1hy;eqxh;zLV;213087042;7;tcnMPL6IhUSzggmMNIzhlfL093qDN9DVCLziGv4wrWxlW4AG6M
111;48;12229;0;331;MTXCREFD;0;;2975;1707914768200457984;9752533767008559609;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914768200457984;9752533767008559609;1;VTEMjyAr;P57SuV2DtlTp;gxWN;2kP;966477508;17;VwLeKYbjxIs3s0ARD3PizxjtrnHSFP40WH041JUUhfWIHm3J9f
111;48;12229;0;331;MTXCREFD;0;;2976;1707914768202038272;9434940385914714498;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;11511670735128227535;op;Zvgh0HbknVhKNb5TpOLJ4fK0Np3zqNFTeIcnnmSJ9q7v14MbHCK1cTRaJ7BQzvZErou4oY;mAM;3853572414;0;1850639244;7;1707914768202038272;9434940385914714498;1;dNPAWfAt;M3jzNDKBf3Sy;H1DU;uht;37149125;9;TRLan9WlFbVcz5Bpk536UOoSzXPcxCb9IPWX4Zp69ujTtpHyJ7
111;48;12229;0;331;MTXCREFD;0;;2977;1707914768203627520;4523425740128294087;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914768203627520;4523425740128294087;1;hxMcVQ76;qCez8YbjnbSV;VzW1;Pyb;733634346;11;GwwQc8DSkFkGZi1JvHmlH7RSZ1eaNo5OW2Y88jG5ah6iqR3ulx
111;48;12229;0;331;MTXCREFD;0;;2978;1707914768205197056;18207367080658776648;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;1707914768205197056;18207367080658776648;1;zIKWSQPO;6LwYTUFxKjb6;D5sE;9Lv;255231752;10;9z2DBpgrwWmFRq3buBo4eGUe3zgnU3bAxx6BPivecQTFg9jpjz
111;48;12229;0;331;MTXCREFD;0;;2979;1707914768206724352;12766107477569859456;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914768206724352;12766107477569859456;1;bjaWUgYH;vf6pXLnTpvpd;qSYS;8Md;682402479;99;hT9XTmgDcpE4HfPWfj3yE6R3iczk8Udee8JTu2DnBJusGQoKOS
111;48;12229;0;331;MTXCREFD;0;;2980;1707914768208316416;10949902928714444755;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914768208316416;10949902928714444755;1;Z9B82217;fzhK8aD3VG27;KW7K;iyj;225974287;4;BcppjcBJPiA3cOCOldIjMQh2k414qYiFMdW7KxVTfoGeXUXkKP
111;48;12229;0;331;MTXCREFD;0;;2981;1707914768209862656;17225627295983156387;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1707914768209862656;17225627295983156387;1;3P79vZXB;FnogmQQjWak9;B1SO;qe7;138846668;1;um5SiW5YF5rzNw1fhGOyULolD0e2kLo7yG14rQqSU71IApPgGA
111;48;12229;0;331;MTXCREFD;0;;2982;1707914768211406336;1138399789525355961;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914768211406336;1138399789525355961;1;Etam0RUz;blTdU68jOn2P;k1Ix;dHG;315494969;5;PObl9qBmblrU8ZQ5I56HcNQv5wMxtf7jV9la3cl1y7iZM4k9n5
111;48;12229;0;331;MTXCREFD;0;;2983;1707914768212926976;8444393199188506166;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;1707914768212926976;8444393199188506166;1;h95aN3aa;amtaijARcxel;dTEj;tz0;911319188;11;cR2jlh6KNWj7jZnTOkFUIbl66gAFf2ugSigXKaLZtcGgiqbCZq
111;48;12229;0;331;MTXCREFD;0;;2984;1707914768214460416;11388767468964785544;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914768214460416;11388767468964785544;1;e6nCHQLS;a67bdgjBXrhW;aMCD;4Um;783519657;17;MGA3Tc97jUqThMCrdXAN7tC0JADrTwXMa0ZXwcXxyPgBq6y5jI
111;48;12229;0;331;MTXCREFD;0;;2985;1707914768215990016;17810467479647077542;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914768215990016;17810467479647077542;1;zSQuZOK3;RFvCZU7Lvti7;58Rp;NU9;876746933;10;FyaTUWtwh0LrvO3JddnGw5XY922d371JMaKAWO3J40fHKwSUtQ
111;48;12229;0;331;MTXCREFD;0;;2986;1707914768217512448;3672773734677421001;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;10420890321279608836;L4;BolzvsKg8RTfdvJD0QOoE42erjyXtu9Cuydilbxtx2GxQX4DCirIoB7UkbgedcEx6x1cyu;7HO;4044296391;1;4041271779;7;1707914768217512448;3672773734677421001;1;hNd1gk4m;uaxBmzWW4hFx;jN9u;i8K;773240909;5;hOB8LyxzRoQ7mjQWP8ZXLYSl7PYBM2miT29BXjmJ8MMQ9jizWv
111;48;12229;0;331;MTXCREFD;0;;2987;1707914768219035904;11147512028894507970;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;4397524956389506157;Vj;I5V1vDFWpZLoqvxHK7xkUEPVL2iawK12ELv3dC1ypKH4C0qtZi3DOtfB8qpUsscNxZqvaK;TmD;1496310362;0;1842345775;7;1707914768219035904;11147512028894507970;1;Ik7gdrWL;uT38tRg3tUs8;sIv7;5kU;263580681;17;Cwrbf4iHI8tkoG4XJV6t0L7Ex8J4lZ5RdOD8OrRq5xrSUWGTzl
111;48;12229;0;331;MTXCREFD;0;;2988;1707914768220609280;2998174295558469830;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914768220609280;2998174295558469830;1;LCfuqOCz;OdK0m0HVBgqZ;x32B;ejy;906768783;7;tOXgeXZ0cVEwxiFlNdplT8h29r7Vd1isEXDnFAaPCfa16vY2yR
111;48;12229;0;331;MTXCREFD;0;;2989;1707914768222141440;5279941997731849453;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;1707914768222141440;5279941997731849453;1;2qwz9azU;Zxj7Z2YoPMEk;cte2;j2c;984029995;11;mTz7ey9z3YHeuBJUdJTrV6u0DJc1rCSzqZUqY6sFDikOT1bfYn
111;48;12229;0;331;MTXCREFD;0;;2990;1707914768223683328;10122371856781541277;K2CDWMTXCREFD;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914768223683328;10122371856781541277;1;ybXg0GbD;0jbvBxRmK0lE;S1Vh;OHf;839729658;15;dBlN5xa9gR0sdWKujw7TSypN0R39s6aLh8TGe8NHTQxCYkUsAE
111;48;12229;0;331;MTXCREFD;0;;2991;1707914768225213440;18044223414899004752;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;1707914768225213440;18044223414899004752;1;pSOruLHM;BzFq8Khlmw9G;UYMW;hyn;610827639;1;bEJJkhDuoX71dpel7GAl4CIxm1wjO17oS3ti90icKODRaWUXlm
111;48;12229;0;331;MTXCREFD;0;;2992;1707914768226744064;5283366321069261499;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;1707914768226744064;5283366321069261499;1;QgGmTf0r;xCAI2c0duQgV;TOQB;QRc;352622121;10;uoEdx5K4EQq7defVZlqj3qDVB7La952GV4LKmoF9tMpKYh3dEU
111;48;12229;0;331;MTXCREFD;0;;2993;1707914768228273920;11031298906286188044;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;1707914768228273920;11031298906286188044;1;bjmzFpYr;kDRObYNDUcoV;5r73;tAR;636453490;11;3ZtEEOzsSjUCVs8U8UzoCdZrl2QcnHNdEgIYREFPfmB78cvOGH
