msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;eMM;eventId;indicativeAuctionPrice;indicativeAuctionVolume;orderID;orderPriority;orderType;timeInForce;symbolIndex;sequenceTime;orderQualifiers 
94;84;12011;0;331;2FXIPTOL;3;0;131;1707914959089601536;12520948444631518982;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914959089601536;12520948444631518982;12;2;0;3;1706095058249723804;7;17790064250865819832;1121645154499326757;10597935091648160504;1278521798423816151;57334404592790200;9;3;302074901;1706095058249738496;4
94;84;12011;0;331;2FXIPTOL;3;0;132;1707914959114350848;14607692149398496779;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;1707914959114350848;14607692149398496779;4;5;0;24;1706095058260955896;15;17856602029857914656;-601146998698335120;6631823055629210051;8430053160965134594;2180845046735264986;4;10;650176422;1706095058260970678;0
94;84;12011;0;331;2FXIPTOL;3;0;133;1707914959356816640;492340863758782702;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914959356816640;492340863758782702;1;2;7;11;1706095058268021757;10;5892518668790467010;1376761934063865189;2655359464816841681;6253170014892071012;7428749561157063737;2;4;576024396;1706095058268036720;1
94;84;12011;0;331;2FXIPTOL;3;0;134;1707914959359216640;17455179132620053754;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914959359216640;17455179132620053754;9;5;3;16;1706095058269340529;4;14997942400168684554;4877470144275084872;12011912668950629164;2461133436883177420;14240004740850609788;6;8;315863755;1706095058269355381;3
94;84;12011;0;331;2FXIPTOL;3;0;135;1707914959360804864;5929804225658954412;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;9051513195601219563;e5;LzSLvJ9gP6zeCQbrIa5bBc7QOHBcm231F3XxtNU20pW6X7T0OLZquhccxX7ItdJQpuyHJD;py7;4243157527;1;1263944569;7;1707914959360804864;5929804225658954412;15;1;4;23;1706095058270219849;6;8831276473998631793;-7411041032591270409;8693438137302427693;6444723096001704005;120915566947222316;13;4;548619297;1706095058270234850;2
94;84;12011;0;331;2FXIPTOL;3;0;136;1707914959372790016;11956277344990441415;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707914959372790016;11956277344990441415;10;2;4;17;1706095058277369560;1;2697146929081538551;-1729781303126347492;8002120402037600146;17615700375035576386;5760266594517549195;9;7;25531303;1706095058277384575;6
94;84;12011;0;331;2FXIPTOL;3;0;137;1707914959380772608;16036872500455466418;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707914959380772608;16036872500455466418;10;7;0;22;1706095058282254861;14;6219792053696865182;-4708065964912653980;1469296706259250146;2586352598256926919;11403167665725945093;11;5;854171136;1706095058282269914;2
94;84;12011;0;331;2FXIPTOL;3;0;138;1707914959383991040;12936746006957547690;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;1707914959383991040;12936746006957547690;14;8;2;1;1706095058284265786;8;7109722256737095136;7625417627417313283;6801158100604697702;170385509889392973;17386221720086912589;4;4;646191940;1706095058284280666;0
94;84;12011;0;331;2FXIPTOL;4;0;136;1707914959013398784;1826339497698680015;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;2277666122434755719;go;tgHguhWjlI3ctcpoGBi9vCdfz9si5nOb2YHEKUBXC68diYarQac6jHoKe6NAMNrAbQ4hk3;vHh;209292385;1;506800696;7;1707914959013398784;1826339497698680015;13;3;5;21;1706095058228316387;14;17357055422621024694;-4127882391241183351;106387993598606997;618331656375851952;10138041507632181794;7;8;671031343;1706095058228331751;0
94;84;12011;0;331;2FXIPTOL;4;0;137;1707914959015025408;6737807721292411843;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914959015025408;6737807721292411843;9;6;3;17;1706095058228565069;15;17646743319899185300;-1431547904824247190;3597221021785814067;1318060488225078082;11824016914473763733;4;10;889615201;1706095058228580256;3
94;84;12011;0;331;2FXIPTOL;4;0;138;1707914959029538048;1207496212985033554;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914959029538048;1207496212985033554;19;5;4;22;1706095058231196824;6;8224777516089300787;4154980942659895817;16242379179490160269;8549530197723991093;17652562324858807996;6;10;857233523;1706095058231211858;4
94;84;12011;0;331;2FXIPTOL;4;0;139;1707914959034322944;6620730445683045949;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914959034322944;6620730445683045949;10;7;2;11;1706095058232218388;5;7687729148853642669;-4882502869061521477;9352366607723157622;1416623789577937813;1284885092029618739;7;10;876746933;1706095058232233119;0
94;84;12011;0;331;2FXIPTOL;4;0;140;1707914959043179264;11228947442019832998;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1707914959043179264;11228947442019832998;12;8;0;20;1706095058234327847;4;10698008704090531573;9072381397788942319;15880969287450803647;16403174239789889461;3441300110010897204;3;4;154123499;1706095058234342727;0
94;84;12011;0;331;2FXIPTOL;4;0;141;1707914959059251456;9084239774081739723;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914959059251456;9084239774081739723;17;3;0;18;1706095058238812741;17;935788644774468596;5194688154011137260;18433090606615304525;14108094386360322486;8583118115520503638;8;0;588523366;1706095058238827680;0
94;84;12011;0;331;2FXIPTOL;4;0;142;1707914959065603840;7088541352791767305;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914959065603840;7088541352791767305;16;7;5;16;1706095058240841744;14;5172195466994758885;5877621638891136419;13459167935319884978;4208005865046649741;18300399598762364837;6;3;225699642;1706095058240856442;6
94;84;12011;0;331;2FXIPTOL;4;0;143;1707914959079191296;14617753705687362500;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914959079191296;14617753705687362500;2;7;1;5;1706095058245628323;5;266698780587088965;7795958107724851871;12716469361586039301;11706294231920933228;1961619364408777932;9;5;468896029;1706095058245643026;4
94;84;12011;0;331;2FXIPTOL;4;0;144;1707914959081585152;5687825999233135887;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914959081585152;5687825999233135887;3;8;6;5;1706095058246536673;14;6120720661437390772;-5458103714042730406;1336637406695443157;13206139438956111597;2800038555576854678;9;10;971929135;1706095058246551432;4
94;84;12011;0;331;2FXIPTOL;4;0;145;1707914959088802304;13659490590111889659;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914959088802304;13659490590111889659;2;5;5;5;1706095058249395635;15;3413845280248667498;7182216605082516995;16129405000350388560;10267298413428343793;9152980533141146715;1;4;587146478;1706095058249410601;2
94;84;12011;0;331;2FXIPTOL;4;0;146;1707914959094386688;13761827807833874632;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914959094386688;13761827807833874632;2;4;1;1;1706095058251736906;14;10774848166327047228;-446629703374739944;11825187702549106609;4444167853242043032;5533721949884910060;10;10;457170075;1706095058251752040;2
94;84;12011;0;331;2FXIPTOL;4;0;147;1707914959095974144;14001724089401464189;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;9126161773135246369;V4;b0SGWAvUgBOnw7r5EbqcROWq1cS8TKHYtIc5hpmMFZRim2fOGhJMTC09Cv8KXMWllhQ6aY;HqT;111313295;1;2239711727;7;1707914959095974144;14001724089401464189;19;4;5;15;1706095058252423822;7;17417547329637968260;-8573593786454257164;6289810532779715866;307065206680316603;9942778994867004084;4;10;104997053;1706095058252438678;5
94;84;12011;0;331;2FXIPTOL;4;0;148;1707914959111165952;12969069108436979509;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914959111165952;12969069108436979509;13;4;1;10;1706095058259381826;4;11876266739327827357;-8374956338920025985;16302794628043051006;3004827221907349181;9856827119122638163;1;3;526725252;1706095058259396895;6
94;84;12011;0;331;2FXIPTOL;4;0;149;1707914959113545472;10051180016597014720;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;4397524956389506157;Vj;I5V1vDFWpZLoqvxHK7xkUEPVL2iawK12ELv3dC1ypKH4C0qtZi3DOtfB8qpUsscNxZqvaK;TmD;1496310362;0;1842345775;7;1707914959113545472;10051180016597014720;23;2;5;11;1706095058260560184;8;1612426752740000300;-1460152556605351982;13580205859160208245;10474005400618438969;14078558953649447790;1;7;263580681;1706095058260575070;6
94;84;12011;0;331;2FXIPTOL;4;0;150;1707914959116734976;14106313792797248808;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914959116734976;14106313792797248808;7;1;0;16;1706095058262154891;8;16670639663133515369;5729324083904433669;12966992595346442641;3573247308221600453;4670891096699500557;12;8;213087042;1706095058262169847;1
94;84;12011;0;331;2FXIPTOL;4;0;151;1707914959118321408;16452119945450487090;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;5825477365447811885;23;6o0deIcAzGwYeAPtwJ0SD2Zlmd23R3Xw2T4U0oxzJsyTWk6u73ebgOeFjvXXsfi1koA5oy;cA4;2793246266;1;3358185533;7;1707914959118321408;16452119945450487090;2;2;2;18;1706095058262961590;1;5940684068828827706;1061500606268310449;10818988966786935238;5275818518606301737;8122925096792879192;2;8;77516395;1706095058262976414;5
94;84;12011;0;331;2FXIPTOL;4;0;152;1707914959353585152;8663035328003776081;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;1707914959353585152;8663035328003776081;2;1;6;1;1706095058266283650;9;4053805012039218082;6015909299391949018;6387468837702097915;7303534385137066252;9494000162247127703;11;0;189069970;1706095058266298401;3
94;84;12011;0;331;2FXIPTOL;4;0;153;1707914959360011264;16702555714577406423;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914959360011264;16702555714577406423;16;2;2;17;1706095058269780685;5;5114493508722778843;3447031670677174034;6460920361346819175;802902929629842720;14375492395076116271;3;6;506920201;1706095058269795523;2
94;84;12011;0;331;2FXIPTOL;4;0;154;1707914959369610496;10544024573241033177;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914959369610496;10544024573241033177;20;4;3;23;1706095058275479744;4;4552191461885193987;-6319011130112096998;11260987201727202311;134719622824628879;757052374963298903;6;6;83351337;1706095058275494966;1
94;84;12011;0;331;2FXIPTOL;4;0;155;1707914959373588224;1464864506576223517;K2CDW2FXIPTOL;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;1707914959373588224;1464864506576223517;3;2;5;11;1706095058277852733;99;16598691025022483342;6111932835275655103;18372722693146168960;11692604345091565327;7869792481962151498;7;3;921949621;1706095058277867798;1
94;84;12011;0;331;2FXIPTOL;4;0;156;1707914959385599488;13917287117116215725;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707914959385599488;13917287117116215725;21;6;4;1;1706095058285283001;17;6314745581513695867;3099931384400920722;7098702875160944877;8114939863935831614;8314583689280935535;13;10;844959358;1706095058285297650;2
94;84;12011;0;331;2FXIPTOL;5;0;134;1707914959010983424;10640866554904130917;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914959010983424;10640866554904130917;11;5;6;16;1706095058227958571;17;7916296677656624824;424089421072604032;11623937736126311176;479638381873181643;11256501247418509724;6;8;942403957;1706095058227973909;5
94;84;12011;0;331;2FXIPTOL;5;0;135;1707914959012579584;11165320083192429498;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;1707914959012579584;11165320083192429498;2;1;3;15;1706095058228194003;1;686973338034400485;6558117637430493040;6725410524693062934;3552564862695249241;16043560106439509833;9;2;407985055;1706095058228210334;6
94;84;12011;0;331;2FXIPTOL;5;0;136;1707914959017452800;2329930605826195835;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914959017452800;2329930605826195835;21;3;2;11;1706095058228958482;2;6646700230841713457;467123589242809470;10488792920358159349;18419555982946726651;8010504317703039409;10;6;302074901;1706095058228973842;6
94;84;12011;0;331;2FXIPTOL;5;0;137;1707914959031936256;6875980566028001899;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914959031936256;6875980566028001899;1;1;4;18;1706095058231697820;10;17394046418978106514;8231010127520947492;11926404985131722140;5573954112570044058;13890513089733895532;11;5;587677045;1706095058231712785;6
94;84;12011;0;331;2FXIPTOL;5;0;138;1707914959033524736;9051623458199077652;K2CDW2FXIPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914959033524736;9051623458199077652;13;1;4;10;1706095058232042935;17;18122477981757203310;3297519080124459969;10581914352103586811;6488745773667421431;15122025989958621091;1;8;897061568;1706095058232057566;4
94;84;12011;0;331;2FXIPTOL;5;0;139;1707914959035116800;12951649133896073541;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914959035116800;12951649133896073541;13;3;0;2;1706095058232397187;7;18438240123443291363;-5973138715694088559;2737688346724747904;1616777439023805110;5370110009993918734;13;1;221113253;1706095058232411991;2
94;84;12011;0;331;2FXIPTOL;5;0;140;1707914959058445312;13582819843716444586;K2CDW2FXIPTOL;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914959058445312;13582819843716444586;8;7;1;23;1706095058238560808;7;8972711605463102767;-580615103984528801;2471801215671292577;13942054299531218013;1402254430720303841;7;2;330454191;1706095058238575637;4
94;84;12011;0;331;2FXIPTOL;5;0;141;1707914959075208192;9612571896718263526;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914959075208192;9612571896718263526;11;1;2;21;1706095058244156564;6;3384058439187641980;-80821287866018463;5964722266970715813;4317996560487999970;2794262571055160589;1;10;841345320;1706095058244171464;6
94;84;12011;0;331;2FXIPTOL;5;0;142;1707914959099142144;14969819609063878699;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914959099142144;14969819609063878699;10;1;2;10;1706095058253825711;5;7461187770311897377;-8485034233680867048;14883289794186680146;6359031583206599132;10802129350982708055;9;4;722112170;1706095058253840920;0
94;84;12011;0;331;2FXIPTOL;5;0;143;1707914959100757504;14667376431160691586;K2CDW2FXIPTOL;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914959100757504;14667376431160691586;7;8;3;17;1706095058254537146;9;4548633814353850431;5444099353466989131;18239271917509387560;12277179926616906738;16490808216539375600;5;4;648090412;1706095058254552141;3
94;84;12011;0;331;2FXIPTOL;5;0;144;1707914959104780800;14588429493286546841;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914959104780800;14588429493286546841;17;8;5;3;1706095058256362624;17;625631254623788809;539840639849958482;19624190208092527;17119155029418836263;585566047178701299;7;0;576024396;1706095058256377515;5
94;84;12011;0;331;2FXIPTOL;5;0;145;1707914959107971328;13438954333499969577;K2CDW2FXIPTOL;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707914959107971328;13438954333499969577;6;8;7;4;1706095058257863042;10;7628441156124395439;7389296869894612889;4613052176992471403;9566892616172883253;11282400349373241337;8;7;854171136;1706095058257877894;2
94;84;12011;0;331;2FXIPTOL;5;0;146;1707914959110367232;2648147687515541389;K2CDW2FXIPTOL;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;1707914959110367232;2648147687515541389;17;5;2;16;1706095058259006691;11;51136521627169204;9207880404551198522;18523588664880873;8152191712317579719;15305473008209033642;1;5;397856163;1706095058259021833;5
94;84;12011;0;331;2FXIPTOL;5;0;147;1707914959351202560;13573057075829259128;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914959351202560;13573057075829259128;1;6;6;12;1706095058265022922;14;1832557591497435251;7025617074966279929;17427856998604258138;16916389987172618698;1822285858601063594;13;2;273258314;1706095058265037972;5
94;84;12011;0;331;2FXIPTOL;5;0;148;1707914959352002816;5428408752140269367;K2CDW2FXIPTOL;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;1707914959352002816;5428408752140269367;1;3;5;24;1706095058265440084;2;17885382700562850597;5159800303033989995;14495931709725626632;5888251194222363570;9679784397533399882;1;6;236162361;1706095058265454987;1
94;84;12011;0;331;2FXIPTOL;5;0;149;1707914959356008704;11549230157052979804;K2CDW2FXIPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914959356008704;11549230157052979804;6;3;1;20;1706095058267568888;5;10650318233827195633;4825527541844427888;18157059478610738093;1494224525486344809;10402491438459449330;11;5;966477508;1706095058267583845;5
94;84;12011;0;331;2FXIPTOL;5;0;150;1707914959358417152;2455107242440008883;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;1707914959358417152;2455107242440008883;9;1;1;16;1706095058268899478;9;13074852115790140136;-2536196040471972675;15367894509969144713;2043901370853957930;13171068390679204723;5;2;189069970;1706095058268914407;3
94;84;12011;0;331;2FXIPTOL;5;0;151;1707914959363182592;7022312637927218822;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;1707914959363182592;7022312637927218822;8;6;4;6;1706095058271566518;7;5781695618273498276;-2808824369498286614;11309436107314074119;12167804531914267801;1526777366918655032;6;10;282931915;1706095058271581382;4
94;84;12011;0;331;2FXIPTOL;5;0;152;1707914959371195392;18441825431097853314;K2CDW2FXIPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914959371195392;18441825431097853314;5;1;5;4;1706095058276419582;8;7953312883696392439;4821215961456144651;2725375975591919394;15342636483276862179;18004778050940921498;7;0;179555593;1706095058276434662;3
94;84;12011;0;331;2FXIPTOL;5;0;153;1707914959376780544;9439938008445777322;K2CDW2FXIPTOL;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914959376780544;9439938008445777322;23;4;5;11;1706095058279796537;8;11224833241716316492;8902671411869502624;3238422465797842653;5887003663071848979;3193553146160835282;3;5;624214946;1706095058279811381;2
94;84;12011;0;331;2FXIPTOL;5;0;154;1707914959379964928;8044764356526339113;K2CDW2FXIPTOL;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;1707914959379964928;8044764356526339113;9;8;0;18;1706095058281759182;15;5409203856026477528;-6219589860998654427;3347097810188511795;7272108090715576046;197956079134369219;6;10;179939061;1706095058281774165;5
94;84;12011;0;331;2FXIPTOL;5;0;155;1707914959381564672;6869655874746445099;K2CDW2FXIPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914959381564672;6869655874746445099;2;1;7;19;1706095058282759541;2;5485952543669857042;3809519400501677447;1632730522017375282;9632952735401377642;7870241585188223056;7;7;213949604;1706095058282774392;5
